model           cs_top1  cs_top2  cs_top3  cs_top4  cs_top5  cs_top6  cs_top7  cs_top8  cs_top9  cs_top10  cs_top15  cs_top20  cs_top25  cs_top30  cs_top35  cs_top40  cs_top45  cs_top50
C1906d2TS258_2  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0         0         0.455     0.447     0.446
C1906d2TS258_4  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0         0.456     0.455     0.446     0.445
C1906d2TS258_5  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0.445     0.452     0.454     0.452     0.444     0.444
C1906d2TS273_2  [0]      0        0.00     0        0        0        0        0        0        0         0.553     0.538     0.527     0.520     0.515     0.505     0.491     0.488
C1906d2TS345_2  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0.315     0.315     0.315     0.314     0.315
C1906d2TS345_3  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0         0         0         0.322     0.322
C1906d2TS345_4  [0]      0        0.00     0        0        0        0        0        0        0         0.278     0.282     0.283     0.286     0.286     0.287     0.287     0.288
C1906d2TS405_1  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0.530     [0.538]   [0.544]   [0.532]   [0.517]   [0.511]
C1906d2TS405_2  [0]      0        0.00     0        0        0        0        0        0        0         0         0.500     0.512     0.516     0.521     0.509     0.496     0.492
C1906d2TS405_3  [0]      0        0.00     0        0        0        0        0        0        0         0         0.515     0.527     0.534     0.541     0.528     0.514     0.507
C1906d2TS405_4  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0.527     0.533     0.522     0.509     0.504
C1906d2TS405_5  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0         0.540     0.526     0.512     0.506
C1906d2TS438_1  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0         0.527     0.517     0.509     0.505
C1906d2TS438_2  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0.523     0.531     0.521     0.513     0.508
C1906d2TS438_3  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0.496     0.518     0.526     0.517     0.509     0.504
C1906d2TS438_4  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0.517     0.525     0.516     0.509     0.503
C1906d2TS438_5  [0]      0        0.00     0        0        0        0        0        0        0         0         0         0         0         0         0         0.513     0.508
