C1902d1TS003_1 C1902d1TS044_1 C1902d1TS049_1 C1902d1TS049_2 C1902d1TS049_3 C1902d1TS049_4 C1902d1TS049_5 C1902d1TS067_1 C1902d1TS067_2 C1902d1TS067_3 C1902d1TS067_4 C1902d1TS067_5 C1902d1TS103_1 C1902d1TS123_1 C1902d1TS123_2 C1902d1TS123_3 C1902d1TS123_4 C1902d1TS123_5 C1902d1TS131_1 C1902d1TS131_2 C1902d1TS131_3 C1902d1TS131_4 C1902d1TS131_5 C1902d1TS210_1 C1902d1TS210_2 C1902d1TS210_3 C1902d1TS210_4 C1902d1TS210_5 C1902d1TS215_1 C1902d1TS215_2 C1902d1TS215_3 C1902d1TS215_4 C1902d1TS215_5 C1902d1TS228_1 C1902d1TS228_2 C1902d1TS228_3 C1902d1TS228_4 C1902d1TS228_5 C1902d1TS240_1 C1902d1TS240_2 C1902d1TS240_3 C1902d1TS240_4 C1902d1TS240_5 C1902d1TS258_1 C1902d1TS258_2 C1902d1TS258_3 C1902d1TS258_4 C1902d1TS258_5 C1902d1TS273_1 C1902d1TS273_2 C1902d1TS273_3 C1902d1TS273_4 C1902d1TS273_5 C1902d1TS301_1 C1902d1TS347_1 C1902d1TS347_2 C1902d1TS347_3 C1902d1TS405_1 C1902d1TS405_2 C1902d1TS405_3 C1902d1TS405_4 C1902d1TS405_5 C1902d1TS438_1 C1902d1TS438_2 C1902d1TS438_3 C1902d1TS438_4 C1902d1TS438_5
0.2728 0.3388 0.0657 0.0639 0.0739 0.0781 0.0616 1.0000 0.3161 0.2924 0.3833 1 0.2868 0.3424 0.3392 0.3303 0.3325 0.3184 0.3599 0.3622 0.3601 0.3513 0.3605 0.3419 0.3388 0.3399 0.3261 0.3514 0.3131 0.3271 0.3151 0.3309 0.3298 0.4021 0.4052 0.4024 0.4000 0.3592 0.3337 0.3380 0.3421 0.3287 0.3522 0.3488 0.3353 0.3439 0.3456 0.3406 0.3548 0.3611 0.3536 0.3486 0.3161 0.3388 0.3885 0.3163 0.3199 0.3419 0.3388 0.3399 0.3412 0.3404 0.3511 0.1927 0.3454 0.3442 0.3499
0.2765 0.4067 0.0519 0.0600 0.0711 0.0587 0.0583 0.3389 0.3291 0.2915 0.2904 0.3389 1 0.3456 0.3571 0.3844 0.3798 0.3394 0.4062 0.4100 0.4090 0.4135 0.4107 0.3490 0.3438 0.3464 0.3739 0.3777 0.3278 0.3121 0.3758 0.3616 0.3414 0.4021 0.4047 0.4015 0.4048 0.3873 0.4114 0.4132 0.3988 0.3953 0.3992 0.3775 0.3620 0.3641 0.3846 0.3786 0.3836 0.3849 0.3630 0.3814 0.3651 0.4067 0.4553 0.3270 0.3406 0.3490 0.3438 0.3464 0.3420 0.3431 0.4129 0.2464 0.4172 0.4116 0.4096
0.2094 0.2968 0.0435 0.0436 0.0539 0.0553 0.0393 0.2393 0.2307 0.2116 0.2447 0.2393 0.2075 1 0.3457 0.2949 0.2934 0.2620 0.3089 0.3100 0.3064 0.3069 0.3089 0.2730 0.2616 0.2674 0.2683 0.2869 0.2593 0.2739 0.2793 0.2589 0.2575 0.2835 0.2856 0.2840 0.2841 0.2753 0.2964 0.2895 0.2900 0.2855 0.3015 0.2893 0.2812 0.2890 0.2951 0.2947 0.2959 0.3045 0.2853 0.3110 0.2828 0.2968 0.3057 0.2732 0.2765 0.2730 0.2616 0.2674 0.2616 0.2715 0.3247 0.1793 0.3210 0.3274 0.3241
0.2073 0.3293 0.0427 0.0408 0.0513 0.0528 0.0391 0.2372 0.2231 0.2032 0.2548 0.2372 0.2112 0.3480 1 0.2836 0.2823 0.2901 0.3534 0.3473 0.3487 0.3540 0.3502 0.2868 0.2786 0.2833 0.2897 0.3211 0.2583 0.2890 0.3005 0.2767 0.2634 0.3206 0.3238 0.3214 0.3218 0.3057 0.2960 0.2972 0.3046 0.2925 0.3138 0.3033 0.3090 0.3157 0.3034 0.3117 0.3108 0.3295 0.3072 0.3250 0.3009 0.3293 0.3297 0.2973 0.2994 0.2868 0.2786 0.2833 0.2791 0.2930 0.3394 0.1968 0.3385 0.3415 0.3421
0.2144 0.3214 0.0501 0.0480 0.0584 0.0637 0.0467 0.2517 0.2443 0.2262 0.2716 0.2517 0.2489 0.3250 0.3132 1 0.7147 0.2796 0.3243 0.3194 0.3262 0.3268 0.3214 0.2828 0.2781 0.2717 0.2947 0.3034 0.2469 0.2987 0.3104 0.2825 0.2709 0.3041 0.3068 0.3052 0.3048 0.3000 0.3313 0.3270 0.3296 0.3364 0.3145 0.3340 0.3234 0.3481 0.3330 0.3362 0.3462 0.3170 0.3007 0.3277 0.2994 0.3214 0.3141 0.3074 0.3174 0.2828 0.2781 0.2717 0.2802 0.2868 0.3423 0.1886 0.3384 0.3438 0.3415
0.2126 0.3258 0.0494 0.0473 0.0576 0.0627 0.0468 0.2527 0.2455 0.2267 0.2713 0.2527 0.2452 0.3219 0.3105 0.7163 1 0.2719 0.3266 0.3263 0.3300 0.3266 0.3292 0.2863 0.2812 0.2714 0.2995 0.3029 0.2442 0.2983 0.3077 0.2863 0.2706 0.3095 0.3120 0.3104 0.3114 0.3040 0.3328 0.3319 0.3310 0.3380 0.3174 0.3348 0.3228 0.3460 0.3326 0.3311 0.3383 0.3140 0.3038 0.3286 0.3000 0.3258 0.3168 0.3115 0.3189 0.2863 0.2812 0.2714 0.2830 0.2878 0.3422 0.1852 0.3363 0.3426 0.3419
0.2560 0.4068 0.0582 0.0546 0.0686 0.0700 0.0519 0.2889 0.2906 0.2649 0.3038 0.2889 0.2601 0.3363 0.3722 0.3311 0.3220 1 0.3953 0.3958 0.3924 0.3937 0.3983 0.3626 0.3556 0.3638 0.3837 0.3982 0.3274 0.3697 0.3338 0.3132 0.3095 0.3574 0.3595 0.3585 0.3590 0.3456 0.3697 0.3576 0.3565 0.3455 0.3620 0.3954 0.3880 0.3873 0.4100 0.4052 0.4172 0.4089 0.4122 0.4013 0.3741 0.4068 0.3631 0.3964 0.4087 0.3626 0.3556 0.3638 0.3554 0.3528 0.4145 0.2012 0.4019 0.4089 0.4128
0.2399 0.4609 0.0484 0.0454 0.0592 0.0613 0.0432 0.2729 0.2683 0.2487 0.2961 0.2729 0.2623 0.3381 0.3853 0.3231 0.3260 0.3320 1 0.7864 0.7795 0.7981 0.8031 0.3702 0.3660 0.3634 0.3973 0.4160 0.3288 0.3717 0.3777 0.3687 0.3262 0.4190 0.4225 0.4211 0.4176 0.4232 0.4110 0.4401 0.4380 0.4224 0.4400 0.4210 0.4269 0.4328 0.4281 0.4226 0.4161 0.4672 0.4128 0.4365 0.3282 0.4609 0.3823 0.3570 0.3551 0.3702 0.3660 0.3634 0.3635 0.3796 0.5027 0.2380 0.5007 0.5020 0.5072
0.2400 0.4714 0.0495 0.0455 0.0599 0.0617 0.0440 0.2765 0.2702 0.2472 0.3010 0.2765 0.2666 0.3433 0.3834 0.3221 0.3295 0.3357 0.7878 1 0.8034 0.8065 0.8658 0.3772 0.3685 0.3645 0.4081 0.4214 0.3316 0.3658 0.3774 0.3731 0.3387 0.4223 0.4258 0.4254 0.4224 0.4284 0.4200 0.4423 0.4403 0.4271 0.4450 0.4306 0.4316 0.4393 0.4343 0.4294 0.4209 0.4675 0.4119 0.4428 0.3357 0.4714 0.3850 0.3625 0.3584 0.3772 0.3685 0.3645 0.3644 0.3830 0.5025 0.2408 0.4929 0.5026 0.5077
0.2389 0.4657 0.0492 0.0469 0.0593 0.0619 0.0439 0.2753 0.2712 0.2482 0.3003 0.2753 0.2673 0.3396 0.3874 0.3307 0.3346 0.3345 0.7888 0.8112 1 0.7757 0.8183 0.3691 0.3720 0.3624 0.4017 0.4232 0.3272 0.3689 0.3779 0.3736 0.3269 0.4249 0.4274 0.4268 0.4270 0.4296 0.4230 0.4458 0.4430 0.4225 0.4451 0.4277 0.4320 0.4359 0.4365 0.4275 0.4194 0.4694 0.4055 0.4392 0.3289 0.4657 0.3879 0.3614 0.3620 0.3691 0.3720 0.3624 0.3584 0.3785 0.5116 0.2382 0.5053 0.5191 0.5145
0.2395 0.4630 0.0486 0.0469 0.0595 0.0621 0.0440 0.2666 0.2709 0.2493 0.2952 0.2666 0.2682 0.3389 0.3899 0.3292 0.3291 0.3336 0.8005 0.8077 0.7686 1 0.8095 0.3713 0.3720 0.3680 0.4053 0.4096 0.3278 0.3721 0.3754 0.3703 0.3340 0.4211 0.4237 0.4228 0.4197 0.4153 0.4079 0.4425 0.4299 0.4192 0.4380 0.4237 0.4332 0.4343 0.4287 0.4285 0.4132 0.4709 0.4076 0.4362 0.3260 0.4630 0.3774 0.3591 0.3611 0.3713 0.3720 0.3680 0.3620 0.3806 0.5060 0.2385 0.4984 0.5058 0.5084
0.2385 0.4679 0.0488 0.0459 0.0595 0.0612 0.0439 0.2742 0.2695 0.2455 0.3006 0.2742 0.2660 0.3406 0.3838 0.3228 0.3308 0.3367 0.8038 0.8633 0.8087 0.8049 1 0.3722 0.3636 0.3603 0.4059 0.4223 0.3301 0.3710 0.3748 0.3749 0.3359 0.4196 0.4233 0.4228 0.4197 0.4301 0.4186 0.4450 0.4416 0.4267 0.4457 0.4328 0.4340 0.4355 0.4346 0.4257 0.4209 0.4710 0.4151 0.4426 0.3349 0.4679 0.3856 0.3638 0.3605 0.3722 0.3636 0.3603 0.3599 0.3804 0.5011 0.2405 0.4958 0.5037 0.5039
0.2674 0.4870 0.0680 0.0604 0.0773 0.0829 0.0599 0.3611 0.3686 0.3237 0.3772 0.3611 0.3121 0.4135 0.4318 0.3906 0.3973 0.4240 0.5178 0.5225 0.5106 0.5135 0.5190 1 0.6433 0.6452 0.5364 0.5600 0.3647 0.3877 0.4132 0.3833 0.3805 0.4789 0.4833 0.4828 0.4811 0.5053 0.4786 0.4701 0.4634 0.4773 0.4618 0.4890 0.4768 0.4893 0.4910 0.4935 0.4990 0.4607 0.5007 0.4730 0.4216 0.4870 0.4183 0.3885 0.3893 1.0000 0.6433 0.6452 0.6469 0.6472 0.4909 0.2589 0.4834 0.4935 0.4960
0.2574 0.4665 0.0657 0.0591 0.0771 0.0802 0.0582 0.3542 0.3574 0.3186 0.3689 0.3542 0.3055 0.3923 0.4146 0.3812 0.3859 0.4095 0.5041 0.5048 0.5074 0.5079 0.5000 0.6314 1 0.6002 0.5454 0.5305 0.3646 0.3787 0.4106 0.3879 0.3861 0.4707 0.4727 0.4707 0.4728 0.4731 0.4725 0.4709 0.4612 0.4634 0.4544 0.4748 0.4716 0.4856 0.4838 0.4916 0.4864 0.4565 0.4663 0.4536 0.3890 0.4665 0.4185 0.3894 0.3851 0.6314 0.9913 0.6002 0.6425 0.6926 0.4887 0.2513 0.4792 0.4861 0.4899
0.2492 0.4397 0.0623 0.0550 0.0711 0.0778 0.0546 0.3375 0.3495 0.3009 0.3509 0.3375 0.2908 0.3817 0.4016 0.3546 0.3558 0.3994 0.4760 0.4737 0.4700 0.4781 0.4715 0.6044 0.5733 1 0.4944 0.5017 0.3558 0.3825 0.3832 0.3463 0.3652 0.4429 0.4460 0.4443 0.4447 0.4428 0.4318 0.4315 0.4299 0.4290 0.4188 0.4469 0.4496 0.4638 0.4619 0.4573 0.4582 0.4416 0.4644 0.4323 0.3765 0.4397 0.3960 0.3698 0.3586 0.6044 0.5733 1.0000 0.5694 0.5724 0.4586 0.2370 0.4589 0.4621 0.4620
0.2066 0.4085 0.0473 0.0420 0.0526 0.0588 0.0414 0.2518 0.2727 0.2330 0.2792 0.2518 0.2468 0.3001 0.3227 0.2997 0.3047 0.3299 0.4028 0.4111 0.4017 0.4076 0.4091 0.3960 0.4040 0.3880 1 0.5205 0.3002 0.3360 0.3148 0.2918 0.3128 0.3747 0.3792 0.3783 0.3757 0.4003 0.4066 0.4125 0.4009 0.4125 0.3774 0.4535 0.4294 0.4226 0.4619 0.4610 0.4817 0.4055 0.4110 0.4494 0.3132 0.4085 0.3434 0.3288 0.3234 0.3960 0.4040 0.3880 0.3967 0.4058 0.4233 0.2146 0.3987 0.4243 0.4265
0.2147 0.4363 0.0482 0.0436 0.0565 0.0604 0.0432 0.2729 0.2752 0.2397 0.2986 0.2729 0.2495 0.3210 0.3590 0.3085 0.3095 0.3439 0.4272 0.4303 0.4301 0.4181 0.4320 0.4152 0.3972 0.3942 0.5330 1 0.3220 0.3566 0.3384 0.3183 0.3340 0.4196 0.4239 0.4221 0.4207 0.4522 0.4270 0.4297 0.4250 0.4245 0.3977 0.4706 0.4630 0.4421 0.4782 0.4897 0.4869 0.4267 0.4468 0.4606 0.3385 0.4363 0.3630 0.3456 0.3471 0.4152 0.3972 0.3942 0.4037 0.4152 0.4563 0.2207 0.4340 0.4589 0.4584
0.2342 0.3377 0.0531 0.0526 0.0646 0.0584 0.0502 0.2542 0.2808 0.2171 0.2644 0.2542 0.2234 0.3022 0.3045 0.2600 0.2568 0.2957 0.3526 0.3523 0.3472 0.3494 0.3519 0.2794 0.2850 0.2912 0.3160 0.3345 1 0.3977 0.2978 0.3089 0.3096 0.3127 0.3174 0.3155 0.3145 0.2935 0.2907 0.3071 0.3049 0.3069 0.3031 0.3386 0.3548 0.3575 0.3351 0.3467 0.3573 0.4172 0.3448 0.3680 0.2911 0.3377 0.3066 0.3189 0.3062 0.2794 0.2850 0.2912 0.2832 0.2821 0.3362 0.1775 0.3313 0.3354 0.3365
0.2092 0.3283 0.0475 0.0436 0.0576 0.0542 0.0437 0.2364 0.2521 0.2092 0.2750 0.2364 0.1933 0.2900 0.3047 0.2874 0.2854 0.2974 0.3508 0.3438 0.3462 0.3500 0.3486 0.2699 0.2687 0.2810 0.3161 0.3344 0.3555 1 0.2896 0.2712 0.2865 0.3133 0.3165 0.3151 0.3153 0.2918 0.2897 0.3021 0.3031 0.3002 0.2926 0.3613 0.3852 0.3975 0.3556 0.3834 0.3668 0.4006 0.3487 0.3550 0.2758 0.3283 0.2892 0.3308 0.3110 0.2699 0.2687 0.2810 0.2733 0.2713 0.3377 0.1666 0.3303 0.3441 0.3378
0.2240 0.3917 0.0472 0.0447 0.0573 0.0595 0.0437 0.2356 0.2410 0.2280 0.2711 0.2356 0.2403 0.3021 0.3260 0.3054 0.3056 0.2739 0.3710 0.3672 0.3678 0.3664 0.3662 0.2935 0.2947 0.2902 0.3045 0.3241 0.2759 0.2980 1 0.3342 0.2933 0.3550 0.3584 0.3561 0.3534 0.3266 0.3455 0.3432 0.3420 0.3316 0.3638 0.3382 0.3300 0.3466 0.3388 0.3491 0.3359 0.3299 0.3150 0.3478 0.2899 0.3917 0.3305 0.3042 0.3009 0.2935 0.2947 0.2902 0.2833 0.2986 0.4011 0.1991 0.3988 0.4059 0.4029
0.2271 0.3580 0.0515 0.0488 0.0608 0.0615 0.0449 0.2508 0.2410 0.2290 0.2629 0.2508 0.2365 0.2836 0.3007 0.2819 0.2880 0.2624 0.3698 0.3711 0.3713 0.3688 0.3746 0.2787 0.2852 0.2662 0.2899 0.3122 0.2912 0.2881 0.3419 1 0.2972 0.3308 0.3321 0.3303 0.3328 0.3130 0.3216 0.3413 0.3400 0.3274 0.3471 0.3205 0.3098 0.3130 0.3187 0.3201 0.3116 0.3245 0.3011 0.3307 0.2718 0.3580 0.3198 0.3041 0.3061 0.2787 0.2852 0.2662 0.2654 0.2803 0.3530 0.1835 0.3486 0.3526 0.3506
0.2206 0.3334 0.0527 0.0512 0.0604 0.0594 0.0486 0.2610 0.2490 0.2389 0.2560 0.2610 0.2293 0.2969 0.3046 0.2791 0.2819 0.2761 0.3414 0.3507 0.3384 0.3471 0.3495 0.2861 0.2924 0.2921 0.3205 0.3397 0.3041 0.3146 0.3118 0.3057 1 0.3608 0.3641 0.3618 0.3633 0.3270 0.3225 0.3325 0.3233 0.3242 0.3262 0.3298 0.3345 0.3293 0.3318 0.3457 0.3301 0.3370 0.3292 0.3332 0.2768 0.3334 0.3386 0.3010 0.2886 0.2861 0.2924 0.2921 0.2928 0.2829 0.3313 0.1839 0.3221 0.3336 0.3310
0.2453 0.4525 0.0549 0.0518 0.0618 0.0680 0.0498 0.3359 0.2904 0.2643 0.3201 0.3359 0.2869 0.3441 0.3871 0.3357 0.3423 0.3337 0.4648 0.4641 0.4640 0.4616 0.4630 0.3807 0.3784 0.3742 0.4040 0.4523 0.3261 0.3643 0.3999 0.3655 0.3819 1 0.9789 0.9624 0.9405 0.6003 0.4276 0.4347 0.4414 0.4214 0.4395 0.4499 0.4558 0.4710 0.4526 0.4569 0.4298 0.4184 0.4209 0.4068 0.3372 0.4525 0.4102 0.3674 0.3660 0.3807 0.3784 0.3742 0.3844 0.3951 0.4560 0.2335 0.4537 0.4582 0.4549
0.2463 0.4537 0.0549 0.0515 0.0621 0.0683 0.0500 0.3373 0.2903 0.2640 0.3213 0.3373 0.2860 0.3446 0.3883 0.3364 0.3427 0.3338 0.4653 0.4644 0.4635 0.4615 0.4638 0.3814 0.3774 0.3741 0.4055 0.4538 0.3277 0.3651 0.4003 0.3652 0.3827 0.9737 1 0.9862 0.9159 0.6000 0.4277 0.4348 0.4415 0.4216 0.4402 0.4499 0.4561 0.4719 0.4532 0.4568 0.4311 0.4185 0.4215 0.4071 0.3392 0.4537 0.4110 0.3668 0.3669 0.3814 0.3774 0.3741 0.3849 0.3947 0.4560 0.2335 0.4543 0.4578 0.4553
0.2471 0.4542 0.0548 0.0514 0.0622 0.0684 0.0502 0.3371 0.2908 0.2644 0.3218 0.3371 0.2860 0.3446 0.3880 0.3368 0.3430 0.3347 0.4661 0.4666 0.4655 0.4631 0.4657 0.3832 0.3781 0.3748 0.4065 0.4547 0.3276 0.3653 0.4004 0.3661 0.3823 0.9600 0.9903 1 0.9174 0.6017 0.4279 0.4351 0.4424 0.4223 0.4412 0.4514 0.4572 0.4727 0.4539 0.4581 0.4312 0.4191 0.4225 0.4083 0.3396 0.4542 0.4126 0.3686 0.3684 0.3832 0.3781 0.3748 0.3858 0.3952 0.4563 0.2338 0.4543 0.4583 0.4560
0.2426 0.4436 0.0549 0.0516 0.0609 0.0672 0.0495 0.3296 0.2867 0.2608 0.3167 0.3296 0.2832 0.3397 0.3831 0.3306 0.3383 0.3296 0.4557 0.4565 0.4588 0.4529 0.4558 0.3756 0.3733 0.3694 0.3987 0.4456 0.3219 0.3607 0.3912 0.3616 0.3784 0.9293 0.9099 0.9078 1 0.5900 0.4191 0.4254 0.4339 0.4128 0.4308 0.4445 0.4473 0.4622 0.4438 0.4509 0.4180 0.4106 0.4117 0.3998 0.3309 0.4436 0.4062 0.3641 0.3599 0.3756 0.3733 0.3694 0.3801 0.3889 0.4475 0.2295 0.4448 0.4497 0.4472
