C1902d1TS003_1 C1902d1TS044_1 C1902d1TS049_1 C1902d1TS049_2 C1902d1TS049_3 C1902d1TS049_4 C1902d1TS049_5 C1902d1TS067_1 C1902d1TS067_2 C1902d1TS067_3 C1902d1TS067_4 C1902d1TS067_5 C1902d1TS103_1 C1902d1TS123_1 C1902d1TS123_2 C1902d1TS123_3 C1902d1TS123_4 C1902d1TS123_5 C1902d1TS131_1 C1902d1TS131_2 C1902d1TS131_3 C1902d1TS131_4 C1902d1TS131_5 C1902d1TS210_1 C1902d1TS210_2 C1902d1TS210_3 C1902d1TS210_4 C1902d1TS210_5 C1902d1TS215_1 C1902d1TS215_2 C1902d1TS215_3 C1902d1TS215_4 C1902d1TS215_5 C1902d1TS228_1 C1902d1TS228_2 C1902d1TS228_3 C1902d1TS228_4 C1902d1TS228_5 C1902d1TS240_1 C1902d1TS240_2 C1902d1TS240_3 C1902d1TS240_4 C1902d1TS240_5 C1902d1TS258_1 C1902d1TS258_2 C1902d1TS258_3 C1902d1TS258_4 C1902d1TS258_5 C1902d1TS273_1 C1902d1TS273_2 C1902d1TS273_3 C1902d1TS273_4 C1902d1TS273_5 C1902d1TS301_1 C1902d1TS347_1 C1902d1TS347_2 C1902d1TS347_3 C1902d1TS405_1 C1902d1TS405_2 C1902d1TS405_3 C1902d1TS405_4 C1902d1TS405_5 C1902d1TS438_1 C1902d1TS438_2 C1902d1TS438_3 C1902d1TS438_4 C1902d1TS438_5
0.238377 0.382581 0.165629 0.156728 0.132024 0.177617 0.124749 0.408908 0.305658 0.320862 1 0.408908 0.278802 0.347567 0.362275 0.328215 0.35049 0.379052 0.369854 0.378817 0.3737 0.369125 0.381218 0.371315 0.376334 0.368654 0.358438 0.361793 0.309107 0.333727 0.352921 0.328208 0.317391 0.364226 0.365174 0.369478 0.365465 0.361247 0.371952 0.358405 0.380362 0.379676 0.382051 0.378387 0.341532 0.359047 0.354448 0.368348 0.366992 0.374462 0.358439 0.382847 0.365727 0.382581 0.376688 0.342529 0.359675 0.371315 0.376334 0.368654 0.376808 0.376615 0.403567 0.3457 0.399885 0.399987 0.403555
0.273565 0.402487 0.155202 0.134929 0.125471 0.151078 0.120707 1 0.34448 0.349253 0.444899 1 0.304943 0.357264 0.371327 0.367412 0.386972 0.388297 0.4068 0.407362 0.403187 0.39477 0.413129 0.40533 0.430897 0.420119 0.401038 0.407285 0.340051 0.361198 0.355481 0.369304 0.367222 0.425904 0.425771 0.422622 0.419799 0.415371 0.418994 0.409871 0.427098 0.405256 0.416185 0.413632 0.404666 0.402731 0.389443 0.409876 0.412395 0.408161 0.395608 0.420613 0.397221 0.402487 0.398212 0.379975 0.36474 0.40533 0.430897 0.420119 0.42164 0.431039 0.432728 0.350588 0.426385 0.416356 0.427116
0.241909 0.461019 0.118086 0.110903 0.089515 0.129123 0.0998037 0.369884 0.336276 0.354457 0.339322 0.369884 1 0.404283 0.386122 0.404598 0.396191 0.418648 0.426481 0.433957 0.430433 0.436804 0.442713 0.426852 0.438702 0.431623 0.457946 0.444236 0.356619 0.36706 0.415228 0.384243 0.363021 0.429753 0.429359 0.430269 0.434371 0.423079 0.445862 0.43214 0.44023 0.430541 0.455944 0.427586 0.411333 0.425753 0.42849 0.42996 0.427788 0.429478 0.411679 0.437378 0.435658 0.461019 0.420841 0.362077 0.390761 0.426852 0.438702 0.431623 0.424325 0.432281 0.453062 0.39049 0.464258 0.451075 0.456275
0.189488 0.365948 0.0977559 0.0845931 0.0853317 0.0968501 0.0692272 0.265023 0.250544 0.260159 0.290502 0.265023 0.257498 1 0.395365 0.338745 0.347248 0.353361 0.372517 0.375784 0.367991 0.364643 0.382016 0.389351 0.372723 0.378158 0.367979 0.365494 0.291471 0.331017 0.341502 0.294417 0.331876 0.352424 0.358074 0.359687 0.353299 0.364404 0.382019 0.380288 0.38257 0.388264 0.393305 0.35796 0.351013 0.349553 0.358449 0.351565 0.345401 0.376025 0.35691 0.384689 0.348965 0.365948 0.344221 0.319934 0.318624 0.389351 0.372723 0.378158 0.366852 0.382006 0.384157 0.361422 0.389049 0.394099 0.387216
0.212537 0.388656 0.107852 0.0929992 0.0850494 0.120175 0.0725348 0.283053 0.259119 0.275483 0.305441 0.283053 0.260945 0.409342 1 0.332394 0.343328 0.367325 0.368241 0.372991 0.365417 0.367654 0.378004 0.377006 0.381438 0.382167 0.352012 0.367475 0.282171 0.328234 0.35808 0.288552 0.311335 0.367543 0.370968 0.37282 0.365571 0.370724 0.367781 0.368862 0.35902 0.369001 0.374535 0.358354 0.361216 0.35402 0.347897 0.360962 0.358772 0.355843 0.351264 0.378595 0.347006 0.388656 0.359338 0.327912 0.318096 0.377006 0.381438 0.382167 0.380926 0.386599 0.385989 0.34373 0.394839 0.398223 0.396209
0.226927 0.36664 0.132593 0.12915 0.108584 0.138682 0.106728 0.323948 0.28677 0.316746 0.30186 0.323948 0.289136 0.368666 0.375688 1 0.618966 0.372424 0.401202 0.400497 0.404434 0.402873 0.396598 0.390523 0.381674 0.392159 0.380232 0.382783 0.304126 0.356116 0.356907 0.325095 0.357095 0.377792 0.380862 0.379437 0.379892 0.380798 0.404269 0.398967 0.391096 0.399269 0.385708 0.371855 0.37384 0.383345 0.385407 0.399005 0.379152 0.372905 0.370076 0.394604 0.355719 0.36664 0.371818 0.357469 0.368259 0.390523 0.381674 0.392159 0.38288 0.395259 0.402033 0.358073 0.397936 0.404064 0.395203
0.227066 0.38717 0.137797 0.115734 0.116229 0.135935 0.108461 0.344499 0.298371 0.31562 0.322336 0.344499 0.290722 0.382555 0.377889 0.61501 1 0.369216 0.415271 0.414174 0.413193 0.403098 0.422681 0.3981 0.4017 0.384605 0.39265 0.40203 0.311559 0.374906 0.362053 0.341423 0.372185 0.390265 0.393848 0.391259 0.390831 0.40135 0.420569 0.420926 0.403099 0.417162 0.405637 0.402667 0.398403 0.398667 0.394886 0.384653 0.391313 0.377456 0.380287 0.418335 0.380722 0.38717 0.374316 0.38055 0.388843 0.3981 0.4017 0.384605 0.383597 0.405774 0.411265 0.355493 0.410177 0.412354 0.411157
0.247935 0.455735 0.128751 0.115749 0.11265 0.144936 0.103023 0.357729 0.330159 0.321756 0.373236 0.357729 0.329316 0.416797 0.430214 0.400301 0.392839 1 0.450545 0.461483 0.44354 0.460263 0.459726 0.452577 0.439673 0.454872 0.437934 0.453025 0.363253 0.402622 0.399227 0.368238 0.385198 0.42766 0.430422 0.432781 0.426427 0.457115 0.443963 0.432579 0.43795 0.438745 0.456659 0.43803 0.426772 0.427967 0.443135 0.439212 0.450146 0.46345 0.446095 0.450274 0.435497 0.455735 0.414102 0.407373 0.39435 0.452577 0.439673 0.454872 0.44134 0.433944 0.487326 0.400775 0.471579 0.477087 0.488863
0.197023 0.451329 0.118453 0.0985253 0.0908379 0.134872 0.0925459 0.326771 0.306915 0.310413 0.321889 0.326771 0.295014 0.394637 0.386544 0.383523 0.397198 0.381931 1 0.722345 0.72423 0.749401 0.758313 0.468908 0.459697 0.464768 0.458388 0.465428 0.348651 0.399438 0.401541 0.353712 0.363719 0.433977 0.437616 0.436285 0.426197 0.470974 0.457523 0.500888 0.487018 0.489681 0.479472 0.47053 0.463733 0.463942 0.457566 0.447535 0.457451 0.48658 0.471009 0.480094 0.381592 0.451329 0.384585 0.360243 0.356253 0.468908 0.459697 0.464768 0.454804 0.461947 0.49197 0.395889 0.505038 0.498759 0.510331
0.202611 0.481791 0.098111 0.0772651 0.0755621 0.112861 0.0829842 0.332638 0.304376 0.292843 0.322917 0.332638 0.293385 0.390807 0.386093 0.371865 0.387773 0.393161 0.719094 1 0.736936 0.72628 0.820927 0.455758 0.45961 0.454508 0.461139 0.465477 0.355645 0.393446 0.408345 0.3553 0.382957 0.445104 0.448788 0.448681 0.443886 0.487105 0.466036 0.490237 0.481782 0.484286 0.482264 0.469024 0.458464 0.46887 0.452506 0.456792 0.460541 0.480207 0.464072 0.492641 0.391883 0.481791 0.388789 0.371492 0.361421 0.455758 0.45961 0.454508 0.447085 0.459804 0.497421 0.400296 0.496155 0.50389 0.509024
0.20762 0.481157 0.107462 0.0988039 0.0831537 0.125336 0.090823 0.341445 0.306304 0.298755 0.328855 0.341445 0.29456 0.391689 0.400682 0.39336 0.405764 0.390189 0.731011 0.747355 1 0.695368 0.758793 0.45811 0.474354 0.467272 0.465329 0.485429 0.361121 0.413058 0.406977 0.365951 0.380012 0.448818 0.454334 0.453068 0.454249 0.49093 0.468327 0.499101 0.489276 0.480318 0.489451 0.47079 0.457306 0.460556 0.461975 0.446565 0.46246 0.479843 0.45935 0.489152 0.401826 0.481157 0.392455 0.371958 0.364698 0.45811 0.474354 0.467272 0.454848 0.464973 0.500595 0.405869 0.520339 0.528403 0.515383
0.208203 0.45989 0.108713 0.097299 0.0929759 0.123162 0.0921408 0.320369 0.317008 0.31664 0.3184 0.320369 0.299926 0.375159 0.380692 0.383338 0.392459 0.393641 0.748986 0.733802 0.695296 1 0.742639 0.448476 0.466065 0.469125 0.463494 0.460078 0.343839 0.389106 0.399728 0.364256 0.379276 0.44384 0.447214 0.445764 0.439521 0.467416 0.457234 0.486302 0.472834 0.472966 0.476552 0.468561 0.453892 0.456541 0.448639 0.443828 0.45667 0.483466 0.461622 0.48129 0.383373 0.45989 0.38239 0.373842 0.369202 0.448476 0.466065 0.469125 0.448408 0.45305 0.493517 0.391566 0.49561 0.496021 0.497356
0.201169 0.482924 0.0985525 0.0738583 0.0750621 0.106182 0.0840966 0.335008 0.311502 0.294903 0.319072 0.335008 0.302746 0.3935 0.385759 0.371843 0.400446 0.39138 0.750427 0.812829 0.740115 0.728454 1 0.461144 0.459538 0.458938 0.473032 0.480041 0.354281 0.400343 0.405739 0.35814 0.388677 0.450052 0.451988 0.45075 0.449793 0.492335 0.477013 0.513506 0.490845 0.491856 0.49761 0.482395 0.469373 0.476486 0.461629 0.460474 0.471234 0.48579 0.468467 0.501014 0.401893 0.482924 0.386497 0.372898 0.359584 0.461144 0.459538 0.458938 0.455487 0.464435 0.505003 0.40788 0.5118 0.514642 0.517173
0.234599 0.544437 0.116016 0.112837 0.0946424 0.128413 0.0824229 0.391351 0.372493 0.3616 0.356534 0.391351 0.340951 0.478206 0.447351 0.427594 0.438228 0.456497 0.537391 0.532256 0.521749 0.517706 0.537091 1 0.645528 0.626059 0.524531 0.551056 0.377164 0.42813 0.449429 0.409906 0.420982 0.506859 0.509713 0.510519 0.503239 0.567902 0.512716 0.509804 0.514897 0.527688 0.509598 0.512303 0.477811 0.488158 0.501155 0.489248 0.480747 0.496038 0.490485 0.525928 0.479895 0.544437 0.433117 0.407409 0.417325 1 0.645528 0.626059 0.621486 0.628724 0.544575 0.483047 0.545221 0.548237 0.553976
0.226125 0.523476 0.111259 0.0965729 0.0837917 0.126925 0.0901649 0.403134 0.360082 0.368104 0.358817 0.403134 0.340498 0.449837 0.446545 0.415232 0.437911 0.433749 0.5195 0.526971 0.523754 0.524775 0.521361 0.636365 1 0.604425 0.537497 0.521157 0.371816 0.410563 0.450427 0.423689 0.408918 0.515706 0.516361 0.514638 0.506522 0.542307 0.529848 0.518517 0.510793 0.524569 0.522682 0.520684 0.486404 0.497874 0.500373 0.490413 0.476187 0.48282 0.467454 0.525651 0.450276 0.523476 0.435404 0.408891 0.414219 0.636365 1 0.604425 0.629529 0.670377 0.556167 0.458396 0.545752 0.557331 0.565408
0.226809 0.492124 0.105067 0.0939908 0.0744469 0.121363 0.0908652 0.38264 0.340031 0.338403 0.348203 0.38264 0.329186 0.449176 0.436599 0.412429 0.408381 0.446206 0.518783 0.512689 0.513821 0.521705 0.518 0.623813 0.598815 1 0.496111 0.498771 0.35993 0.428087 0.438927 0.388522 0.398991 0.492849 0.490771 0.492715 0.488881 0.51554 0.493443 0.495229 0.500262 0.49932 0.495785 0.481694 0.464101 0.483406 0.482713 0.460781 0.447928 0.473366 0.459912 0.498439 0.429863 0.492124 0.43164 0.404271 0.392896 0.623813 0.598815 1 0.56638 0.595076 0.520124 0.439826 0.523508 0.533458 0.538994
0.181241 0.467738 0.102565 0.0814488 0.0726505 0.103621 0.0869709 0.328527 0.308856 0.298907 0.301376 0.328527 0.310308 0.370962 0.352876 0.351612 0.36729 0.368718 0.448009 0.445619 0.449367 0.449386 0.465015 0.430683 0.460261 0.432361 1 0.545106 0.334568 0.368431 0.377257 0.328182 0.370988 0.445601 0.447981 0.449938 0.445518 0.486635 0.466741 0.471848 0.476424 0.479864 0.452792 0.486704 0.442163 0.444135 0.471227 0.464413 0.482747 0.441033 0.44078 0.506213 0.378923 0.467738 0.390381 0.356343 0.368148 0.430683 0.460261 0.432361 0.446131 0.453248 0.457687 0.385791 0.461987 0.472137 0.47109
0.174039 0.484247 0.103489 0.0824518 0.077304 0.107763 0.0826059 0.339696 0.298319 0.299615 0.311535 0.339696 0.298689 0.376933 0.37563 0.371806 0.380752 0.3863 0.468671 0.469469 0.477505 0.456222 0.486197 0.480005 0.463789 0.444206 0.555897 1 0.349743 0.39157 0.411814 0.34865 0.369769 0.49056 0.493774 0.495127 0.481372 0.5638 0.506108 0.488443 0.499914 0.505002 0.481161 0.498549 0.472904 0.469366 0.482826 0.491198 0.491034 0.440046 0.456706 0.512003 0.383236 0.484247 0.38846 0.365001 0.367651 0.480005 0.463789 0.444206 0.459848 0.463714 0.483812 0.411374 0.48521 0.510711 0.499026
0.234439 0.376622 0.147875 0.132121 0.122236 0.156294 0.112791 0.308368 0.280593 0.274338 0.292027 0.308368 0.257554 0.334918 0.319343 0.312124 0.317283 0.352093 0.362127 0.376654 0.371446 0.357333 0.3787 0.361341 0.355822 0.350438 0.365212 0.370205 1 0.400441 0.351703 0.352192 0.361204 0.372306 0.37436 0.374174 0.367281 0.369735 0.365017 0.355185 0.357078 0.372966 0.373528 0.354045 0.36555 0.378146 0.365001 0.367784 0.357936 0.396613 0.380366 0.410952 0.359106 0.376622 0.337512 0.312719 0.313563 0.361341 0.355822 0.350438 0.370705 0.361424 0.384771 0.339981 0.375398 0.380619 0.388331
0.207867 0.368918 0.122571 0.0976423 0.0935912 0.133491 0.0739514 0.293308 0.274892 0.265083 0.2821 0.293308 0.247349 0.343771 0.34021 0.326543 0.338097 0.338481 0.371775 0.379536 0.382367 0.365722 0.390605 0.356785 0.351182 0.360033 0.365645 0.375613 0.367585 1 0.342638 0.324607 0.363445 0.375377 0.373808 0.374312 0.377873 0.375006 0.35187 0.360883 0.362876 0.365557 0.355286 0.374621 0.398769 0.392298 0.357683 0.372352 0.357266 0.391166 0.385166 0.38419 0.335535 0.368918 0.329332 0.326348 0.323218 0.356785 0.351182 0.360033 0.36676 0.365368 0.38291 0.334056 0.380942 0.397562 0.393205
0.212013 0.413814 0.119204 0.100167 0.0931116 0.127052 0.0854875 0.281423 0.260943 0.301418 0.293331 0.281423 0.279707 0.355159 0.36116 0.334393 0.340947 0.341277 0.389536 0.400078 0.394282 0.3871 0.397405 0.386631 0.391514 0.38073 0.382704 0.404518 0.325934 0.342293 1 0.35902 0.336315 0.409532 0.409341 0.409587 0.401657 0.38733 0.390411 0.395924 0.385906 0.402192 0.416543 0.404238 0.386462 0.398561 0.390935 0.397512 0.388245 0.365693 0.368347 0.391277 0.352251 0.413814 0.344597 0.304243 0.325636 0.386631 0.391514 0.38073 0.385057 0.405391 0.419506 0.361207 0.414057 0.427702 0.418607
0.219226 0.381878 0.127181 0.115292 0.110218 0.130158 0.116052 0.318656 0.293202 0.316583 0.287106 0.318656 0.270845 0.3233 0.314299 0.323744 0.335819 0.339646 0.364179 0.368213 0.369536 0.37369 0.373224 0.373884 0.39204 0.369948 0.352936 0.367789 0.331197 0.337993 0.361434 1 0.326063 0.36079 0.362079 0.361999 0.364188 0.360514 0.365239 0.370843 0.371947 0.377104 0.395816 0.366911 0.339932 0.339471 0.358133 0.351104 0.361626 0.353863 0.357264 0.390675 0.342839 0.381878 0.320175 0.298836 0.31443 0.373884 0.39204 0.369948 0.369014 0.370014 0.387525 0.326788 0.379168 0.376435 0.379154
0.217751 0.379882 0.132528 0.102965 0.104664 0.124963 0.0974827 0.317136 0.292834 0.307962 0.291628 0.317136 0.261636 0.353501 0.334884 0.34492 0.362847 0.351538 0.373395 0.40047 0.384086 0.394042 0.408318 0.381802 0.37323 0.370614 0.391311 0.383269 0.345608 0.387664 0.356621 0.334482 1 0.398653 0.399625 0.402848 0.397736 0.386015 0.380573 0.385838 0.380169 0.380676 0.365856 0.379978 0.368838 0.355748 0.373607 0.387331 0.372631 0.374843 0.380142 0.400738 0.361127 0.379882 0.346846 0.334847 0.32433 0.381802 0.37323 0.370614 0.384145 0.384349 0.394077 0.342401 0.379754 0.394248 0.396077
0.192946 0.483864 0.103645 0.0784468 0.0735296 0.108573 0.0868075 0.361033 0.32826 0.317639 0.317929 0.361033 0.31 0.390808 0.40097 0.368642 0.391021 0.377895 0.456967 0.470604 0.467274 0.462356 0.473927 0.463325 0.4757 0.46316 0.474396 0.506519 0.361484 0.407152 0.430972 0.354701 0.407823 1 0.932481 0.906142 0.885628 0.616531 0.481554 0.465858 0.462287 0.457385 0.475672 0.464869 0.467848 0.459865 0.462435 0.463542 0.443715 0.427013 0.439028 0.480978 0.399804 0.483864 0.411828 0.377972 0.392132 0.463325 0.4757 0.46316 0.47819 0.483363 0.494238 0.418916 0.488967 0.500052 0.496379
0.188826 0.485059 0.0986431 0.0765425 0.0707971 0.1082 0.084603 0.358901 0.326731 0.324183 0.319263 0.358901 0.307524 0.396057 0.402792 0.372488 0.394323 0.380112 0.458094 0.470554 0.469755 0.46227 0.473299 0.465593 0.474272 0.459694 0.475404 0.509098 0.363124 0.403877 0.431386 0.353516 0.406518 0.931165 1 0.94031 0.853453 0.6146 0.479685 0.4695 0.462875 0.457389 0.479446 0.46419 0.463689 0.459688 0.459429 0.460292 0.44395 0.429779 0.44112 0.481325 0.400808 0.485059 0.413139 0.379482 0.393521 0.465593 0.474272 0.459694 0.475906 0.48447 0.496741 0.418965 0.486836 0.500259 0.497214
0.191343 0.485818 0.0985961 0.0759356 0.0698355 0.106364 0.0840681 0.360089 0.324162 0.328096 0.324038 0.360089 0.307523 0.395556 0.402913 0.370671 0.393456 0.385987 0.459829 0.475372 0.473051 0.465228 0.477794 0.468768 0.475467 0.462584 0.479662 0.512433 0.364034 0.403204 0.432245 0.356269 0.412441 0.905232 0.941714 1 0.851767 0.618708 0.483587 0.469682 0.463968 0.459235 0.481092 0.466093 0.465401 0.461963 0.46085 0.465628 0.445051 0.432219 0.4462 0.48393 0.400902 0.485818 0.415133 0.379735 0.395881 0.468768 0.475467 0.462584 0.475054 0.483759 0.497132 0.419903 0.491757 0.50249 0.500833
0.187857 0.471454 0.106723 0.0792512 0.0751221 0.105818 0.0846563 0.351269 0.323721 0.31574 0.316879 0.351269 0.313592 0.387656 0.393021 0.364332 0.387664 0.371606 0.449471 0.470158 0.471805 0.460297 0.477654 0.456063 0.464087 0.454951 0.46856 0.497004 0.358728 0.401039 0.425223 0.357893 0.403741 0.874312 0.8444 0.842199 1 0.613019 0.472588 0.464097 0.456274 0.45268 0.468378 0.458099 0.452102 0.455907 0.453108 0.457069 0.430705 0.416624 0.431162 0.479294 0.392154 0.471454 0.410402 0.373873 0.384575 0.456063 0.464087 0.454951 0.474494 0.473691 0.482605 0.413858 0.484494 0.490379 0.486171
