C1904d3TS003_1 C1904d3TS049_1 C1904d3TS049_2 C1904d3TS049_3 C1904d3TS049_4 C1904d3TS049_5 C1904d3TS067_1 C1904d3TS067_2 C1904d3TS067_3 C1904d3TS067_4 C1904d3TS067_5 C1904d3TS103_1 C1904d3TS121_1 C1904d3TS121_2 C1904d3TS123_1 C1904d3TS123_2 C1904d3TS123_3 C1904d3TS123_4 C1904d3TS123_5 C1904d3TS131_1 C1904d3TS131_2 C1904d3TS131_3 C1904d3TS131_4 C1904d3TS131_5 C1904d3TS210_1 C1904d3TS210_2 C1904d3TS210_3 C1904d3TS210_4 C1904d3TS210_5 C1904d3TS215_1 C1904d3TS215_2 C1904d3TS215_3 C1904d3TS215_4 C1904d3TS215_5 C1904d3TS228_1 C1904d3TS228_2 C1904d3TS228_3 C1904d3TS228_4 C1904d3TS228_5 C1904d3TS240_1 C1904d3TS240_2 C1904d3TS240_3 C1904d3TS240_4 C1904d3TS240_5 C1904d3TS258_1 C1904d3TS258_2 C1904d3TS258_3 C1904d3TS258_4 C1904d3TS258_5 C1904d3TS273_1 C1904d3TS273_2 C1904d3TS273_3 C1904d3TS273_4 C1904d3TS273_5 C1904d3TS347_1 C1904d3TS347_2 C1904d3TS347_3 C1904d3TS405_1 C1904d3TS405_2 C1904d3TS405_3 C1904d3TS405_4 C1904d3TS405_5 C1904d3TS438_1 C1904d3TS438_2 C1904d3TS438_3 C1904d3TS438_4 C1904d3TS438_5
0.214538 0.108093 0.116678 0.10698 0.104681 0.102286 1 1 0.774146 0.774146 1 0.22033 0.234622 0.233607 0.253832 0.263 0.247392 0.247392 0.245851 0.275124 0.273596 0.273204 0.272044 0.264454 0.266274 0.264692 0.258641 0.258753 0.255865 0.263484 0.269091 0.262903 0.255736 0.269272 0.267542 0.267547 0.268974 0.265804 0.276197 0.282133 0.281794 0.284279 0.28425 0.286319 0.257029 0.260738 0.267037 0.257526 0.259631 0.274 0.272417 0.279127 0.278134 0.279902 0.245583 0.263043 0.277312 0.258641 0.258753 0.255865 0.252541 0.247174 0.272642 0.270045 0.270044 0.270531 0.264957
0.21109 0.120227 0.125687 0.115127 0.0965819 0.111744 0.229747 0.229747 0.224488 0.224488 0.229747 1 0.221849 0.220614 0.242264 0.242406 0.237347 0.237347 0.237611 0.272454 0.266824 0.267617 0.261037 0.265882 0.256281 0.272474 0.258478 0.254122 0.253556 0.251917 0.261822 0.25776 0.250138 0.252577 0.256588 0.257644 0.259781 0.258524 0.263438 0.27563 0.272019 0.276256 0.273809 0.268452 0.251614 0.245211 0.250729 0.250623 0.256564 0.266443 0.269359 0.270322 0.268837 0.272526 0.231608 0.246331 0.241676 0.258478 0.254122 0.253556 0.248738 0.244344 0.267939 0.264962 0.264482 0.265967 0.266688
0.350558 0.134473 0.130069 0.132928 0.112134 0.116703 0.394077 0.394077 0.403676 0.403676 0.394077 0.350141 1 0.920078 0.387554 0.404046 0.370592 0.370592 0.386077 0.406813 0.416705 0.418018 0.40814 0.397314 0.409483 0.413548 0.400209 0.41067 0.405788 0.396444 0.405273 0.396084 0.400328 0.392751 0.416551 0.417615 0.420268 0.417493 0.418052 0.404077 0.407287 0.408342 0.414214 0.406621 0.397276 0.399053 0.402539 0.401059 0.403576 0.421505 0.417395 0.423944 0.434336 0.43342 0.408808 0.400616 0.390402 0.400209 0.41067 0.405788 0.398296 0.388954 0.404711 0.405337 0.400126 0.402591 0.395279
0.33374 0.125036 0.126922 0.127583 0.105971 0.109261 0.381433 0.381433 0.390766 0.390766 0.381433 0.337544 0.895547 1 0.375772 0.393657 0.358591 0.358591 0.371884 0.392975 0.402692 0.403934 0.392652 0.385462 0.396971 0.398359 0.388145 0.394952 0.392214 0.387511 0.392214 0.379176 0.386419 0.380472 0.400818 0.402219 0.40528 0.401355 0.399403 0.392647 0.394798 0.395255 0.400011 0.393507 0.385923 0.385572 0.386495 0.386011 0.390894 0.405831 0.404222 0.407846 0.419576 0.420185 0.3986 0.385654 0.374359 0.388145 0.394952 0.392214 0.386578 0.378312 0.392464 0.392914 0.388197 0.389895 0.383646
0.26024 0.142601 0.147009 0.136991 0.125571 0.132411 0.274717 0.274717 0.27697 0.27697 0.274717 0.25256 0.252594 0.251488 1 0.380233 0.366813 0.366813 0.36293 0.338561 0.330979 0.333661 0.322923 0.324694 0.319976 0.315994 0.316118 0.318418 0.320834 0.310338 0.307153 0.313002 0.308751 0.313747 0.325662 0.326118 0.327757 0.324472 0.326546 0.331392 0.337621 0.332515 0.331737 0.336457 0.321366 0.322962 0.316358 0.32309 0.318098 0.32698 0.325215 0.328482 0.330066 0.331481 0.28797 0.297333 0.295602 0.316118 0.318418 0.320834 0.310607 0.304682 0.327931 0.32821 0.327632 0.329316 0.326328
0.243006 0.131563 0.126821 0.133071 0.115863 0.120976 0.269851 0.269851 0.275559 0.275559 0.269851 0.234694 0.242824 0.24136 0.356924 1 0.369908 0.369908 0.424898 0.317774 0.314457 0.320464 0.317691 0.310908 0.300464 0.305782 0.299968 0.3139 0.308036 0.299209 0.296843 0.304391 0.289805 0.293908 0.312635 0.313168 0.314191 0.314653 0.312079 0.32581 0.322329 0.322622 0.316841 0.322624 0.297805 0.301997 0.302673 0.301046 0.299842 0.322405 0.3231 0.314472 0.319311 0.323282 0.274857 0.271021 0.276776 0.299968 0.3139 0.308036 0.287918 0.283509 0.317815 0.317775 0.313976 0.314871 0.311606
0.244648 0.141132 0.145699 0.133576 0.123633 0.127668 0.269996 0.269996 0.268984 0.268984 0.269996 0.236361 0.241705 0.239813 0.368302 0.393809 1 1 0.44969 0.320804 0.317345 0.31873 0.316152 0.313189 0.308578 0.308903 0.302654 0.304123 0.297535 0.28671 0.301609 0.290278 0.298252 0.302858 0.309577 0.310757 0.310836 0.30714 0.311782 0.325971 0.322368 0.315975 0.312731 0.324322 0.295993 0.298276 0.296311 0.295071 0.2975 0.322852 0.320805 0.323464 0.324502 0.324142 0.270539 0.273174 0.280744 0.302654 0.304123 0.297535 0.286507 0.292455 0.310406 0.311182 0.310328 0.310685 0.309604
0.244648 0.141132 0.145699 0.133576 0.123633 0.127668 0.269996 0.269996 0.268984 0.268984 0.269996 0.236361 0.241705 0.239813 0.368302 0.393809 1 1 0.44969 0.320804 0.317345 0.31873 0.316152 0.313189 0.308578 0.308903 0.302654 0.304123 0.297535 0.28671 0.301609 0.290278 0.298252 0.302858 0.309577 0.310757 0.310836 0.30714 0.311782 0.325971 0.322368 0.315975 0.312731 0.324322 0.295993 0.298276 0.296311 0.295071 0.2975 0.322852 0.320805 0.323464 0.324502 0.324142 0.270539 0.273174 0.280744 0.302654 0.304123 0.297535 0.286507 0.292455 0.310406 0.311182 0.310328 0.310685 0.309604
0.232636 0.12435 0.132764 0.125287 0.111455 0.120372 0.259272 0.259272 0.265125 0.265125 0.259272 0.225312 0.234849 0.232961 0.347809 0.435576 0.436302 0.436302 1 0.308585 0.308915 0.312781 0.311297 0.311481 0.293714 0.307475 0.311717 0.309228 0.300389 0.302156 0.291922 0.294707 0.286872 0.287385 0.305255 0.305464 0.305886 0.305716 0.304581 0.304952 0.300826 0.300165 0.299148 0.305522 0.297895 0.296209 0.296861 0.293568 0.303248 0.311996 0.309271 0.314397 0.316456 0.313269 0.273275 0.261694 0.26889 0.311717 0.309228 0.300389 0.292122 0.288544 0.310123 0.307123 0.307864 0.306708 0.306889
0.259514 0.108885 0.112799 0.122495 0.097405 0.101486 0.276618 0.276618 0.278806 0.278806 0.276618 0.251759 0.24099 0.238573 0.312105 0.310664 0.296593 0.296593 0.297997 1 0.611811 0.632187 0.590281 0.629021 0.47066 0.487219 0.436564 0.427195 0.428403 0.434726 0.425694 0.455058 0.425389 0.44723 0.474454 0.475342 0.477191 0.472995 0.484018 0.456764 0.460051 0.463475 0.448371 0.46631 0.482087 0.524352 0.489029 0.50726 0.504896 0.540679 0.542907 0.540728 0.542874 0.546309 0.279954 0.293713 0.297552 0.436564 0.427195 0.428403 0.411932 0.412044 0.519919 0.516575 0.514385 0.511446 0.507738
0.258078 0.105266 0.10468 0.116395 0.0933792 0.0953638 0.275092 0.275092 0.277213 0.277213 0.275092 0.249126 0.240891 0.23902 0.301021 0.304542 0.28559 0.28559 0.296198 0.602067 1 0.5881 0.572113 0.589632 0.46511 0.483419 0.417028 0.422109 0.427668 0.430578 0.423648 0.458628 0.420165 0.441728 0.464773 0.46484 0.46586 0.466386 0.470182 0.439437 0.442587 0.447075 0.435537 0.437256 0.467985 0.49701 0.467355 0.492188 0.493891 0.529836 0.531027 0.522514 0.524908 0.527702 0.267745 0.288357 0.290418 0.417028 0.422109 0.427668 0.402009 0.401884 0.501613 0.498204 0.496467 0.495851 0.490445
0.252829 0.111231 0.111122 0.112014 0.0914148 0.1001 0.272897 0.272897 0.274308 0.274308 0.272897 0.244685 0.243135 0.241346 0.301608 0.311424 0.289364 0.289364 0.302159 0.616694 0.588498 1 0.61504 0.656366 0.473334 0.480971 0.43398 0.423702 0.42526 0.439941 0.432003 0.460323 0.425359 0.43891 0.468957 0.469221 0.470076 0.472253 0.474487 0.446228 0.449007 0.446921 0.443339 0.448888 0.468362 0.50864 0.481532 0.491462 0.491907 0.533348 0.539525 0.528659 0.534023 0.53463 0.27179 0.283688 0.289282 0.43398 0.423702 0.42526 0.403248 0.412394 0.504892 0.501243 0.498844 0.49921 0.496297
0.257529 0.113186 0.115733 0.119784 0.101854 0.110899 0.274235 0.274235 0.27969 0.27969 0.274235 0.241783 0.240346 0.237647 0.290537 0.308573 0.288783 0.288783 0.296177 0.590397 0.572543 0.621266 1 0.628038 0.456983 0.471516 0.42173 0.428218 0.428978 0.424255 0.417889 0.455186 0.419153 0.43529 0.467471 0.468863 0.470306 0.462399 0.47055 0.451944 0.45823 0.456563 0.444821 0.456232 0.473083 0.507479 0.482237 0.496743 0.497086 0.543791 0.539029 0.532489 0.537345 0.539089 0.271889 0.293614 0.28981 0.42173 0.428218 0.428978 0.402963 0.409616 0.502365 0.501558 0.497597 0.498266 0.495813
0.262914 0.117156 0.116036 0.116091 0.102172 0.104868 0.266718 0.266718 0.273406 0.273406 0.266718 0.248589 0.235604 0.233693 0.29538 0.308163 0.290021 0.290021 0.302309 0.62956 0.597157 0.663616 0.63005 1 0.466233 0.477135 0.432222 0.428547 0.435501 0.43388 0.426578 0.468542 0.427528 0.436968 0.467898 0.468765 0.470817 0.464601 0.471515 0.447968 0.456985 0.461768 0.442756 0.456411 0.476472 0.511223 0.478318 0.493142 0.493321 0.552104 0.555172 0.544639 0.547886 0.554217 0.272086 0.288694 0.288301 0.432222 0.428547 0.435501 0.397627 0.405817 0.512239 0.51334 0.514789 0.509825 0.506339
0.226359 0.0985961 0.0979498 0.0947922 0.0831355 0.0810754 0.254544 0.254544 0.257827 0.257827 0.254544 0.225556 0.222971 0.221813 0.277433 0.275076 0.269115 0.269115 0.264608 0.447222 0.444384 0.450694 0.437361 0.44703 1 0.523578 0.397959 0.393259 0.387469 0.372708 0.385499 0.385902 0.377204 0.389586 0.445114 0.445005 0.44521 0.443397 0.471975 0.403601 0.401108 0.407066 0.404247 0.406799 0.429491 0.449997 0.423815 0.430769 0.438866 0.4476 0.442453 0.43927 0.440808 0.442817 0.249491 0.269444 0.273157 0.397959 0.393259 0.387469 0.379797 0.368442 0.462503 0.45836 0.459498 0.458326 0.456554
0.223793 0.096647 0.0939934 0.0968512 0.0784002 0.0857657 0.247757 0.247757 0.251571 0.251571 0.247757 0.236399 0.219473 0.217635 0.266848 0.275621 0.259574 0.259574 0.27686 0.457321 0.458222 0.455235 0.442687 0.446732 0.516851 1 0.408021 0.393184 0.397697 0.386324 0.386351 0.404008 0.380526 0.384381 0.449467 0.448156 0.448949 0.455693 0.493792 0.398249 0.40881 0.407169 0.401695 0.412255 0.435243 0.463419 0.425829 0.440439 0.446375 0.453353 0.454245 0.44742 0.451288 0.448167 0.248003 0.273942 0.27807 0.408021 0.393184 0.397697 0.380597 0.39688 0.471507 0.469334 0.467063 0.46574 0.463563
0.235074 0.105501 0.105445 0.11518 0.0868717 0.0959209 0.248951 0.248951 0.255016 0.255016 0.248951 0.231694 0.226985 0.227937 0.283532 0.282789 0.271648 0.271648 0.288673 0.418772 0.403021 0.418621 0.406019 0.413988 0.401064 0.418344 1 0.442629 0.428092 0.358573 0.360633 0.357623 0.360273 0.362568 0.398399 0.398658 0.39948 0.400748 0.412446 0.40137 0.397348 0.397123 0.389695 0.392923 0.386152 0.38959 0.369614 0.384796 0.38687 0.408062 0.411498 0.40884 0.410651 0.406205 0.2499 0.26569 0.260103 1 0.442629 0.428092 0.422927 0.445872 0.408723 0.407976 0.406683 0.403737 0.404293
0.243912 0.108655 0.107072 0.118762 0.0939684 0.101836 0.259919 0.259919 0.268218 0.268218 0.259919 0.233798 0.239848 0.236614 0.296099 0.29899 0.275302 0.275302 0.296571 0.421409 0.424035 0.421939 0.425967 0.421267 0.414238 0.413862 0.446163 1 0.458234 0.356612 0.37649 0.370396 0.367091 0.370082 0.402361 0.403619 0.405425 0.403093 0.416985 0.416019 0.410225 0.410748 0.402798 0.406621 0.39673 0.408347 0.391091 0.397568 0.399736 0.427757 0.429267 0.425583 0.429514 0.425387 0.259592 0.280951 0.275637 0.446163 1 0.458234 0.415027 0.437738 0.409907 0.411713 0.410892 0.410791 0.407804
0.23351 0.0993026 0.0974483 0.109423 0.0852623 0.0965016 0.249988 0.249988 0.256365 0.256365 0.249988 0.224146 0.226401 0.224969 0.288596 0.293033 0.262755 0.262755 0.281915 0.414151 0.416437 0.411261 0.41427 0.416664 0.400989 0.407401 0.427842 0.450877 1 0.365967 0.366194 0.380559 0.365993 0.367436 0.399692 0.400195 0.401746 0.40002 0.415972 0.409289 0.412265 0.399286 0.399431 0.405673 0.388245 0.388487 0.383191 0.380694 0.390209 0.419549 0.424792 0.418948 0.418442 0.415191 0.24898 0.261166 0.255368 0.427842 0.450877 1 0.427414 0.423174 0.406924 0.4074 0.403332 0.403329 0.399901
0.261878 0.111183 0.123145 0.125664 0.104958 0.109627 0.278079 0.278079 0.279096 0.279096 0.278079 0.24894 0.240373 0.239526 0.298907 0.301146 0.276771 0.276771 0.305045 0.454088 0.447998 0.459611 0.445528 0.450591 0.408575 0.427749 0.384866 0.378186 0.395702 1 0.438326 0.439964 0.417429 0.441835 0.420653 0.421773 0.423132 0.421393 0.418077 0.418227 0.414974 0.411382 0.393976 0.407581 0.436243 0.440964 0.428426 0.437201 0.441356 0.467072 0.464475 0.464329 0.466366 0.467152 0.274184 0.278799 0.29207 0.384866 0.378186 0.395702 0.371258 0.36556 0.442111 0.436144 0.438503 0.434891 0.433152
0.213805 0.0974454 0.0972005 0.104915 0.0817327 0.0919625 0.259514 0.259514 0.258307 0.258307 0.259514 0.225715 0.220925 0.220071 0.263892 0.274305 0.258376 0.258376 0.265158 0.401499 0.400086 0.406818 0.397012 0.401957 0.374276 0.38445 0.353677 0.356588 0.358256 0.396277 1 0.415649 0.409856 0.398326 0.372639 0.372791 0.372976 0.376945 0.385967 0.378849 0.376459 0.372617 0.372856 0.366873 0.390314 0.385589 0.397054 0.382212 0.39225 0.436621 0.437874 0.435391 0.440622 0.436834 0.244089 0.277238 0.260997 0.353677 0.356588 0.358256 0.343523 0.339096 0.382524 0.383821 0.380295 0.378678 0.379065
0.244419 0.117116 0.111914 0.114048 0.0961552 0.102789 0.262951 0.262951 0.267736 0.267736 0.262951 0.236782 0.229934 0.225745 0.283663 0.293019 0.265814 0.265814 0.285701 0.445755 0.451766 0.455789 0.450791 0.45595 0.403284 0.420392 0.371714 0.375474 0.389402 0.410789 0.434968 1 0.424454 0.431899 0.407475 0.4091 0.410034 0.410972 0.410711 0.387075 0.400965 0.393676 0.38266 0.383414 0.409856 0.440759 0.412265 0.421782 0.437843 0.51019 0.512596 0.517751 0.524968 0.520523 0.261407 0.273833 0.291855 0.371714 0.375474 0.389402 0.356962 0.358973 0.424647 0.425222 0.421658 0.421574 0.420911
0.227494 0.103729 0.104656 0.114315 0.0930369 0.0958588 0.255139 0.255139 0.2545 0.2545 0.255139 0.223517 0.230449 0.227669 0.283756 0.283693 0.266741 0.266741 0.267812 0.414986 0.411034 0.418277 0.410871 0.413123 0.386015 0.393517 0.365213 0.361754 0.367863 0.392918 0.425198 0.411001 1 0.415977 0.395223 0.39487 0.395612 0.402075 0.396101 0.383094 0.388323 0.383786 0.380352 0.376395 0.404845 0.407077 0.406391 0.399552 0.406742 0.439262 0.435108 0.436559 0.439638 0.436126 0.265197 0.266793 0.256674 0.365213 0.361754 0.367863 0.354424 0.346863 0.404477 0.400446 0.398451 0.399135 0.398422
0.256936 0.11315 0.115767 0.116612 0.0971271 0.101183 0.269075 0.269075 0.270647 0.270647 0.269075 0.236559 0.233119 0.230554 0.295932 0.294499 0.275567 0.275567 0.283739 0.443267 0.443789 0.44396 0.438141 0.437142 0.412643 0.414644 0.378265 0.373623 0.388057 0.422231 0.434179 0.442713 0.433317 1 0.419217 0.420941 0.423776 0.423254 0.42096 0.413418 0.414916 0.404635 0.402305 0.402372 0.432501 0.421171 0.429896 0.432073 0.429333 0.481387 0.479294 0.474093 0.481844 0.483209 0.276414 0.279472 0.29056 0.378265 0.373623 0.388057 0.359932 0.356958 0.424418 0.421579 0.420527 0.420684 0.417974
0.250867 0.105728 0.112121 0.113016 0.0958724 0.100169 0.268412 0.268412 0.269233 0.269233 0.268412 0.236311 0.234512 0.233276 0.290634 0.295863 0.273366 0.273366 0.288555 0.460294 0.458713 0.460414 0.464119 0.464415 0.457528 0.471763 0.407894 0.396576 0.407535 0.395496 0.401253 0.406471 0.399763 0.411737 1 0.953536 0.918297 0.821746 0.613568 0.434651 0.433029 0.431564 0.428061 0.433543 0.442028 0.465841 0.434467 0.466722 0.45645 0.475308 0.47403 0.471481 0.473534 0.469305 0.263856 0.285536 0.28395 0.407894 0.396576 0.407535 0.400194 0.376895 0.474351 0.476476 0.472624 0.473631 0.470439
0.251257 0.106621 0.111143 0.112131 0.094331 0.0996176 0.268483 0.268483 0.26966 0.26966 0.268483 0.238798 0.235873 0.234946 0.290376 0.297031 0.274093 0.274093 0.288725 0.460801 0.458959 0.461448 0.465285 0.465012 0.458036 0.470265 0.409535 0.399678 0.409117 0.396632 0.401638 0.407818 0.400207 0.414097 0.953902 1 0.951043 0.80772 0.610663 0.436077 0.434262 0.432842 0.428301 0.435747 0.442518 0.465772 0.433896 0.466152 0.456995 0.476917 0.474788 0.472842 0.474804 0.470304 0.264741 0.286083 0.283797 0.409535 0.399678 0.409117 0.400266 0.37902 0.476087 0.477995 0.473937 0.474479 0.471812
0.251216 0.10733 0.110502 0.112007 0.0932088 0.0974152 0.270195 0.270195 0.270781 0.270781 0.270195 0.240801 0.237448 0.23679 0.291321 0.298767 0.2739 0.2739 0.289108 0.463448 0.460513 0.463758 0.466667 0.466888 0.458131 0.471712 0.410502 0.402365 0.410466 0.398605 0.403045 0.408565 0.40131 0.416635 0.918035 0.950455 1 0.80465 0.611689 0.437355 0.435571 0.434203 0.430355 0.437746 0.443779 0.466527 0.434863 0.466368 0.457434 0.477493 0.474491 0.473492 0.475934 0.47091 0.265914 0.287459 0.284607 0.410502 0.402365 0.410466 0.399786 0.381705 0.476786 0.47858 0.474392 0.473962 0.472102
