C1903TS003_1 C1903TS003_2 C1903TS003_3 C1903TS044_1 C1903TS066_1 C1903TS067_1 C1903TS067_2 C1903TS067_3 C1903TS067_4 C1903TS067_5 C1903TS073_1 C1903TS073_2 C1903TS073_3 C1903TS073_4 C1903TS073_5 C1903TS087_1 C1903TS087_2 C1903TS087_3 C1903TS102_1 C1903TS103_1 C1903TS103_2 C1903TS123_1 C1903TS123_2 C1903TS123_3 C1903TS123_4 C1903TS123_5 C1903TS131_1 C1903TS131_2 C1903TS131_3 C1903TS131_4 C1903TS131_5 C1903TS152_1 C1903TS152_2 C1903TS152_3 C1903TS152_4 C1903TS152_5 C1903TS156_1 C1903TS156_2 C1903TS156_3 C1903TS156_4 C1903TS156_5 C1903TS158_1 C1903TS158_2 C1903TS158_3 C1903TS158_4 C1903TS158_5 C1903TS182_1 C1903TS182_2 C1903TS182_3 C1903TS182_4 C1903TS182_5 C1903TS196_1 C1903TS200_1 C1903TS210_1 C1903TS210_2 C1903TS210_3 C1903TS210_4 C1903TS210_5 C1903TS211_1 C1903TS211_2 C1903TS211_3 C1903TS211_4 C1903TS211_5 C1903TS213_1 C1903TS213_2 C1903TS213_3 C1903TS213_4 C1903TS213_5 C1903TS215_1 C1903TS215_2 C1903TS215_3 C1903TS215_4 C1903TS215_5 C1903TS228_1 C1903TS230_1 C1903TS230_2 C1903TS230_3 C1903TS230_4 C1903TS230_5 C1903TS240_1 C1903TS240_2 C1903TS240_3 C1903TS240_4 C1903TS240_5 C1903TS247_1 C1903TS247_2 C1903TS247_3 C1903TS247_4 C1903TS247_5 C1903TS258_1 C1903TS258_2 C1903TS258_3 C1903TS258_4 C1903TS258_5 C1903TS270_1 C1903TS273_1 C1903TS273_2 C1903TS273_3 C1903TS273_4 C1903TS273_5 C1903TS278_1 C1903TS278_2 C1903TS278_3 C1903TS278_4 C1903TS278_5 C1903TS299_1 C1903TS299_2 C1903TS299_3 C1903TS299_4 C1903TS299_5 C1903TS301_1 C1903TS309_1 C1903TS309_2 C1903TS309_3 C1903TS309_4 C1903TS309_5 C1903TS347_1 C1903TS359_1 C1903TS369_1 C1903TS369_2 C1903TS369_3 C1903TS369_4 C1903TS369_5 C1903TS389_1 C1903TS389_2 C1903TS389_3 C1903TS389_4 C1903TS389_5 C1903TS401_1 C1903TS404_1 C1903TS404_2 C1903TS404_3 C1903TS404_4 C1903TS404_5 C1903TS405_1 C1903TS405_2 C1903TS405_3 C1903TS405_4 C1903TS405_5 C1903TS413_1 C1903TS413_2 C1903TS413_3 C1903TS413_4 C1903TS413_5 C1903TS414_1 C1903TS414_2 C1903TS414_3 C1903TS414_4 C1903TS414_5 C1903TS438_1 C1903TS438_2 C1903TS438_3 C1903TS438_4 C1903TS438_5
0.279029 0.258373 0.263712 0.424949 0.336359 0.292716 0.292716 0.307642 0.309092 0.248116 0.317211 0.329454 0.319159 0.295167 0.323783 0.432421 0.436311 0.429928 0.310023 0.306366 0.310023 0.36954 0.347201 0.354718 0.308981 0.308981 0.413573 0.405486 0.414752 0.411429 0.40821 0.45853 0.47263 0.390436 0.330387 0.298953 0.790396 0.737103 1 0.678843 0.747536 0.299653 0.162258 0.319805 0.316275 0.177112 0.373306 0.22402 0.370917 0.235536 0.353076 0.427746 0.270475 0.429661 0.384527 0.428042 0.417625 0.38932 0.442758 0.311927 0.34298 0.319417 0.324289 0.426334 0.422842 0.429015 0.424514 0.422044 0.393207 0.390974 0.384304 0.392197 0.38267 0.416649 0.329677 0.356729 0.357901 0.353828 0.354222 0.415897 0.415942 0.413888 0.405008 0.416065 0.395136 0.390642 0.372466 0.383406 0.383296 0.306285 0.309767 0.29185 0.317597 0.314543 0.403911 0.324313 0.325877 0.328167 0.220587 0.204819 0.408272 0.403922 0.417272 0.419419 0.418134 0.408272 0.403922 0.417272 0.419419 0.418134 0.424949 0.414773 0.383763 0.414178 0.413445 0.360176 0.300756 0.40297 0.458453 0.461194 0.347358 0.464248 0.460244 0.380085 0.382452 0.231216 0.299914 0.305021 0.648604 0.356836 0.360548 0.35813 0.357799 0.360989 0.417625 0.366878 0.389384 0.410544 0.447506 0.453851 0.471295 0.455378 0.468145 0.470187 0.448729 0.447852 0.460391 0.452772 0.452788 0.40664 0.408178 0.406279 0.413723 0.406454
0.273995 0.256329 0.270426 0.439618 0.337385 0.297438 0.297438 0.313045 0.314069 0.246774 0.332997 0.343003 0.32803 0.317481 0.340094 0.449662 0.453596 0.449131 0.306367 0.314553 0.306367 0.372549 0.354196 0.366721 0.321745 0.321745 0.422067 0.422401 0.420485 0.416868 0.41901 0.46495 0.486537 0.405211 0.341732 0.311353 0.713126 0.68617 0.689701 1 0.706048 0.310184 0.156436 0.329327 0.321007 0.169802 0.376655 0.226835 0.376824 0.234577 0.363427 0.441791 0.281112 0.43493 0.390186 0.441586 0.41863 0.399512 0.465334 0.311365 0.359434 0.330801 0.34176 0.43858 0.440279 0.44403 0.436754 0.436309 0.393577 0.39296 0.383183 0.388382 0.384911 0.43065 0.344509 0.366048 0.37612 0.358696 0.363466 0.422619 0.426854 0.428662 0.421753 0.427091 0.40611 0.400436 0.389275 0.39814 0.386907 0.316954 0.315558 0.303508 0.32446 0.319993 0.421874 0.339837 0.342103 0.341083 0.215539 0.199979 0.426937 0.433594 0.446469 0.43101 0.438963 0.426937 0.433594 0.446469 0.43101 0.438963 0.439618 0.424272 0.390308 0.426021 0.414454 0.369597 0.310073 0.418119 0.485056 0.483009 0.361996 0.479006 0.481112 0.390758 0.388586 0.232184 0.309149 0.316859 0.617202 0.360497 0.370408 0.360031 0.360624 0.364488 0.41863 0.373603 0.39944 0.408448 0.458785 0.463749 0.478826 0.464616 0.475631 0.485369 0.474905 0.467544 0.490016 0.487028 0.472783 0.418717 0.418463 0.419201 0.425087 0.419021
0.28932 0.26289 0.273976 0.43198 0.347893 0.300206 0.300206 0.316893 0.317314 0.25737 0.338397 0.339331 0.329829 0.320311 0.338044 0.432965 0.44387 0.44329 0.322357 0.316889 0.322357 0.378508 0.355691 0.360114 0.317108 0.317108 0.426223 0.41681 0.424971 0.421331 0.423317 0.460657 0.476857 0.39831 0.337755 0.307733 0.792737 0.750866 0.765845 0.712301 1 0.306393 0.165237 0.324573 0.319269 0.18713 0.377794 0.225114 0.374712 0.233258 0.356777 0.441022 0.279079 0.426569 0.387818 0.430974 0.420007 0.39665 0.459291 0.319139 0.345041 0.325366 0.330355 0.432709 0.427991 0.434651 0.427839 0.426595 0.397959 0.394927 0.382282 0.387385 0.386025 0.427047 0.338356 0.365169 0.370698 0.353386 0.364159 0.423112 0.423457 0.423722 0.411524 0.426766 0.412269 0.397724 0.391746 0.389375 0.382768 0.307089 0.309327 0.301306 0.31531 0.318797 0.405519 0.33114 0.333654 0.334242 0.223526 0.206958 0.411175 0.4073 0.430799 0.423932 0.424651 0.411175 0.4073 0.430799 0.423932 0.424651 0.43198 0.420885 0.386964 0.425227 0.426168 0.365773 0.304429 0.410012 0.475009 0.474266 0.353002 0.470565 0.470905 0.384071 0.382606 0.240954 0.30493 0.311057 0.67158 0.359976 0.360472 0.361423 0.358759 0.364124 0.420007 0.383786 0.39667 0.416019 0.444718 0.454845 0.481597 0.455473 0.470211 0.474044 0.46102 0.453274 0.478384 0.462298 0.46727 0.410378 0.41535 0.416651 0.418984 0.414759
0.262276 0.249357 0.264142 0.329016 0.306774 0.28342 0.28342 0.291686 0.290808 0.259789 0.284416 0.280929 0.279192 0.285181 0.279916 0.344761 0.335768 0.334777 0.264816 0.300446 0.264816 0.309232 0.330607 0.324114 0.31394 0.31394 0.341514 0.338413 0.33798 0.335207 0.343291 0.336202 0.333667 0.342947 0.304715 0.277693 0.313183 0.311042 0.307278 0.316795 0.309805 1 0.181606 0.350082 0.352594 0.206599 0.314978 0.217182 0.318766 0.234813 0.312158 0.339436 0.236174 0.335824 0.329645 0.334515 0.311377 0.308678 0.338448 0.299833 0.305879 0.288952 0.298031 0.333094 0.329247 0.33519 0.333359 0.325349 0.30697 0.322179 0.323643 0.312018 0.311551 0.328462 0.300965 0.327253 0.309269 0.311238 0.301191 0.328084 0.337908 0.343969 0.334813 0.33352 0.33042 0.325388 0.319586 0.335903 0.318769 0.282601 0.294737 0.280818 0.277492 0.292481 0.330233 0.299364 0.304997 0.304965 0.19572 0.207668 0.320557 0.32493 0.321158 0.331092 0.329115 0.320557 0.32493 0.321158 0.331092 0.329115 0.329016 0.32538 0.314206 0.323512 0.336315 0.303184 0.307947 0.332216 0.332252 0.337808 0.323636 0.338879 0.334537 0.32063 0.325204 0.226199 0.274551 0.347269 0.301684 0.324589 0.324498 0.330404 0.325443 0.327876 0.311377 0.304568 0.308608 0.308507 0.326237 0.338501 0.336494 0.33706 0.336158 0.33448 0.320605 0.337032 0.338891 0.341168 0.34802 0.345469 0.336369 0.330328 0.336734 0.343618
0.404908 0.411668 0.36886 0.359709 0.38973 0.352623 0.352623 0.369695 0.375836 0.375916 0.375347 0.37385 0.374017 0.380912 0.374357 0.354312 0.358678 0.357026 0.372315 0.381958 0.372315 0.379809 0.382296 0.369521 0.366245 0.366245 0.345277 0.345088 0.354618 0.352282 0.350363 0.368246 0.355868 0.384361 0.347652 0.35347 0.362521 0.354171 0.36617 0.356917 0.367157 0.36676 1 0.364492 0.370728 0.374101 0.375596 0.37521 0.369123 0.383974 0.371094 0.34508 0.286755 0.352639 0.347896 0.35514 0.354116 0.350664 0.37778 0.372782 0.351866 0.33926 0.3468 0.369247 0.364532 0.366116 0.365621 0.360161 0.362945 0.36189 0.359865 0.362296 0.366662 0.362392 0.383662 0.374274 0.374304 0.376422 0.363684 0.376541 0.366464 0.375096 0.375272 0.381495 0.374483 0.372318 0.378766 0.379421 0.374008 0.344506 0.349044 0.348343 0.353208 0.337699 0.363241 0.353132 0.356218 0.356465 0.384725 0.374396 0.362036 0.370321 0.365192 0.366993 0.355204 0.362036 0.370321 0.365192 0.366993 0.355204 0.359709 0.350911 0.330208 0.35408 0.350614 0.356096 0.34641 0.350128 0.362867 0.370071 0.36746 0.365716 0.362286 0.393456 0.385392 0.40108 0.35401 0.36594 0.358691 0.382346 0.38029 0.379226 0.381498 0.37989 0.354116 0.354105 0.350573 0.350676 0.356644 0.369116 0.366573 0.362037 0.370941 0.364811 0.371005 0.374195 0.378728 0.376476 0.368468 0.391784 0.387207 0.388132 0.37898 0.38846
0.258912 0.270885 0.268015 0.336683 0.306647 0.294133 0.294133 0.290638 0.290064 0.245987 0.284545 0.286138 0.277895 0.266735 0.289687 0.341801 0.332339 0.342522 0.288035 0.301938 0.288035 0.328301 0.333954 0.320514 0.306837 0.306837 0.330208 0.331016 0.327301 0.322962 0.329374 0.344417 0.347037 0.317839 0.302733 0.289394 0.332906 0.331991 0.330357 0.330772 0.3243 0.3389 0.175548 1 0.525082 0.186656 0.32923 0.216385 0.327013 0.229873 0.323674 0.328196 0.24255 0.318658 0.317547 0.326299 0.314058 0.328394 0.347229 0.273639 0.309159 0.297214 0.300303 0.334387 0.339679 0.332284 0.334561 0.333851 0.317663 0.317913 0.318848 0.316124 0.314855 0.332212 0.305771 0.33175 0.323186 0.326857 0.326097 0.346599 0.338073 0.343823 0.340543 0.337277 0.320246 0.324042 0.314661 0.310084 0.315672 0.283836 0.293765 0.295341 0.285587 0.287976 0.337625 0.309126 0.305093 0.306923 0.210936 0.206117 0.319098 0.321903 0.317459 0.334545 0.33212 0.319098 0.321903 0.317459 0.334545 0.33212 0.336683 0.314691 0.312351 0.325039 0.318287 0.320231 0.299004 0.321164 0.341158 0.34059 0.341234 0.341908 0.342058 0.328225 0.340974 0.241013 0.289588 0.629149 0.315757 0.337384 0.337294 0.338219 0.336811 0.338234 0.314165 0.324126 0.328324 0.313768 0.345533 0.343941 0.350541 0.344077 0.341598 0.342209 0.332378 0.341589 0.349468 0.346541 0.347093 0.335577 0.325481 0.334442 0.338038 0.333373
0.24871 0.248918 0.247428 0.315128 0.276374 0.277002 0.277002 0.280755 0.279166 0.242201 0.26457 0.263645 0.261437 0.250337 0.271867 0.316395 0.31253 0.310202 0.260866 0.28252 0.260866 0.303952 0.297549 0.303855 0.278497 0.278497 0.315692 0.31679 0.311635 0.311726 0.315808 0.324051 0.322343 0.313755 0.289592 0.259669 0.29884 0.301519 0.301572 0.301492 0.297 0.331154 0.173206 0.497082 1 0.169818 0.305935 0.212076 0.302944 0.221461 0.299833 0.301103 0.23278 0.302549 0.307269 0.308263 0.296728 0.31448 0.315819 0.272145 0.291717 0.285144 0.287431 0.313974 0.316752 0.312062 0.312933 0.314229 0.300575 0.31075 0.300775 0.310953 0.298085 0.310706 0.276493 0.309311 0.29449 0.31059 0.295066 0.313906 0.314742 0.308105 0.305858 0.310579 0.306816 0.305778 0.298249 0.309783 0.300222 0.260997 0.265096 0.263261 0.261421 0.269564 0.303711 0.289414 0.285867 0.291659 0.200121 0.186639 0.297314 0.306824 0.306883 0.31262 0.306782 0.297314 0.306824 0.306883 0.31262 0.306782 0.315128 0.296614 0.292433 0.296093 0.293917 0.292395 0.270214 0.292903 0.316643 0.315695 0.295747 0.315582 0.319923 0.288088 0.304835 0.22145 0.257772 0.519986 0.291318 0.309107 0.316315 0.313174 0.319725 0.310208 0.296728 0.307096 0.314549 0.297707 0.320113 0.317991 0.320986 0.328937 0.314239 0.323971 0.313139 0.317636 0.324919 0.320981 0.322432 0.321174 0.314572 0.321685 0.314287 0.321341
0.444894 0.42571 0.463323 0.415842 0.397568 0.380882 0.380882 0.432125 0.43911 0.424401 0.40337 0.388342 0.39285 0.387928 0.395776 0.407966 0.420286 0.414398 0.41678 0.429386 0.41678 0.450797 0.443064 0.436562 0.469774 0.469774 0.427673 0.416831 0.415036 0.428756 0.419058 0.435027 0.429159 0.418481 0.415176 0.412432 0.422634 0.416438 0.422981 0.412947 0.421241 0.437313 0.409424 0.41072 0.398385 1 0.423201 0.405925 0.430549 0.390676 0.421046 0.41324 0.347124 0.420929 0.404334 0.42243 0.39271 0.394579 0.41504 0.429298 0.40011 0.399161 0.410703 0.429534 0.41941 0.428294 0.424 0.418339 0.402671 0.41368 0.428993 0.409731 0.401184 0.417782 0.417576 0.416021 0.413708 0.421238 0.421844 0.420926 0.426604 0.432893 0.431375 0.442151 0.430599 0.440269 0.420282 0.411505 0.439363 0.392167 0.408777 0.398393 0.417127 0.414793 0.43392 0.416433 0.418679 0.418904 0.363663 0.420247 0.415321 0.418419 0.430588 0.426038 0.41865 0.415321 0.418419 0.430588 0.426038 0.41865 0.415842 0.412844 0.390024 0.393418 0.410098 0.411067 0.385361 0.406166 0.426451 0.431112 0.449343 0.428975 0.434973 0.460683 0.471183 0.411547 0.403849 0.410407 0.410193 0.437144 0.433243 0.4397 0.441699 0.43845 0.39271 0.395117 0.394483 0.395194 0.423788 0.438728 0.440836 0.430915 0.439761 0.433992 0.414315 0.420221 0.433862 0.433307 0.43759 0.446363 0.445518 0.441806 0.444676 0.437934
0.314502 0.316865 0.311198 0.432078 0.371358 0.348997 0.348997 0.365116 0.369096 0.295501 0.350162 0.347175 0.33248 0.341379 0.349264 0.431335 0.447748 0.445923 0.344633 0.33391 0.344633 0.383307 0.394615 0.392196 0.361944 0.361944 0.430925 0.427955 0.440372 0.43562 0.432699 0.446491 0.462667 0.407241 0.374441 0.345215 0.428189 0.422292 0.420845 0.428709 0.420658 0.346303 0.183465 0.368555 0.371013 0.209886 1 0.270301 0.833985 0.269531 0.672869 0.414159 0.292403 0.425494 0.403096 0.418187 0.414097 0.426134 0.442377 0.356015 0.384776 0.367296 0.372347 0.43133 0.427948 0.428205 0.426501 0.42511 0.407688 0.420491 0.408377 0.407797 0.402795 0.424519 0.371512 0.39967 0.382186 0.386511 0.3952 0.42847 0.435866 0.435206 0.438213 0.443438 0.403583 0.412521 0.405719 0.396462 0.403749 0.361901 0.378178 0.342083 0.35183 0.351839 0.436682 0.372279 0.374262 0.378894 0.248786 0.219011 0.40239 0.407797 0.423315 0.423372 0.43101 0.40239 0.407797 0.423315 0.423372 0.43101 0.432078 0.415016 0.404894 0.423288 0.411807 0.383921 0.351282 0.412607 0.448189 0.435817 0.406919 0.431959 0.435466 0.405616 0.416841 0.270738 0.348148 0.354566 0.40187 0.4097 0.415009 0.415704 0.407308 0.41146 0.41401 0.409811 0.426177 0.415886 0.467062 0.446403 0.446715 0.442458 0.451741 0.460171 0.424167 0.452679 0.456582 0.44221 0.450713 0.415225 0.410695 0.409767 0.419547 0.416635
0.263766 0.269458 0.26646 0.297184 0.266793 0.263951 0.263951 0.270956 0.275748 0.253078 0.277417 0.267964 0.279246 0.273423 0.286719 0.292775 0.292657 0.287316 0.278356 0.281295 0.278356 0.294027 0.270278 0.30041 0.268239 0.268239 0.289155 0.287349 0.286631 0.290727 0.284511 0.312242 0.308861 0.291648 0.277822 0.267546 0.290004 0.288893 0.293263 0.296181 0.286645 0.265299 0.227022 0.267063 0.280216 0.233323 0.305711 1 0.306634 0.478511 0.307033 0.279594 0.239949 0.293809 0.303334 0.302407 0.282815 0.28571 0.298273 0.267703 0.273034 0.269253 0.273177 0.296902 0.292887 0.295277 0.294161 0.294273 0.294228 0.294936 0.293922 0.295059 0.303406 0.294972 0.263787 0.287749 0.278578 0.298846 0.295833 0.293278 0.296813 0.297511 0.302149 0.303357 0.284191 0.291588 0.296148 0.286772 0.292678 0.263253 0.276631 0.281007 0.269436 0.274278 0.297845 0.273665 0.274547 0.27763 0.253381 0.238915 0.288611 0.290717 0.290009 0.293502 0.284688 0.288611 0.290717 0.290009 0.293502 0.284688 0.297184 0.282233 0.272895 0.282819 0.282364 0.286586 0.270974 0.281839 0.289216 0.295124 0.290551 0.292439 0.295316 0.301735 0.314265 0.245558 0.261772 0.271964 0.279333 0.299455 0.305555 0.300225 0.309779 0.30332 0.282815 0.284268 0.285637 0.280923 0.300107 0.305225 0.308519 0.303306 0.296559 0.305725 0.303853 0.306505 0.30133 0.305407 0.293978 0.295455 0.295764 0.294728 0.288065 0.294121
0.311977 0.316835 0.312799 0.432164 0.373263 0.346413 0.346413 0.369482 0.372722 0.302335 0.351795 0.350988 0.337272 0.339309 0.350703 0.434883 0.45069 0.448618 0.346232 0.335433 0.346232 0.388547 0.395695 0.39171 0.367278 0.367278 0.428361 0.427372 0.440128 0.432954 0.431718 0.451647 0.468885 0.405552 0.375336 0.338532 0.428894 0.423781 0.422205 0.431696 0.419741 0.351811 0.181519 0.366089 0.368259 0.210891 0.832711 0.27375 1 0.273972 0.665809 0.419854 0.28732 0.430873 0.406623 0.423453 0.41486 0.429578 0.440493 0.361997 0.380439 0.369595 0.375055 0.426153 0.424727 0.428179 0.425373 0.421191 0.411836 0.423158 0.407938 0.411913 0.405828 0.419494 0.371711 0.400511 0.382368 0.38461 0.39442 0.428474 0.438657 0.439042 0.446603 0.450153 0.406273 0.403897 0.403443 0.394308 0.402619 0.354574 0.379067 0.346501 0.355704 0.355738 0.442143 0.374622 0.378758 0.379192 0.25016 0.213336 0.408319 0.413504 0.425666 0.424349 0.435981 0.408319 0.413504 0.425666 0.424349 0.435981 0.432164 0.42192 0.400569 0.42755 0.410795 0.382491 0.350971 0.412291 0.450217 0.439586 0.404733 0.44022 0.441279 0.407273 0.425398 0.267272 0.345974 0.355156 0.401756 0.40824 0.416724 0.412232 0.402539 0.408533 0.414746 0.413638 0.42951 0.41982 0.469173 0.456906 0.452866 0.445971 0.455887 0.466127 0.429508 0.446406 0.449184 0.441083 0.452812 0.414947 0.410332 0.406341 0.418897 0.414635
0.276536 0.284591 0.269457 0.303869 0.280642 0.267397 0.267397 0.272186 0.276505 0.255485 0.281091 0.281851 0.297356 0.28959 0.289076 0.305825 0.303506 0.302262 0.297906 0.290068 0.297906 0.295674 0.267296 0.297778 0.278433 0.278433 0.304426 0.300356 0.295318 0.298422 0.301342 0.311226 0.311801 0.29893 0.283641 0.273302 0.295913 0.292423 0.295508 0.294781 0.286222 0.282139 0.225307 0.284393 0.296961 0.226827 0.307486 0.482722 0.312886 1 0.308263 0.288708 0.243 0.30472 0.308931 0.31591 0.288377 0.280332 0.302019 0.270261 0.276148 0.26804 0.282632 0.299087 0.30349 0.303286 0.301985 0.302156 0.315823 0.304426 0.307388 0.296075 0.305697 0.308557 0.281289 0.290269 0.293685 0.311826 0.296035 0.300388 0.300046 0.305085 0.308766 0.306427 0.291551 0.291432 0.295888 0.293757 0.300302 0.2732 0.28505 0.279605 0.270984 0.277815 0.309747 0.28518 0.282894 0.284737 0.279885 0.232713 0.298231 0.300307 0.30617 0.31414 0.297391 0.298231 0.300307 0.30617 0.31414 0.297391 0.303869 0.293489 0.286426 0.295235 0.297038 0.292474 0.272751 0.297406 0.304455 0.304817 0.295027 0.306284 0.304015 0.300758 0.319603 0.250515 0.270409 0.287927 0.283461 0.312121 0.321317 0.309269 0.314661 0.314074 0.288377 0.293305 0.280257 0.283468 0.302507 0.313981 0.315839 0.313823 0.319288 0.318626 0.315336 0.319 0.322496 0.325072 0.303607 0.304665 0.293034 0.295397 0.295389 0.302213
0.325959 0.325841 0.317209 0.42039 0.371809 0.349692 0.349692 0.377689 0.380419 0.314012 0.363739 0.344005 0.338074 0.338859 0.348814 0.428923 0.439139 0.444625 0.35918 0.339872 0.35918 0.389996 0.398976 0.391445 0.372622 0.372622 0.428294 0.4293 0.431308 0.422529 0.427505 0.458685 0.471529 0.416523 0.362497 0.357593 0.419008 0.408006 0.406223 0.421624 0.403323 0.349775 0.188067 0.374011 0.375551 0.217751 0.688496 0.284045 0.677593 0.277698 1 0.414183 0.294956 0.418452 0.407179 0.421089 0.415893 0.408949 0.441847 0.363203 0.374129 0.355593 0.353779 0.416438 0.41738 0.412621 0.413655 0.414543 0.393734 0.415116 0.395174 0.403491 0.400569 0.414029 0.369046 0.393281 0.365104 0.383136 0.390796 0.431513 0.445484 0.43179 0.439483 0.440645 0.404732 0.410206 0.390388 0.405361 0.411935 0.35314 0.382333 0.348606 0.351107 0.356743 0.443949 0.358975 0.360377 0.362304 0.268871 0.232402 0.408321 0.418815 0.434214 0.435839 0.432207 0.408321 0.418815 0.434214 0.435839 0.432207 0.42039 0.42675 0.408911 0.425845 0.413242 0.391735 0.365437 0.408454 0.440193 0.435503 0.409859 0.441246 0.439976 0.407998 0.425349 0.273817 0.359057 0.358217 0.402559 0.417875 0.421778 0.420144 0.416467 0.418858 0.415893 0.406886 0.409025 0.415424 0.45338 0.457667 0.454431 0.457973 0.460034 0.466437 0.422797 0.448275 0.440444 0.441695 0.442907 0.424269 0.416773 0.422465 0.430859 0.421334
0.270942 0.267556 0.262406 0.441239 0.348256 0.288787 0.288787 0.314377 0.319269 0.250853 0.328187 0.326596 0.315456 0.313321 0.329951 0.455108 0.461617 0.465882 0.320636 0.312455 0.320636 0.363398 0.36277 0.374083 0.325404 0.325404 0.442515 0.432865 0.43915 0.433528 0.437487 0.449921 0.467596 0.412462 0.339827 0.319818 0.432576 0.441552 0.430801 0.434394 0.433034 0.314917 0.155288 0.326314 0.319053 0.176982 0.363104 0.208726 0.365928 0.215688 0.358416 1 0.276572 0.440463 0.393684 0.467006 0.397439 0.375359 0.445367 0.318108 0.344146 0.337874 0.339642 0.435887 0.436311 0.439352 0.438785 0.441673 0.398998 0.399425 0.392719 0.381862 0.38638 0.432092 0.331282 0.361569 0.353643 0.362207 0.346244 0.435331 0.426095 0.416463 0.428992 0.426175 0.410526 0.406136 0.394492 0.404576 0.389135 0.323894 0.330687 0.310309 0.32354 0.328031 0.407396 0.338714 0.341722 0.341332 0.200848 0.201174 0.458872 0.45484 0.49 0.495966 0.473283 0.458872 0.45484 0.49 0.495966 0.473283 0.441239 0.44122 0.400745 0.414517 0.424587 0.37825 0.311939 0.472005 0.465518 0.45572 0.364819 0.463449 0.454866 0.378517 0.394156 0.232245 0.316335 0.318505 0.405874 0.368551 0.371138 0.370243 0.366309 0.37001 0.397506 0.370132 0.37529 0.397272 0.44518 0.458618 0.463541 0.44904 0.45484 0.450939 0.439067 0.461882 0.475518 0.463883 0.468006 0.434742 0.419391 0.423294 0.420404 0.421505
0.218448 0.195177 0.213379 0.269483 0.228044 0.212175 0.212175 0.240791 0.243315 0.197633 0.219478 0.238123 0.215693 0.230014 0.230343 0.282266 0.271858 0.279967 0.209726 0.231155 0.209726 0.254046 0.254218 0.24609 0.239098 0.239098 0.275534 0.280971 0.273454 0.282788 0.281616 0.279597 0.284159 0.278143 0.241166 0.222361 0.264224 0.269265 0.261876 0.270774 0.261466 0.214212 0.121894 0.236619 0.234589 0.155304 0.24485 0.175144 0.244104 0.1836 0.241877 0.269971 1 0.266925 0.266879 0.278987 0.257071 0.275312 0.279351 0.225488 0.245847 0.244783 0.247719 0.27108 0.266672 0.268368 0.266812 0.271963 0.266131 0.270301 0.270473 0.26377 0.2535 0.272051 0.244436 0.257637 0.24902 0.265526 0.267865 0.269829 0.280795 0.285697 0.277092 0.283628 0.268513 0.266899 0.270008 0.272205 0.259923 0.236563 0.235695 0.250185 0.240697 0.240675 0.262695 0.246098 0.244087 0.247533 0.161063 0.165269 0.262415 0.267172 0.282228 0.283313 0.277741 0.262415 0.267172 0.282228 0.283313 0.277741 0.269483 0.288419 0.311641 0.305052 0.298231 0.292037 0.228242 0.268285 0.270607 0.264492 0.249221 0.274184 0.273435 0.26535 0.258994 0.189746 0.231897 0.228141 0.256874 0.256545 0.25698 0.253953 0.25238 0.255422 0.257071 0.255583 0.275383 0.253347 0.273854 0.277263 0.265382 0.280522 0.279918 0.283732 0.274297 0.283411 0.284297 0.288528 0.283205 0.272426 0.273049 0.27269 0.275043 0.268282
0.264979 0.243768 0.259922 0.433067 0.319671 0.284249 0.284249 0.297844 0.300662 0.236186 0.314838 0.319554 0.309862 0.298376 0.319748 0.452767 0.43565 0.451018 0.303338 0.288705 0.303338 0.351711 0.344243 0.350165 0.310957 0.310957 0.440894 0.440127 0.441574 0.43848 0.43872 0.428455 0.443524 0.402626 0.334961 0.3057 0.412632 0.415231 0.413332 0.417805 0.407327 0.314105 0.156183 0.305708 0.30139 0.174285 0.348701 0.217497 0.35588 0.225973 0.344412 0.431835 0.2635 1 0.41179 0.544523 0.389181 0.385131 0.422985 0.303289 0.340728 0.314675 0.331744 0.431716 0.42431 0.428318 0.428122 0.428354 0.398923 0.386301 0.376491 0.401633 0.384743 0.423547 0.327222 0.34911 0.336419 0.350809 0.336101 0.421196 0.411689 0.424941 0.418231 0.424229 0.384585 0.393531 0.38464 0.391603 0.366181 0.298235 0.308258 0.290886 0.300575 0.300713 0.382876 0.32677 0.328337 0.330367 0.196154 0.185827 0.413699 0.424976 0.449113 0.451309 0.427983 0.413699 0.424976 0.449113 0.451309 0.427983 0.433067 0.398382 0.381023 0.411335 0.39583 0.35746 0.297329 0.421691 0.426607 0.432419 0.346041 0.434373 0.438949 0.36766 0.369 0.210087 0.306347 0.294096 0.387703 0.345043 0.354776 0.343542 0.339535 0.344732 0.389085 0.364754 0.385199 0.38441 0.427442 0.442928 0.44578 0.432568 0.4336 0.443124 0.413994 0.438366 0.433866 0.444371 0.428155 0.40674 0.39945 0.401496 0.404825 0.401383
