C1903d1TS003_1 C1903d1TS044_1 C1903d1TS049_1 C1903d1TS049_2 C1903d1TS049_3 C1903d1TS049_4 C1903d1TS049_5 C1903d1TS067_1 C1903d1TS067_2 C1903d1TS067_3 C1903d1TS067_4 C1903d1TS067_5 C1903d1TS073_1 C1903d1TS073_2 C1903d1TS073_3 C1903d1TS073_4 C1903d1TS073_5 C1903d1TS103_1 C1903d1TS121_1 C1903d1TS121_2 C1903d1TS123_1 C1903d1TS123_2 C1903d1TS123_3 C1903d1TS123_4 C1903d1TS123_5 C1903d1TS131_1 C1903d1TS131_2 C1903d1TS131_3 C1903d1TS131_4 C1903d1TS131_5 C1903d1TS210_1 C1903d1TS210_2 C1903d1TS210_3 C1903d1TS210_4 C1903d1TS210_5 C1903d1TS215_1 C1903d1TS215_2 C1903d1TS215_3 C1903d1TS215_4 C1903d1TS215_5 C1903d1TS228_1 C1903d1TS228_2 C1903d1TS228_3 C1903d1TS228_4 C1903d1TS228_5 C1903d1TS240_1 C1903d1TS240_2 C1903d1TS240_3 C1903d1TS240_4 C1903d1TS240_5 C1903d1TS247_1 C1903d1TS247_2 C1903d1TS247_3 C1903d1TS247_4 C1903d1TS247_5 C1903d1TS258_1 C1903d1TS258_2 C1903d1TS258_3 C1903d1TS258_4 C1903d1TS258_5 C1903d1TS270_1 C1903d1TS273_1 C1903d1TS273_2 C1903d1TS273_3 C1903d1TS273_4 C1903d1TS273_5 C1903d1TS301_1 C1903d1TS347_1 C1903d1TS347_2 C1903d1TS347_3 C1903d1TS405_1 C1903d1TS405_2 C1903d1TS405_3 C1903d1TS405_4 C1903d1TS405_5 C1903d1TS438_1 C1903d1TS438_2 C1903d1TS438_3 C1903d1TS438_4 C1903d1TS438_5
0.312734 0.390201 0.170851 0.158613 0.156652 0.168808 0.140085 0.366698 0.366698 0.366698 1 1 0.383373 0.339672 0.330149 0.343504 0.365395 0.362902 0.380001 0.367295 0.392484 0.363846 0.363846 0.363846 0.366719 0.380996 0.379339 0.381542 0.382007 0.375609 0.351592 0.396218 0.396815 0.392628 0.385674 0.370264 0.346931 0.353378 0.381821 0.379792 0.384875 0.385976 0.384664 0.382796 0.386576 0.396041 0.39987 0.394348 0.382871 0.38582 0.379169 0.368064 0.375732 0.384839 0.363918 0.41193 0.394907 0.395204 0.393305 0.398846 0.395593 0.386341 0.363852 0.367452 0.36315 0.363454 0.390201 0.392765 0.382523 0.332749 0.351592 0.396218 0.396815 0.403917 0.393981 0.407138 0.360238 0.352473 0.380497 0.40665
0.312734 0.390201 0.170851 0.158613 0.156652 0.168808 0.140085 0.366698 0.366698 0.366698 1 1 0.383373 0.339672 0.330149 0.343504 0.365395 0.362902 0.380001 0.367295 0.392484 0.363846 0.363846 0.363846 0.366719 0.380996 0.379339 0.381542 0.382007 0.375609 0.351592 0.396218 0.396815 0.392628 0.385674 0.370264 0.346931 0.353378 0.381821 0.379792 0.384875 0.385976 0.384664 0.382796 0.386576 0.396041 0.39987 0.394348 0.382871 0.38582 0.379169 0.368064 0.375732 0.384839 0.363918 0.41193 0.394907 0.395204 0.393305 0.398846 0.395593 0.386341 0.363852 0.367452 0.36315 0.363454 0.390201 0.392765 0.382523 0.332749 0.351592 0.396218 0.396815 0.403917 0.393981 0.407138 0.360238 0.352473 0.380497 0.40665
0.210737 0.365102 0.112991 0.0993228 0.110032 0.100331 0.0857637 0.2918 0.2918 0.2918 0.292389 0.292389 1 0.383182 0.368167 0.422305 0.433562 0.318039 0.310196 0.301709 0.332204 0.314523 0.314523 0.314523 0.330726 0.363508 0.353303 0.349617 0.367284 0.361321 0.337968 0.373238 0.375859 0.387714 0.375307 0.347699 0.33646 0.330619 0.367758 0.375135 0.341722 0.34159 0.344899 0.340939 0.362445 0.396922 0.380044 0.379467 0.379376 0.369614 0.378549 0.379133 0.370097 0.372862 0.371995 0.379344 0.383657 0.389957 0.392057 0.394799 0.36534 0.356067 0.349734 0.344954 0.340528 0.350573 0.365102 0.331777 0.323281 0.295258 0.337968 0.373238 0.375859 0.375589 0.36795 0.382644 0.359654 0.35571 0.361727 0.381488
0.234453 0.345521 0.108073 0.1144 0.120383 0.124937 0.099564 0.281843 0.281843 0.281843 0.275548 0.275548 0.399928 1 0.378911 0.369252 0.412681 0.30831 0.302761 0.294347 0.334041 0.309577 0.309577 0.309577 0.305785 0.368719 0.35467 0.349401 0.343571 0.353888 0.324579 0.340419 0.338513 0.338697 0.323894 0.318917 0.31589 0.3071 0.32934 0.340122 0.334366 0.334852 0.335855 0.33464 0.336002 0.37243 0.357127 0.35624 0.342808 0.350272 0.344283 0.365991 0.357483 0.360186 0.355918 0.354783 0.345573 0.366442 0.366456 0.366023 0.343371 0.337913 0.338399 0.334955 0.332468 0.337141 0.345521 0.313639 0.332055 0.299438 0.324579 0.340419 0.338513 0.341938 0.340602 0.351743 0.334918 0.333822 0.334262 0.352922
0.219121 0.333579 0.126676 0.104659 0.123602 0.127801 0.103159 0.288316 0.288316 0.288316 0.264335 0.264335 0.393029 0.383589 1 0.379754 0.39619 0.303177 0.286334 0.283936 0.294694 0.307394 0.307394 0.307394 0.290268 0.346853 0.35005 0.341597 0.346021 0.334646 0.316022 0.336721 0.334497 0.331453 0.327306 0.302059 0.315306 0.298677 0.320269 0.332512 0.328146 0.329027 0.330205 0.325672 0.327924 0.357217 0.33752 0.341385 0.338211 0.339843 0.33969 0.350179 0.335968 0.337203 0.351085 0.339372 0.343499 0.355393 0.335628 0.352671 0.32289 0.310346 0.31678 0.316412 0.312464 0.317995 0.333579 0.312137 0.305059 0.290132 0.316022 0.336721 0.334497 0.340122 0.333123 0.339534 0.334227 0.321205 0.328441 0.340921
0.214144 0.335682 0.112234 0.109497 0.126339 0.117323 0.091885 0.282074 0.282074 0.282074 0.260637 0.260637 0.417829 0.36086 0.357959 1 0.448671 0.282785 0.299408 0.284337 0.312647 0.303218 0.303218 0.303218 0.307409 0.351419 0.333825 0.340836 0.343278 0.340156 0.306366 0.326531 0.327806 0.338281 0.331379 0.309776 0.317237 0.30893 0.333353 0.334542 0.328266 0.32538 0.321573 0.331546 0.336145 0.355861 0.345564 0.34023 0.32013 0.328022 0.335317 0.33499 0.323608 0.329022 0.326076 0.340099 0.336906 0.351661 0.353509 0.349555 0.329719 0.341539 0.323406 0.319971 0.320135 0.316362 0.335682 0.311237 0.308111 0.284904 0.306366 0.326531 0.327806 0.325951 0.329526 0.358087 0.322772 0.324565 0.329474 0.349788
0.208162 0.345852 0.108852 0.104743 0.11685 0.111175 0.0787816 0.299612 0.299612 0.299612 0.260959 0.260959 0.425606 0.388441 0.365207 0.432983 1 0.311337 0.321459 0.290525 0.308368 0.304083 0.304083 0.304083 0.305369 0.361348 0.355705 0.360782 0.368124 0.358258 0.317636 0.33869 0.345423 0.351978 0.363325 0.30522 0.317558 0.31334 0.344267 0.348719 0.337215 0.333798 0.330823 0.339906 0.34657 0.361988 0.371879 0.368241 0.35214 0.34584 0.350474 0.352903 0.353433 0.348725 0.368024 0.363444 0.347831 0.34439 0.368021 0.360454 0.347173 0.328927 0.34148 0.344228 0.335288 0.346015 0.345852 0.304495 0.307065 0.296919 0.317636 0.33869 0.345423 0.352095 0.340672 0.358692 0.326798 0.334917 0.331074 0.357316
0.17162 0.267385 0.0860176 0.0821251 0.0852576 0.0867797 0.0719378 0.234105 0.234105 0.234105 0.218995 0.218995 0.253126 0.236361 0.232213 0.232319 0.261984 1 0.245995 0.248207 0.270987 0.252123 0.252123 0.252123 0.258494 0.277684 0.270819 0.271943 0.269064 0.274979 0.260348 0.282708 0.286546 0.267347 0.274367 0.251092 0.248582 0.25635 0.25934 0.25999 0.279409 0.28066 0.280274 0.279379 0.269819 0.274123 0.27414 0.273969 0.269841 0.27028 0.261891 0.273828 0.270348 0.266974 0.265391 0.280192 0.27531 0.27255 0.272732 0.270864 0.268456 0.255465 0.2607 0.263181 0.260553 0.26078 0.267385 0.256447 0.250341 0.245331 0.260348 0.282708 0.286546 0.282756 0.282798 0.278607 0.255055 0.251715 0.255577 0.284298
0.210426 0.322204 0.108877 0.0989548 0.108599 0.0901218 0.0722762 0.29542 0.29542 0.29542 0.275769 0.275769 0.2963 0.285488 0.273081 0.296688 0.319173 0.304872 1 0.438938 0.333357 0.313874 0.313874 0.313874 0.312092 0.347027 0.330874 0.332993 0.334672 0.332468 0.331177 0.338451 0.345248 0.324836 0.331411 0.305722 0.301403 0.324793 0.322064 0.324394 0.334899 0.333103 0.329943 0.333434 0.326959 0.325869 0.334615 0.339088 0.323811 0.324727 0.321963 0.331084 0.331058 0.321383 0.34258 0.331214 0.361665 0.336362 0.343003 0.341423 0.340587 0.318563 0.290697 0.28987 0.28942 0.297931 0.322204 0.306992 0.320618 0.299555 0.331177 0.338451 0.345248 0.344138 0.343745 0.367568 0.319666 0.327725 0.32108 0.367995
0.204407 0.325473 0.0945623 0.0851424 0.0837549 0.0825656 0.0632357 0.298506 0.298506 0.298506 0.268578 0.268578 0.282906 0.267328 0.263187 0.275782 0.287417 0.310296 0.454787 1 0.324971 0.301006 0.301006 0.301006 0.291526 0.321279 0.318063 0.322573 0.315673 0.31159 0.332726 0.328982 0.32759 0.326346 0.322004 0.296171 0.29514 0.303554 0.303006 0.319795 0.328919 0.331135 0.328791 0.328754 0.328352 0.311451 0.316092 0.323672 0.310017 0.316966 0.311545 0.321861 0.319797 0.319905 0.323387 0.328836 0.343429 0.328622 0.314365 0.321484 0.330708 0.302132 0.293965 0.297047 0.297548 0.29517 0.325473 0.321082 0.323016 0.283567 0.332726 0.328982 0.32759 0.331311 0.325547 0.355692 0.311656 0.324151 0.316888 0.354534
0.207367 0.363708 0.102466 0.0882325 0.0948049 0.0975146 0.0730501 0.320744 0.320744 0.320744 0.292612 0.292612 0.318945 0.323894 0.286334 0.31631 0.315318 0.343757 0.33274 0.335003 1 0.339555 0.339555 0.339555 0.353877 0.358578 0.34231 0.358152 0.351665 0.355688 0.335548 0.392536 0.384942 0.380984 0.372561 0.34167 0.344236 0.34427 0.371583 0.353518 0.364938 0.364603 0.36513 0.361223 0.380152 0.374982 0.380638 0.386085 0.364879 0.368032 0.356948 0.352056 0.360517 0.368528 0.348686 0.384476 0.394476 0.379147 0.389944 0.362713 0.374073 0.369786 0.342074 0.338049 0.341346 0.339362 0.363708 0.353317 0.358935 0.313099 0.335548 0.392536 0.384942 0.389919 0.39088 0.408926 0.342776 0.350987 0.362206 0.406175
0.251233 0.400213 0.126031 0.130904 0.139438 0.15273 0.113783 0.326025 0.326025 0.326025 0.309564 0.309564 0.344469 0.342765 0.328257 0.337586 0.352425 0.352545 0.362968 0.348886 0.384403 1 1 1 0.375507 0.406345 0.396596 0.38879 0.396335 0.393772 0.36191 0.385548 0.383544 0.398304 0.38781 0.375107 0.367213 0.372605 0.386082 0.384464 0.398918 0.397794 0.397662 0.397737 0.386178 0.393058 0.396315 0.399252 0.38684 0.386856 0.381473 0.390546 0.387418 0.387933 0.390663 0.387534 0.389555 0.385043 0.386587 0.387527 0.385253 0.362852 0.348343 0.347761 0.348523 0.354372 0.400213 0.362749 0.364815 0.325447 0.36191 0.385548 0.383544 0.392686 0.397191 0.392823 0.377639 0.373396 0.370142 0.402032
0.251233 0.400213 0.126031 0.130904 0.139438 0.15273 0.113783 0.326025 0.326025 0.326025 0.309564 0.309564 0.344469 0.342765 0.328257 0.337586 0.352425 0.352545 0.362968 0.348886 0.384403 1 1 1 0.375507 0.406345 0.396596 0.38879 0.396335 0.393772 0.36191 0.385548 0.383544 0.398304 0.38781 0.375107 0.367213 0.372605 0.386082 0.384464 0.398918 0.397794 0.397662 0.397737 0.386178 0.393058 0.396315 0.399252 0.38684 0.386856 0.381473 0.390546 0.387418 0.387933 0.390663 0.387534 0.389555 0.385043 0.386587 0.387527 0.385253 0.362852 0.348343 0.347761 0.348523 0.354372 0.400213 0.362749 0.364815 0.325447 0.36191 0.385548 0.383544 0.392686 0.397191 0.392823 0.377639 0.373396 0.370142 0.402032
0.251233 0.400213 0.126031 0.130904 0.139438 0.15273 0.113783 0.326025 0.326025 0.326025 0.309564 0.309564 0.344469 0.342765 0.328257 0.337586 0.352425 0.352545 0.362968 0.348886 0.384403 1 1 1 0.375507 0.406345 0.396596 0.38879 0.396335 0.393772 0.36191 0.385548 0.383544 0.398304 0.38781 0.375107 0.367213 0.372605 0.386082 0.384464 0.398918 0.397794 0.397662 0.397737 0.386178 0.393058 0.396315 0.399252 0.38684 0.386856 0.381473 0.390546 0.387418 0.387933 0.390663 0.387534 0.389555 0.385043 0.386587 0.387527 0.385253 0.362852 0.348343 0.347761 0.348523 0.354372 0.400213 0.362749 0.364815 0.325447 0.36191 0.385548 0.383544 0.392686 0.397191 0.392823 0.377639 0.373396 0.370142 0.402032
0.199363 0.370506 0.117366 0.10552 0.117559 0.102683 0.0961257 0.316321 0.316321 0.316321 0.274274 0.274274 0.333508 0.298884 0.292732 0.314909 0.323523 0.337791 0.331385 0.310622 0.357118 0.337981 0.337981 0.337981 1 0.375705 0.372 0.360669 0.370413 0.362899 0.340672 0.398877 0.389847 0.401709 0.377774 0.361955 0.330266 0.336026 0.357441 0.351575 0.379482 0.381477 0.383749 0.375581 0.379518 0.386342 0.387541 0.382916 0.37167 0.370072 0.383072 0.357667 0.385533 0.384437 0.356091 0.381301 0.403876 0.387805 0.392794 0.362525 0.388962 0.33933 0.348051 0.344437 0.342992 0.350292 0.370506 0.346747 0.346808 0.306675 0.340672 0.398877 0.389847 0.405172 0.392747 0.40182 0.3458 0.348878 0.368852 0.400509
0.19245 0.403357 0.0873615 0.0843508 0.0977642 0.0944316 0.0594988 0.314306 0.314306 0.314306 0.268215 0.268215 0.329369 0.328097 0.299065 0.321448 0.350685 0.326103 0.330775 0.309889 0.337037 0.337013 0.337013 0.337013 0.337737 1 0.645636 0.703496 0.700978 0.696071 0.353143 0.381186 0.387837 0.392511 0.385611 0.341041 0.329072 0.325797 0.361753 0.355668 0.354282 0.353017 0.353013 0.354506 0.365171 0.36322 0.364624 0.361222 0.365112 0.364837 0.382985 0.38312 0.409468 0.397087 0.38302 0.385409 0.395405 0.395088 0.406597 0.414778 0.35976 0.358592 0.34756 0.343145 0.347966 0.346463 0.403357 0.317092 0.354834 0.290288 0.353143 0.381186 0.387837 0.399234 0.387303 0.39978 0.35054 0.350645 0.354004 0.397918
0.196941 0.410793 0.0904823 0.0960365 0.101386 0.102338 0.0656261 0.305888 0.305888 0.305888 0.274639 0.274639 0.325377 0.328026 0.307878 0.313809 0.349062 0.321582 0.320716 0.309946 0.332787 0.341471 0.341471 0.341471 0.338193 0.657641 1 0.662236 0.648145 0.648872 0.368637 0.388862 0.391539 0.401542 0.392699 0.349227 0.320018 0.333093 0.360337 0.349051 0.355519 0.353972 0.3515 0.352623 0.364256 0.379545 0.368126 0.369946 0.372339 0.367647 0.386694 0.376803 0.402759 0.393847 0.381536 0.383403 0.394849 0.396132 0.395476 0.420877 0.358071 0.352294 0.339712 0.337194 0.337184 0.338085 0.410793 0.318682 0.355446 0.293721 0.368637 0.388862 0.391539 0.40011 0.38702 0.408476 0.349133 0.355128 0.347702 0.407612
0.200965 0.406073 0.101655 0.0977872 0.100305 0.108013 0.0736532 0.308543 0.308543 0.308543 0.277554 0.277554 0.325715 0.326094 0.307086 0.317365 0.355391 0.320664 0.322537 0.317977 0.34591 0.335072 0.335072 0.335072 0.335158 0.712938 0.664792 1 0.73352 0.77143 0.354365 0.384805 0.391693 0.39488 0.387917 0.351019 0.314781 0.325003 0.367956 0.36066 0.363525 0.362127 0.358882 0.362417 0.36975 0.360424 0.359769 0.368299 0.360475 0.358 0.382921 0.37253 0.397564 0.390758 0.379226 0.38505 0.395252 0.38922 0.40472 0.405736 0.360859 0.341989 0.338793 0.335062 0.336551 0.337551 0.406073 0.311128 0.34879 0.293879 0.354365 0.384805 0.391693 0.407441 0.390366 0.404695 0.345815 0.347539 0.345072 0.401711
0.185573 0.399087 0.0939394 0.0922345 0.0992129 0.102648 0.0672961 0.317576 0.317576 0.317576 0.273046 0.273046 0.342782 0.319066 0.310179 0.322353 0.367571 0.320736 0.321423 0.309629 0.341735 0.339223 0.339223 0.339223 0.340729 0.71504 0.64952 0.735447 1 0.716083 0.351576 0.395775 0.399379 0.404465 0.38876 0.350681 0.323648 0.329413 0.367646 0.359841 0.362107 0.36378 0.36099 0.361576 0.368844 0.369366 0.364361 0.36733 0.372309 0.365338 0.390384 0.370376 0.398048 0.387293 0.376126 0.385795 0.399595 0.389818 0.393137 0.406711 0.369317 0.349524 0.336457 0.334167 0.332495 0.331863 0.399087 0.321515 0.354718 0.302922 0.351576 0.395775 0.399379 0.415626 0.391512 0.39884 0.336931 0.352892 0.348094 0.396484
0.191421 0.412542 0.094904 0.0948508 0.101141 0.113043 0.0722721 0.314481 0.314481 0.314481 0.270371 0.270371 0.33685 0.333466 0.305596 0.317223 0.352086 0.334226 0.319868 0.309288 0.34612 0.341982 0.341982 0.341982 0.33738 0.710554 0.65267 0.770949 0.715568 1 0.365441 0.395481 0.41544 0.412879 0.397902 0.356971 0.323834 0.332141 0.377968 0.368649 0.361688 0.362473 0.360691 0.359712 0.374568 0.35948 0.358767 0.366105 0.360307 0.356025 0.38879 0.376201 0.394648 0.388373 0.375306 0.390209 0.397416 0.394731 0.402992 0.422888 0.372829 0.357327 0.33679 0.334245 0.338509 0.339454 0.412542 0.326786 0.365371 0.299461 0.365441 0.395481 0.41544 0.40826 0.40802 0.409508 0.354653 0.358383 0.34655 0.414896
