C1901TS003_1 C1901TS003_2 C1901TS003_3 C1901TS044_1 C1901TS066_1 C1901TS067_1 C1901TS067_2 C1901TS067_3 C1901TS067_4 C1901TS067_5 C1901TS087_1 C1901TS087_2 C1901TS087_3 C1901TS102_1 C1901TS103_1 C1901TS123_1 C1901TS123_2 C1901TS123_3 C1901TS123_4 C1901TS123_5 C1901TS131_1 C1901TS131_2 C1901TS131_3 C1901TS131_4 C1901TS131_5 C1901TS152_1 C1901TS152_2 C1901TS152_3 C1901TS152_4 C1901TS152_5 C1901TS156_1 C1901TS156_2 C1901TS156_3 C1901TS156_4 C1901TS156_5 C1901TS158_1 C1901TS158_2 C1901TS158_3 C1901TS158_4 C1901TS158_5 C1901TS182_1 C1901TS182_2 C1901TS182_3 C1901TS182_4 C1901TS182_5 C1901TS196_1 C1901TS200_1 C1901TS210_1 C1901TS210_2 C1901TS210_3 C1901TS210_4 C1901TS210_5 C1901TS211_1 C1901TS211_2 C1901TS211_3 C1901TS211_4 C1901TS211_5 C1901TS213_1 C1901TS213_2 C1901TS213_3 C1901TS213_4 C1901TS213_5 C1901TS215_1 C1901TS215_2 C1901TS215_3 C1901TS215_4 C1901TS215_5 C1901TS228_1 C1901TS240_1 C1901TS240_2 C1901TS240_3 C1901TS240_4 C1901TS240_5 C1901TS247_1 C1901TS247_2 C1901TS247_3 C1901TS247_4 C1901TS247_5 C1901TS258_1 C1901TS258_2 C1901TS258_3 C1901TS258_4 C1901TS258_5 C1901TS273_1 C1901TS273_2 C1901TS273_3 C1901TS273_4 C1901TS273_5 C1901TS278_1 C1901TS278_2 C1901TS278_3 C1901TS278_4 C1901TS278_5 C1901TS299_1 C1901TS299_2 C1901TS299_3 C1901TS309_1 C1901TS309_2 C1901TS309_3 C1901TS309_4 C1901TS309_5 C1901TS347_1 C1901TS359_1 C1901TS369_1 C1901TS369_2 C1901TS369_3 C1901TS369_4 C1901TS369_5 C1901TS389_1 C1901TS389_2 C1901TS389_3 C1901TS389_4 C1901TS389_5 C1901TS401_1 C1901TS405_1 C1901TS405_2 C1901TS405_3 C1901TS405_4 C1901TS405_5 C1901TS413_1 C1901TS413_2 C1901TS413_3 C1901TS413_4 C1901TS413_5 C1901TS414_1 C1901TS414_2 C1901TS414_3 C1901TS414_4 C1901TS414_5 C1901TS438_1 C1901TS438_2 C1901TS438_3 C1901TS438_4 C1901TS438_5 C1901TS490_1
0.276703 0.287912 0.285197 0.374336 0.262807 0.280404 0.280219 0.262947 0.277384 0.264979 1 0.451796 0.433942 0.118627 0.247247 0.268234 0.315942 0.271705 0.306907 0.306907 0.421508 0.412074 0.423873 0.420487 0.420931 0.394688 0.404595 0.375337 0.37564 0.399255 0.40257 0.405123 0.391771 0.396544 0.398759 0.251125 0.270857 0.264313 0.25941 0.268539 0.295667 0.23944 0.296351 0.23436 0.285039 0.325619 0.301526 0.401874 0.419779 0.373475 0.354223 0.330855 0.385037 0.327027 0.330648 0.312 0.311308 0.371361 0.372538 0.369561 0.371936 0.373076 0.349315 0.35789 0.351327 0.354616 0.35222 0.365114 0.364221 0.383646 0.35514 0.38579 0.36101 0.328659 0.329516 0.315615 0.334607 0.334386 0.313202 0.324147 0.346659 0.339114 0.327229 0.374528 0.396541 0.382572 0.26228 0.242292 0.251125 0.270857 0.264313 0.25941 0.268539 0.346189 0.358241 0.345245 0.36335 0.284276 0.348156 0.359747 0.359826 0.284124 0.329775 0.413194 0.406959 0.396463 0.404644 0.416014 0.31543 0.305964 0.338393 0.23604 0.303115 0.320976 0.350618 0.354285 0.330855 0.350231 0.356723 0.397684 0.383491 0.398624 0.395701 0.388668 0.385732 0.395063 0.403022 0.381556 0.398016 0.340033 0.342803 0.344855 0.341281 0.339415 0.299171
0.284942 0.295544 0.294076 0.405506 0.258951 0.28123 0.282939 0.262406 0.28203 0.262158 0.464212 1 0.494881 0.122536 0.257808 0.277259 0.332748 0.274288 0.306558 0.306558 0.474634 0.474234 0.475907 0.473283 0.471813 0.443311 0.453296 0.408853 0.410684 0.43793 0.437707 0.442201 0.43213 0.437642 0.438849 0.261101 0.27933 0.277586 0.2628 0.273156 0.313785 0.241695 0.315872 0.242892 0.302414 0.345395 0.326878 0.437636 0.455252 0.394651 0.373674 0.349492 0.416719 0.341628 0.351552 0.324517 0.326604 0.401533 0.401591 0.40246 0.397226 0.404942 0.364076 0.369881 0.373689 0.37407 0.372083 0.39753 0.395514 0.414166 0.387916 0.412337 0.393117 0.351884 0.334823 0.323772 0.346431 0.345933 0.32081 0.333587 0.350841 0.367748 0.352076 0.402522 0.434954 0.429996 0.264088 0.246854 0.261101 0.27933 0.277586 0.2628 0.273156 0.367121 0.376068 0.357437 0.386786 0.306483 0.368675 0.372396 0.380639 0.301058 0.354921 0.460727 0.459957 0.448464 0.459896 0.459603 0.334031 0.316114 0.347115 0.227462 0.308127 0.355682 0.375014 0.373653 0.349492 0.370605 0.371867 0.43612 0.418159 0.442335 0.443634 0.434214 0.424592 0.43789 0.448833 0.428261 0.448612 0.371185 0.366416 0.366213 0.366085 0.364876 0.302767
0.256671 0.261177 0.262157 0.365738 0.245494 0.258614 0.259582 0.239187 0.255982 0.241586 0.41592 0.457462 1 0.120572 0.245436 0.24554 0.29821 0.24432 0.277176 0.277176 0.407411 0.412621 0.408009 0.41055 0.406836 0.382554 0.391867 0.367435 0.359845 0.387017 0.392972 0.395467 0.389316 0.389359 0.388705 0.236291 0.252371 0.251299 0.233846 0.243031 0.28094 0.219139 0.285711 0.219913 0.2716 0.299438 0.294966 0.382017 0.394589 0.349872 0.332885 0.318968 0.366562 0.312639 0.309887 0.291473 0.290136 0.35845 0.360468 0.357811 0.357495 0.36142 0.336068 0.343099 0.340802 0.341626 0.342629 0.35724 0.344221 0.371333 0.348378 0.370984 0.343852 0.316647 0.293829 0.28649 0.307199 0.308628 0.291217 0.303071 0.317886 0.329759 0.305459 0.361781 0.382769 0.371962 0.244779 0.231466 0.236291 0.252371 0.251299 0.233846 0.243031 0.323891 0.341961 0.316959 0.354994 0.276239 0.33788 0.334569 0.333814 0.266524 0.312277 0.396832 0.398171 0.392398 0.400232 0.400222 0.301643 0.288052 0.317214 0.209322 0.277841 0.332058 0.331684 0.332846 0.318968 0.332267 0.341186 0.383541 0.365104 0.383896 0.395335 0.375678 0.37581 0.383615 0.392597 0.373029 0.38629 0.327598 0.32411 0.326887 0.325406 0.324416 0.273172
0.275011 0.288799 0.277328 0.274087 0.225699 0.294843 0.293073 0.290228 0.296904 0.286508 0.27284 0.271284 0.287674 1 0.996505 0.2424 0.258784 0.233354 0.258628 0.258628 0.279219 0.274547 0.276352 0.275612 0.274865 0.264412 0.276772 0.273898 0.292951 0.276701 0.263455 0.269213 0.26782 0.268424 0.26707 0.240704 0.235732 0.23531 0.243293 0.278526 0.267088 0.240501 0.261949 0.227841 0.256465 0.276815 0.262675 0.245601 0.27041 0.263695 0.258594 0.269905 0.295664 0.293448 0.276507 0.267258 0.273349 0.271539 0.271412 0.273188 0.271732 0.272676 0.269702 0.265008 0.264618 0.270191 0.255018 0.263987 0.259308 0.265148 0.264809 0.274008 0.261003 0.263065 0.265257 0.25989 0.277049 0.266974 0.249255 0.259568 0.256732 0.260227 0.252447 0.276199 0.276372 0.263919 0.26613 0.25025 0.240704 0.235732 0.23531 0.243293 0.278526 0.272998 0.257472 0.262727 0.265084 0.253869 0.281304 0.285091 0.277738 0.259469 0.292686 0.277941 0.280281 0.279302 0.285862 0.288459 0.255412 0.26606 0.260043 0.273234 0.254212 0.272923 0.261417 0.258504 0.269905 0.262302 0.265954 0.277307 0.251188 0.274882 0.269796 0.26239 0.286149 0.274469 0.278359 0.28083 0.27597 0.301175 0.299327 0.303156 0.302673 0.298294 0.252776
0.283871 0.296535 0.28081 0.302227 0.235424 0.275146 0.278052 0.266802 0.278938 0.265545 0.294429 0.301678 0.309639 0.532165 1 0.27946 0.286267 0.267641 0.289915 0.289915 0.301682 0.300966 0.303843 0.30209 0.301138 0.294313 0.30224 0.302027 0.310287 0.302414 0.294501 0.298333 0.303843 0.298298 0.29464 0.272304 0.269862 0.275403 0.268393 0.291728 0.276254 0.238476 0.273085 0.236664 0.263471 0.291456 0.274681 0.280895 0.291774 0.28545 0.289077 0.284885 0.311086 0.299177 0.29131 0.287214 0.286675 0.300746 0.299697 0.30053 0.300392 0.30226 0.290922 0.290619 0.293912 0.293663 0.286798 0.295573 0.286021 0.291646 0.291653 0.299401 0.294194 0.291802 0.284984 0.280371 0.296702 0.279218 0.28488 0.281305 0.278631 0.284231 0.286655 0.306766 0.302614 0.294968 0.26847 0.250322 0.272304 0.269862 0.275403 0.268393 0.291728 0.293597 0.286886 0.282912 0.289205 0.263693 0.291489 0.293539 0.286602 0.274863 0.302567 0.30414 0.306872 0.303098 0.308592 0.312097 0.285267 0.288482 0.284888 0.262446 0.287403 0.24377 0.277841 0.289041 0.284885 0.286706 0.296877 0.304142 0.282741 0.301006 0.296297 0.292821 0.306307 0.298469 0.302112 0.303352 0.302131 0.317285 0.311811 0.313147 0.315792 0.311509 0.284756
0.421318 0.409262 0.404603 0.43886 0.349247 0.365036 0.362266 0.352776 0.360863 0.349092 0.432083 0.437218 0.425384 0.206784 0.389774 1 0.436341 0.509915 0.437832 0.437832 0.432801 0.437868 0.43465 0.436524 0.435046 0.417815 0.416432 0.449787 0.442591 0.417055 0.412428 0.416023 0.408507 0.407326 0.406473 0.492248 0.496106 0.495014 0.474181 0.443883 0.395156 0.341167 0.397562 0.336368 0.385182 0.419168 0.381437 0.408192 0.424197 0.412561 0.411683 0.399639 0.438778 0.414129 0.424514 0.411446 0.422767 0.43947 0.437432 0.441219 0.440661 0.437368 0.410564 0.424618 0.428401 0.418615 0.426307 0.43553 0.43171 0.44821 0.433776 0.452304 0.439803 0.412254 0.41092 0.419736 0.431281 0.415077 0.383928 0.400485 0.389932 0.403589 0.398144 0.445095 0.414828 0.419653 0.394961 0.352545 0.492248 0.496106 0.495014 0.474181 0.443883 0.419071 0.421157 0.425402 0.423931 0.361322 0.420911 0.426523 0.421111 0.408408 0.424181 0.44244 0.44393 0.435218 0.450737 0.448876 0.397152 0.426548 0.419285 0.365581 0.420375 0.344338 0.418032 0.411782 0.399639 0.407692 0.415786 0.414622 0.402173 0.417622 0.416469 0.41817 0.446268 0.446116 0.456974 0.450747 0.447968 0.416407 0.417583 0.423544 0.417334 0.416884 0.397775
0.266165 0.272578 0.263699 0.306216 0.235971 0.246859 0.247622 0.237618 0.247861 0.233892 0.304818 0.318024 0.307782 0.117294 0.237793 0.264625 1 0.269562 0.396474 0.396474 0.316334 0.313446 0.313041 0.313856 0.313023 0.304405 0.304166 0.305731 0.303607 0.314041 0.297708 0.303967 0.292084 0.296193 0.296645 0.250112 0.267106 0.265168 0.257693 0.246028 0.262438 0.212245 0.264389 0.215082 0.247522 0.271511 0.270625 0.301145 0.308294 0.29351 0.279301 0.282512 0.304833 0.283646 0.293459 0.269668 0.272577 0.305241 0.303883 0.306591 0.305556 0.303563 0.29574 0.293453 0.2942 0.289405 0.295218 0.300153 0.290766 0.310728 0.2984 0.311002 0.303821 0.284322 0.272241 0.282823 0.28348 0.278588 0.298994 0.27639 0.284003 0.288128 0.283956 0.302846 0.309417 0.296731 0.240703 0.215376 0.250112 0.267106 0.265168 0.257693 0.246028 0.273044 0.280558 0.274078 0.289829 0.246953 0.290277 0.289562 0.290445 0.274736 0.290999 0.312779 0.316989 0.312618 0.309568 0.32232 0.28663 0.273376 0.28559 0.229741 0.354459 0.239115 0.276701 0.279365 0.282512 0.287835 0.280973 0.310615 0.298427 0.299902 0.305104 0.298874 0.318363 0.321363 0.324705 0.315027 0.314649 0.312305 0.309342 0.3111 0.308002 0.306504 0.27038
0.441061 0.422549 0.427227 0.470026 0.382249 0.387581 0.391552 0.364468 0.388157 0.361354 0.453564 0.457698 0.445701 0.206589 0.391931 0.536556 0.464263 1 0.464108 0.464108 0.455396 0.458403 0.461948 0.456504 0.460564 0.435325 0.441659 0.475686 0.465908 0.438083 0.42588 0.429875 0.419521 0.422752 0.418877 0.526057 0.547044 0.55955 0.528578 0.473856 0.416189 0.355389 0.414782 0.342553 0.403051 0.436351 0.40579 0.434799 0.45158 0.424263 0.424427 0.409457 0.461353 0.429763 0.445067 0.41967 0.433124 0.465776 0.465734 0.464866 0.466463 0.46643 0.441048 0.444034 0.447421 0.433686 0.450785 0.46145 0.455843 0.468058 0.450939 0.476452 0.457224 0.424048 0.431451 0.438798 0.449309 0.421895 0.41103 0.425936 0.42033 0.421471 0.42882 0.475726 0.441735 0.434184 0.425524 0.374051 0.526057 0.547044 0.55955 0.528578 0.473856 0.429472 0.439807 0.443891 0.445134 0.369712 0.431866 0.450234 0.440074 0.42883 0.434478 0.467094 0.46845 0.456517 0.471496 0.469998 0.425956 0.453226 0.441619 0.382054 0.454354 0.361734 0.430545 0.424513 0.409457 0.421443 0.422525 0.44109 0.417264 0.441607 0.434335 0.434595 0.485958 0.480179 0.484364 0.476969 0.484564 0.424403 0.428859 0.432017 0.424567 0.424606 0.431693
0.265275 0.27337 0.26826 0.311323 0.233904 0.260022 0.256794 0.25163 0.25765 0.246024 0.307046 0.303723 0.302564 0.122922 0.254501 0.275086 0.410756 0.275874 1 1 0.309656 0.312408 0.308193 0.310913 0.309347 0.299694 0.305909 0.310084 0.298063 0.310041 0.29323 0.296169 0.287898 0.293474 0.291826 0.257625 0.276642 0.281959 0.268646 0.259825 0.258682 0.226415 0.260587 0.21954 0.250294 0.282617 0.268643 0.29886 0.305389 0.292438 0.287336 0.287831 0.300033 0.277166 0.293985 0.26173 0.266761 0.306239 0.307184 0.306363 0.307262 0.310776 0.289065 0.286129 0.291623 0.287558 0.290749 0.300396 0.289309 0.303799 0.300332 0.307422 0.298185 0.288516 0.272281 0.286239 0.284358 0.275799 0.332139 0.284245 0.282872 0.29018 0.291827 0.311518 0.307484 0.297365 0.253232 0.220055 0.257625 0.276642 0.281959 0.268646 0.259825 0.276695 0.282556 0.274009 0.294629 0.248856 0.291156 0.287362 0.28605 0.286698 0.28391 0.309514 0.306065 0.304801 0.310749 0.313685 0.283672 0.274176 0.281785 0.239371 0.383464 0.239484 0.287443 0.287315 0.287831 0.284415 0.293844 0.309049 0.295128 0.301152 0.309268 0.295501 0.313156 0.310963 0.314577 0.302828 0.307136 0.331173 0.327456 0.337041 0.331394 0.324259 0.271594
0.265275 0.27337 0.26826 0.311323 0.233904 0.260022 0.256794 0.25163 0.25765 0.246024 0.307046 0.303723 0.302564 0.122922 0.254501 0.275086 0.410756 0.275874 1 1 0.309656 0.312408 0.308193 0.310913 0.309347 0.299694 0.305909 0.310084 0.298063 0.310041 0.29323 0.296169 0.287898 0.293474 0.291826 0.257625 0.276642 0.281959 0.268646 0.259825 0.258682 0.226415 0.260587 0.21954 0.250294 0.282617 0.268643 0.29886 0.305389 0.292438 0.287336 0.287831 0.300033 0.277166 0.293985 0.26173 0.266761 0.306239 0.307184 0.306363 0.307262 0.310776 0.289065 0.286129 0.291623 0.287558 0.290749 0.300396 0.289309 0.303799 0.300332 0.307422 0.298185 0.288516 0.272281 0.286239 0.284358 0.275799 0.332139 0.284245 0.282872 0.29018 0.291827 0.311518 0.307484 0.297365 0.253232 0.220055 0.257625 0.276642 0.281959 0.268646 0.259825 0.276695 0.282556 0.274009 0.294629 0.248856 0.291156 0.287362 0.28605 0.286698 0.28391 0.309514 0.306065 0.304801 0.310749 0.313685 0.283672 0.274176 0.281785 0.239371 0.383464 0.239484 0.287443 0.287315 0.287831 0.284415 0.293844 0.309049 0.295128 0.301152 0.309268 0.295501 0.313156 0.310963 0.314577 0.302828 0.307136 0.331173 0.327456 0.337041 0.331394 0.324259 0.271594
0.283065 0.293471 0.28988 0.429156 0.262064 0.293077 0.294711 0.276999 0.293337 0.281531 0.422664 0.475353 0.433852 0.130246 0.257497 0.273598 0.334548 0.273725 0.311646 0.311646 1 0.693829 0.691374 0.698592 0.705096 0.463846 0.484835 0.42878 0.404947 0.460961 0.49595 0.504124 0.485289 0.491828 0.492958 0.263541 0.277744 0.268238 0.268271 0.280934 0.330681 0.243872 0.332766 0.246907 0.311588 0.350844 0.339147 0.44453 0.478175 0.397761 0.373378 0.362899 0.41222 0.367718 0.347946 0.322793 0.319874 0.426431 0.423863 0.427947 0.423533 0.426921 0.392935 0.409614 0.403032 0.403256 0.397567 0.418397 0.404536 0.442557 0.411984 0.438829 0.411476 0.351559 0.346823 0.334435 0.355751 0.353042 0.328762 0.339445 0.365328 0.37983 0.364809 0.425575 0.461354 0.455428 0.265232 0.246812 0.263541 0.277744 0.268238 0.268271 0.280934 0.366258 0.372947 0.346989 0.401655 0.316626 0.384862 0.391875 0.387759 0.30491 0.35357 0.517171 0.506907 0.482767 0.510285 0.508937 0.347851 0.330661 0.364814 0.237033 0.313389 0.408304 0.398202 0.373315 0.362899 0.390692 0.37867 0.462725 0.440522 0.469575 0.47067 0.455663 0.464354 0.46505 0.486573 0.462683 0.492451 0.381283 0.377973 0.374686 0.374298 0.372575 0.302047
0.293943 0.287251 0.287003 0.435234 0.257919 0.285643 0.286181 0.269675 0.29037 0.274238 0.405062 0.469237 0.428642 0.122118 0.250107 0.278504 0.326226 0.276268 0.310811 0.310811 0.687422 1 0.77935 0.791834 0.798098 0.456559 0.471383 0.433553 0.402943 0.451896 0.489811 0.495698 0.476485 0.484907 0.486853 0.264045 0.27581 0.276451 0.27429 0.273939 0.31913 0.239316 0.319065 0.24046 0.305023 0.347762 0.329181 0.444399 0.472157 0.393942 0.371589 0.356176 0.407191 0.352393 0.353163 0.317943 0.318602 0.428527 0.42873 0.430817 0.425789 0.433125 0.390907 0.41028 0.399016 0.39367 0.397243 0.418616 0.400287 0.438048 0.412642 0.439206 0.408232 0.336246 0.332495 0.336056 0.344171 0.34521 0.325056 0.335009 0.362081 0.37049 0.363266 0.431613 0.451252 0.448261 0.25762 0.247461 0.264045 0.27581 0.276451 0.27429 0.273939 0.367387 0.363869 0.340381 0.396046 0.306739 0.380419 0.382639 0.382591 0.303505 0.350336 0.508666 0.499409 0.467435 0.495506 0.499688 0.346389 0.330432 0.35582 0.231051 0.310718 0.406807 0.382616 0.371568 0.356176 0.382504 0.378866 0.45332 0.434055 0.460698 0.458982 0.45118 0.454261 0.447696 0.477599 0.450712 0.479768 0.372745 0.368442 0.365892 0.36513 0.36373 0.298487
0.294511 0.284694 0.291839 0.444308 0.257806 0.291871 0.291626 0.274819 0.293304 0.279008 0.419959 0.478182 0.433022 0.126525 0.256757 0.280656 0.327817 0.278755 0.310902 0.310902 0.695983 0.792563 1 0.802223 0.810307 0.4696 0.479862 0.444983 0.406815 0.463411 0.500635 0.502435 0.487358 0.494432 0.497288 0.267923 0.284034 0.273662 0.270406 0.277937 0.328199 0.243935 0.327747 0.24136 0.311431 0.349508 0.331011 0.452194 0.476348 0.401605 0.372642 0.359146 0.41152 0.355179 0.357365 0.323691 0.324712 0.440552 0.437606 0.44031 0.43641 0.441233 0.398922 0.414445 0.398904 0.398991 0.393917 0.431236 0.403417 0.445573 0.409455 0.446998 0.412474 0.342019 0.338466 0.336071 0.350056 0.348299 0.323662 0.330484 0.36638 0.37726 0.373858 0.437523 0.46057 0.459293 0.263286 0.248537 0.267923 0.284034 0.273662 0.270406 0.277937 0.368603 0.370806 0.347424 0.407258 0.311788 0.382414 0.391408 0.386489 0.306654 0.358527 0.518345 0.510379 0.47999 0.50747 0.513902 0.35126 0.332465 0.363076 0.236717 0.310487 0.411798 0.383072 0.372599 0.359146 0.390144 0.384704 0.463205 0.440766 0.467738 0.46662 0.462234 0.463168 0.461053 0.485985 0.450814 0.48778 0.376067 0.372732 0.373753 0.371376 0.3681 0.301609
0.292587 0.284026 0.287269 0.434889 0.257416 0.289883 0.289507 0.273176 0.293586 0.274507 0.416823 0.468289 0.431877 0.12329 0.250847 0.277327 0.327638 0.275079 0.310272 0.310272 0.691855 0.795183 0.792541 1 0.774576 0.460479 0.473587 0.434182 0.40059 0.459631 0.495034 0.500674 0.483731 0.490414 0.490828 0.263477 0.27724 0.273193 0.270784 0.277527 0.321318 0.238705 0.320663 0.238123 0.30582 0.34256 0.329964 0.449593 0.474987 0.39489 0.368235 0.351244 0.409655 0.347786 0.354725 0.32146 0.323027 0.432048 0.429664 0.432335 0.43001 0.43318 0.390029 0.406533 0.393336 0.390874 0.390744 0.421634 0.401723 0.434783 0.407411 0.442361 0.405338 0.336144 0.33365 0.331997 0.347 0.34475 0.322139 0.329747 0.364156 0.373678 0.364817 0.430808 0.455239 0.453146 0.262714 0.246404 0.263477 0.27724 0.273193 0.270784 0.277527 0.364121 0.362279 0.341057 0.395245 0.309133 0.374089 0.386033 0.385527 0.305312 0.350524 0.51135 0.498481 0.469273 0.499306 0.504696 0.345514 0.327448 0.355983 0.231797 0.311026 0.403952 0.37939 0.368214 0.351244 0.384872 0.377045 0.458891 0.432584 0.458908 0.460539 0.455272 0.445368 0.451331 0.476073 0.445909 0.477017 0.376794 0.372645 0.369509 0.37018 0.367992 0.295828
0.296993 0.287866 0.293578 0.439332 0.263309 0.292068 0.291386 0.274505 0.294442 0.279095 0.42238 0.473749 0.433295 0.129139 0.257881 0.281124 0.330217 0.281628 0.312 0.312 0.709843 0.810562 0.811215 0.78564 1 0.465015 0.484131 0.439041 0.409408 0.460744 0.499827 0.503587 0.487817 0.494814 0.496723 0.265351 0.284491 0.279753 0.273237 0.279959 0.334241 0.247036 0.333072 0.245234 0.315436 0.352492 0.336952 0.452103 0.480748 0.397547 0.372827 0.359627 0.416344 0.359383 0.356672 0.322479 0.324765 0.436742 0.432879 0.435837 0.433919 0.43832 0.400753 0.416158 0.403347 0.402847 0.399553 0.426872 0.401291 0.446674 0.415202 0.450212 0.415326 0.344584 0.341326 0.339824 0.352596 0.350244 0.325162 0.333193 0.366347 0.378878 0.370797 0.434686 0.45795 0.457765 0.269918 0.251569 0.265351 0.284491 0.279753 0.273237 0.279959 0.371105 0.372276 0.348353 0.403756 0.311924 0.384792 0.393279 0.390527 0.309141 0.358198 0.518364 0.506827 0.481344 0.511325 0.513082 0.357732 0.335519 0.368538 0.238462 0.314032 0.412038 0.392329 0.372794 0.359627 0.390271 0.383817 0.461373 0.438673 0.469512 0.468792 0.461796 0.468777 0.462653 0.485895 0.459766 0.492769 0.378522 0.372399 0.367882 0.373113 0.369796 0.301452
0.244221 0.2472 0.254681 0.361832 0.229805 0.25026 0.252232 0.231998 0.2499 0.229556 0.355949 0.392582 0.364568 0.107808 0.227425 0.238655 0.285811 0.239304 0.275003 0.275003 0.414574 0.41286 0.418497 0.413973 0.411954 1 0.449809 0.364969 0.3719 0.44182 0.397577 0.394459 0.379144 0.381791 0.388612 0.215283 0.234025 0.234975 0.217201 0.236146 0.279226 0.216419 0.285418 0.213468 0.268091 0.298303 0.290107 0.376069 0.392436 0.352933 0.328717 0.323584 0.361801 0.291865 0.307134 0.284863 0.281322 0.358971 0.355576 0.360824 0.353592 0.356327 0.335977 0.339376 0.334212 0.333239 0.331832 0.349174 0.353553 0.385246 0.353886 0.378389 0.347892 0.302488 0.294812 0.28048 0.308229 0.297414 0.292205 0.299011 0.32988 0.333287 0.351837 0.360644 0.441117 0.780656 0.235202 0.216419 0.215283 0.234025 0.234975 0.217201 0.236146 0.322812 0.31031 0.299641 0.3309 0.269891 0.318682 0.3225 0.328406 0.270899 0.305923 0.402169 0.401363 0.398211 0.400911 0.397413 0.303114 0.277049 0.310761 0.202 0.267985 0.315251 0.324537 0.328662 0.323584 0.337427 0.331137 0.443095 0.431801 0.439021 0.436566 0.797531 0.379449 0.377009 0.392017 0.377484 0.393074 0.337735 0.342797 0.339044 0.336092 0.338252 0.268912
0.262313 0.260846 0.260103 0.382773 0.240976 0.26196 0.259986 0.252208 0.261906 0.24922 0.377209 0.416085 0.384951 0.112466 0.233452 0.242583 0.294887 0.248481 0.285172 0.285172 0.449521 0.443703 0.443039 0.442597 0.449815 0.470681 1 0.385662 0.380262 0.474553 0.416579 0.420864 0.406061 0.413354 0.413095 0.229636 0.247909 0.247829 0.236394 0.245203 0.290073 0.227071 0.29228 0.218769 0.279282 0.313359 0.299583 0.385886 0.414914 0.360657 0.338087 0.32326 0.378734 0.320286 0.314671 0.301808 0.296429 0.377467 0.374837 0.379984 0.376328 0.377379 0.346098 0.369111 0.346222 0.343883 0.350139 0.37273 0.359677 0.392658 0.368888 0.390365 0.368373 0.308118 0.29989 0.293249 0.30894 0.317663 0.305553 0.3139 0.345417 0.351553 0.341864 0.380669 0.472852 0.456053 0.241108 0.228558 0.229636 0.247909 0.247829 0.236394 0.245203 0.334201 0.335065 0.311836 0.351076 0.277191 0.331961 0.346767 0.336649 0.284168 0.318548 0.41785 0.423398 0.416562 0.421633 0.423 0.316111 0.296482 0.324256 0.203003 0.285786 0.334766 0.338471 0.33806 0.32326 0.334678 0.336269 0.474274 0.433649 0.801663 0.477605 0.461079 0.405403 0.397755 0.41966 0.40537 0.427463 0.446292 0.444865 0.359321 0.447286 0.443466 0.279547
0.264399 0.265882 0.261102 0.85332 0.237213 0.2623 0.262563 0.246032 0.261957 0.244184 0.347403 0.37205 0.356505 0.112326 0.237216 0.260781 0.297176 0.263275 0.291987 0.291987 0.389945 0.401108 0.401604 0.397142 0.396627 0.372792 0.378582 1 0.36054 0.376062 0.37964 0.382386 0.373082 0.376187 0.373983 0.247198 0.255781 0.252433 0.243385 0.261278 0.284488 0.230272 0.284754 0.228683 0.272495 0.301207 0.299755 0.346585 0.366602 0.334353 0.321061 0.310791 0.358312 0.306355 0.304166 0.281379 0.282936 0.757603 0.756108 0.762382 0.751582 0.764644 0.443433 0.462665 0.448821 0.469231 0.454461 0.725613 0.345355 0.364237 0.356025 0.362847 0.350639 0.302734 0.300092 0.283068 0.312262 0.305034 0.285949 0.308052 0.317337 0.315328 0.30951 0.819438 0.37061 0.361618 0.246901 0.227406 0.247198 0.255781 0.252433 0.243385 0.261278 0.312547 0.321825 0.303629 0.348648 0.273628 0.327596 0.336573 0.334064 0.273067 0.307665 0.39399 0.394139 0.380247 0.387339 0.389182 0.296275 0.289555 0.310523 0.21882 0.291416 0.313383 0.322405 0.321047 0.310791 0.319795 0.318424 0.370942 0.352205 0.372207 0.37621 0.360285 0.385745 0.379757 0.388689 0.380011 0.378049 0.311046 0.312604 0.308549 0.309605 0.309709 0.279356
0.321248 0.319486 0.333529 0.435402 0.289749 0.30566 0.309195 0.290531 0.306115 0.288176 0.427112 0.457334 0.432207 0.150184 0.297522 0.311589 0.351541 0.309227 0.332919 0.332919 0.454899 0.454616 0.453042 0.451782 0.454519 0.455985 0.452703 0.441871 1 0.4366 0.437962 0.44008 0.430067 0.432516 0.43135 0.293549 0.310997 0.305217 0.312538 0.312309 0.335772 0.280953 0.345107 0.27584 0.325852 0.368242 0.363615 0.415785 0.4299 0.397317 0.383112 0.385428 0.836455 0.371352 0.377738 0.347707 0.34924 0.43262 0.431152 0.429286 0.428028 0.429044 0.405404 0.403128 0.403215 0.401062 0.404679 0.421108 0.402532 0.439966 0.427028 0.442326 0.416734 0.367349 0.359913 0.35407 0.377628 0.365551 0.344345 0.368898 0.368718 0.371891 0.37433 0.433439 0.436899 0.442899 0.30339 0.281905 0.293549 0.310997 0.305217 0.312538 0.312309 0.390421 0.380081 0.370723 0.396282 0.321718 0.404292 0.408747 0.385016 0.332578 0.374203 0.437911 0.434936 0.442653 0.441432 0.442229 0.36912 0.3458 0.381013 0.276097 0.327163 0.364518 0.39746 0.383092 0.385428 0.392199 0.392757 0.440705 0.421944 0.445419 0.45185 0.445924 0.451819 0.43753 0.448206 0.438775 0.449428 0.382334 0.383531 0.375391 0.383594 0.376939 0.346388
