C1903d2TS003_1 C1903d2TS010_1 C1903d2TS010_2 C1903d2TS010_3 C1903d2TS010_4 C1903d2TS010_5 C1903d2TS044_1 C1903d2TS049_1 C1903d2TS049_2 C1903d2TS049_3 C1903d2TS049_4 C1903d2TS049_5 C1903d2TS067_1 C1903d2TS067_2 C1903d2TS067_3 C1903d2TS067_4 C1903d2TS067_5 C1903d2TS103_1 C1903d2TS121_1 C1903d2TS121_2 C1903d2TS121_3 C1903d2TS123_1 C1903d2TS123_2 C1903d2TS123_3 C1903d2TS123_4 C1903d2TS123_5 C1903d2TS131_1 C1903d2TS131_2 C1903d2TS131_3 C1903d2TS131_4 C1903d2TS131_5 C1903d2TS210_1 C1903d2TS210_2 C1903d2TS210_3 C1903d2TS210_4 C1903d2TS210_5 C1903d2TS215_1 C1903d2TS215_2 C1903d2TS215_3 C1903d2TS215_4 C1903d2TS215_5 C1903d2TS228_1 C1903d2TS228_2 C1903d2TS228_3 C1903d2TS228_4 C1903d2TS228_5 C1903d2TS240_1 C1903d2TS240_2 C1903d2TS240_3 C1903d2TS240_4 C1903d2TS240_5 C1903d2TS258_1 C1903d2TS258_2 C1903d2TS258_3 C1903d2TS258_4 C1903d2TS258_5 C1903d2TS270_1 C1903d2TS273_1 C1903d2TS273_2 C1903d2TS273_3 C1903d2TS273_4 C1903d2TS273_5 C1903d2TS301_1 C1903d2TS345_1 C1903d2TS345_2 C1903d2TS345_3 C1903d2TS345_4 C1903d2TS345_5 C1903d2TS347_1 C1903d2TS347_2 C1903d2TS347_3 C1903d2TS405_1 C1903d2TS405_2 C1903d2TS405_3 C1903d2TS405_4 C1903d2TS405_5 C1903d2TS432_1 C1903d2TS438_1 C1903d2TS438_2 C1903d2TS438_3 C1903d2TS438_4 C1903d2TS438_5
0.419667 0.376606 0.35537 0.375511 0.373649 0.382664 0.311757 0.528636 0.568367 0.562672 1 0.541687 0.430067 0.430067 0.430067 0.433404 0.433404 0.370135 0.386406 0.398554 0.317387 0.34801 0.412434 0.412434 0.412434 0.412434 0.382866 0.383535 0.372354 0.386424 0.390289 0.362283 0.353189 0.347709 0.345586 0.340949 0.360521 0.360233 0.33233 0.386825 0.36474 0.345124 0.350406 0.349224 0.339724 0.37346 0.361044 0.375171 0.371883 0.380257 0.375267 0.353178 0.366531 0.370793 0.401908 0.35992 0.368974 0.354082 0.359946 0.359946 0.351532 0.358946 0.311757 0.357188 0.362035 0.355341 0.352111 0.358333 0.386007 0.387016 0.332975 0.362283 0.353189 0.347709 0.345586 0.340949 0.345692 0.302253 0.368805 0.360702 0.367062 0.360315
0.425628 0.406055 0.368641 0.396989 0.383201 0.390417 0.324618 0.579529 0.602055 0.581769 0.550719 1 0.446062 0.446062 0.446062 0.437042 0.437042 0.369093 0.404416 0.39349 0.316262 0.3467 0.379018 0.379018 0.379018 0.379018 0.378311 0.377492 0.384983 0.384572 0.383144 0.379223 0.345319 0.359286 0.381381 0.35824 0.389316 0.341714 0.351095 0.390184 0.382488 0.36919 0.366197 0.364205 0.365666 0.377365 0.379618 0.395436 0.383753 0.384797 0.386596 0.380578 0.381786 0.37503 0.407281 0.363381 0.378527 0.384526 0.375989 0.375989 0.386142 0.378492 0.324618 0.37684 0.365439 0.362682 0.357196 0.358485 0.397148 0.378359 0.327452 0.379223 0.345319 0.359286 0.381381 0.35824 0.365401 0.310003 0.363259 0.350344 0.35971 0.353922
0.370766 0.442811 0.411422 0.414932 0.426891 0.436129 0.330144 0.262349 0.270583 0.219437 0.206428 0.189759 1 1 1 0.618592 0.618592 0.412763 0.418374 0.415297 0.32428 0.425679 0.424877 0.424877 0.424877 0.424877 0.419248 0.391094 0.412295 0.40447 0.406768 0.423456 0.404035 0.410764 0.406464 0.407681 0.402546 0.372863 0.403632 0.363655 0.415382 0.410114 0.410313 0.414984 0.41135 0.411736 0.418795 0.421976 0.408072 0.426309 0.4247 0.454462 0.444611 0.445615 0.446408 0.432303 0.430241 0.429885 0.436025 0.436025 0.420274 0.421231 0.330144 0.399789 0.399968 0.390741 0.438055 0.403149 0.387942 0.40749 0.42663 0.423456 0.404035 0.410764 0.406464 0.407681 0.428987 0.382279 0.408301 0.337256 0.413661 0.39791
0.370766 0.442811 0.411422 0.414932 0.426891 0.436129 0.330144 0.262349 0.270583 0.219437 0.206428 0.189759 1 1 1 0.618592 0.618592 0.412763 0.418374 0.415297 0.32428 0.425679 0.424877 0.424877 0.424877 0.424877 0.419248 0.391094 0.412295 0.40447 0.406768 0.423456 0.404035 0.410764 0.406464 0.407681 0.402546 0.372863 0.403632 0.363655 0.415382 0.410114 0.410313 0.414984 0.41135 0.411736 0.418795 0.421976 0.408072 0.426309 0.4247 0.454462 0.444611 0.445615 0.446408 0.432303 0.430241 0.429885 0.436025 0.436025 0.420274 0.421231 0.330144 0.399789 0.399968 0.390741 0.438055 0.403149 0.387942 0.40749 0.42663 0.423456 0.404035 0.410764 0.406464 0.407681 0.428987 0.382279 0.408301 0.337256 0.413661 0.39791
0.370766 0.442811 0.411422 0.414932 0.426891 0.436129 0.330144 0.262349 0.270583 0.219437 0.206428 0.189759 1 1 1 0.618592 0.618592 0.412763 0.418374 0.415297 0.32428 0.425679 0.424877 0.424877 0.424877 0.424877 0.419248 0.391094 0.412295 0.40447 0.406768 0.423456 0.404035 0.410764 0.406464 0.407681 0.402546 0.372863 0.403632 0.363655 0.415382 0.410114 0.410313 0.414984 0.41135 0.411736 0.418795 0.421976 0.408072 0.426309 0.4247 0.454462 0.444611 0.445615 0.446408 0.432303 0.430241 0.429885 0.436025 0.436025 0.420274 0.421231 0.330144 0.399789 0.399968 0.390741 0.438055 0.403149 0.387942 0.40749 0.42663 0.423456 0.404035 0.410764 0.406464 0.407681 0.428987 0.382279 0.408301 0.337256 0.413661 0.39791
0.366889 0.420371 0.407634 0.397812 0.399148 0.420584 0.317968 0.24435 0.274581 0.24249 0.209623 0.196196 0.622704 0.622704 0.622704 1 1 0.438778 0.389305 0.389657 0.314023 0.389576 0.381411 0.381411 0.381411 0.381411 0.394645 0.38254 0.405513 0.403512 0.402329 0.401428 0.397702 0.399434 0.411762 0.386411 0.383714 0.361397 0.412795 0.355973 0.399621 0.393945 0.3954 0.399013 0.39517 0.391853 0.400481 0.408956 0.406978 0.413934 0.404256 0.420143 0.409089 0.405858 0.431696 0.405769 0.399939 0.392881 0.405717 0.405717 0.39427 0.395197 0.317968 0.364343 0.3965 0.368341 0.418108 0.359714 0.384288 0.408055 0.408438 0.401428 0.397702 0.399434 0.411762 0.386411 0.405047 0.36149 0.400933 0.335164 0.402022 0.39739
0.366889 0.420371 0.407634 0.397812 0.399148 0.420584 0.317968 0.24435 0.274581 0.24249 0.209623 0.196196 0.622704 0.622704 0.622704 1 1 0.438778 0.389305 0.389657 0.314023 0.389576 0.381411 0.381411 0.381411 0.381411 0.394645 0.38254 0.405513 0.403512 0.402329 0.401428 0.397702 0.399434 0.411762 0.386411 0.383714 0.361397 0.412795 0.355973 0.399621 0.393945 0.3954 0.399013 0.39517 0.391853 0.400481 0.408956 0.406978 0.413934 0.404256 0.420143 0.409089 0.405858 0.431696 0.405769 0.399939 0.392881 0.405717 0.405717 0.39427 0.395197 0.317968 0.364343 0.3965 0.368341 0.418108 0.359714 0.384288 0.408055 0.408438 0.401428 0.397702 0.399434 0.411762 0.386411 0.405047 0.36149 0.400933 0.335164 0.402022 0.39739
0.291963 0.4214 0.408322 0.414019 0.446344 0.448575 0.322239 0.186235 0.18247 0.15692 0.149523 0.132609 0.342748 0.342748 0.342748 0.359762 0.359762 1 0.302449 0.276882 0.226396 0.43015 0.411019 0.411019 0.411019 0.411019 0.392404 0.402996 0.418121 0.413926 0.400284 0.391473 0.406142 0.420994 0.399441 0.381552 0.404228 0.412312 0.422901 0.362895 0.410291 0.436877 0.434379 0.438707 0.439537 0.417841 0.429456 0.422149 0.429562 0.447772 0.41974 0.444566 0.435098 0.431459 0.446975 0.422718 0.427826 0.410615 0.416188 0.416188 0.409095 0.415304 0.322239 0.390392 0.412717 0.391418 0.3763 0.353079 0.406584 0.419943 0.423092 0.391473 0.406142 0.420994 0.399441 0.381552 0.444674 0.384184 0.418745 0.339611 0.420697 0.422929
0.282064 0.297788 0.297959 0.306687 0.301351 0.317636 0.237986 0.185775 0.17796 0.167063 0.129298 0.136898 0.328512 0.328512 0.328512 0.303894 0.303894 0.294107 1 0.607229 0.440114 0.284066 0.283577 0.283577 0.283577 0.283577 0.309817 0.290868 0.286612 0.286028 0.292243 0.284681 0.293483 0.288325 0.303119 0.299482 0.287014 0.29705 0.304766 0.278736 0.297653 0.298753 0.29614 0.287616 0.298775 0.306581 0.292479 0.304539 0.288728 0.29755 0.303543 0.310905 0.289737 0.290339 0.295455 0.299548 0.301414 0.276772 0.266522 0.266522 0.272604 0.260729 0.237986 0.27859 0.281561 0.285074 0.276828 0.2806 0.26835 0.290774 0.335781 0.284681 0.293483 0.288325 0.303119 0.299482 0.297741 0.262596 0.301041 0.242419 0.291501 0.294276
0.270771 0.282801 0.301035 0.295498 0.297257 0.318754 0.230134 0.175407 0.186325 0.158275 0.121343 0.132835 0.316699 0.316699 0.316699 0.305556 0.305556 0.279406 0.581074 1 0.439039 0.271791 0.283177 0.283177 0.283177 0.283177 0.29472 0.282347 0.278891 0.279754 0.27469 0.274468 0.276535 0.284604 0.29114 0.283927 0.263274 0.277 0.294932 0.269928 0.287512 0.286551 0.286478 0.288129 0.283897 0.28612 0.279135 0.286617 0.292705 0.285501 0.293555 0.301711 0.287075 0.291841 0.282207 0.29226 0.29237 0.257853 0.256409 0.256409 0.277508 0.247619 0.230134 0.275436 0.248999 0.28376 0.275464 0.269026 0.269619 0.264158 0.314952 0.274468 0.276535 0.284604 0.29114 0.283927 0.280731 0.249739 0.28497 0.242057 0.28847 0.286545
0.219702 0.225506 0.236471 0.227387 0.214551 0.247213 0.181679 0.154191 0.133495 0.131377 0.103786 0.094624 0.243978 0.243978 0.243978 0.234326 0.234326 0.206342 0.436231 0.437835 1 0.226021 0.213002 0.213002 0.213002 0.213002 0.230316 0.241364 0.250523 0.238104 0.236164 0.230754 0.236593 0.223732 0.250186 0.239597 0.236876 0.229288 0.254947 0.219209 0.248704 0.239606 0.238717 0.236152 0.242697 0.23495 0.231934 0.240645 0.238759 0.227842 0.234468 0.24094 0.229047 0.231482 0.216404 0.243888 0.224718 0.235542 0.231004 0.231004 0.232727 0.219043 0.181679 0.244442 0.24323 0.240662 0.216042 0.231557 0.230015 0.228755 0.268745 0.230754 0.236593 0.223732 0.250186 0.239597 0.230075 0.209352 0.235687 0.222715 0.236923 0.240446
0.258433 0.385424 0.409722 0.405343 0.390858 0.402802 0.300603 0.139828 0.138612 0.117865 0.104194 0.0860061 0.289611 0.289611 0.289611 0.259507 0.259507 0.356913 0.251089 0.232146 0.203135 1 0.418094 0.418094 0.418094 0.418094 0.376638 0.401173 0.396094 0.393389 0.400895 0.383319 0.383385 0.391953 0.385305 0.378861 0.370754 0.381267 0.431217 0.370103 0.407117 0.426369 0.421001 0.424155 0.423964 0.434466 0.387536 0.389079 0.38612 0.409909 0.388248 0.395127 0.391527 0.418423 0.411352 0.390375 0.366777 0.391951 0.386786 0.386786 0.383979 0.384171 0.300603 0.362065 0.39303 0.371437 0.347114 0.359029 0.401002 0.414379 0.377711 0.383319 0.383385 0.391953 0.385305 0.378861 0.4024 0.370928 0.413144 0.333439 0.412457 0.416304
0.28886 0.368269 0.376689 0.348176 0.373153 0.373504 0.292717 0.167941 0.137336 0.136015 0.141789 0.102268 0.309912 0.309912 0.309912 0.273862 0.273862 0.378786 0.271053 0.269874 0.204227 0.440396 1 1 1 1 0.401654 0.397609 0.396231 0.396273 0.395998 0.35029 0.374603 0.377674 0.361415 0.358715 0.359689 0.36566 0.377324 0.368353 0.365117 0.397445 0.403043 0.407117 0.390306 0.393541 0.389469 0.380072 0.375234 0.394118 0.389444 0.385079 0.388057 0.406987 0.394588 0.394791 0.377791 0.368806 0.374212 0.374212 0.369483 0.367462 0.292717 0.357066 0.404123 0.351469 0.346617 0.341484 0.393449 0.382341 0.351125 0.35029 0.374603 0.377674 0.361415 0.358715 0.379471 0.365033 0.394844 0.310998 0.387571 0.385442
0.28886 0.368269 0.376689 0.348176 0.373153 0.373504 0.292717 0.167941 0.137336 0.136015 0.141789 0.102268 0.309912 0.309912 0.309912 0.273862 0.273862 0.378786 0.271053 0.269874 0.204227 0.440396 1 1 1 1 0.401654 0.397609 0.396231 0.396273 0.395998 0.35029 0.374603 0.377674 0.361415 0.358715 0.359689 0.36566 0.377324 0.368353 0.365117 0.397445 0.403043 0.407117 0.390306 0.393541 0.389469 0.380072 0.375234 0.394118 0.389444 0.385079 0.388057 0.406987 0.394588 0.394791 0.377791 0.368806 0.374212 0.374212 0.369483 0.367462 0.292717 0.357066 0.404123 0.351469 0.346617 0.341484 0.393449 0.382341 0.351125 0.35029 0.374603 0.377674 0.361415 0.358715 0.379471 0.365033 0.394844 0.310998 0.387571 0.385442
0.28886 0.368269 0.376689 0.348176 0.373153 0.373504 0.292717 0.167941 0.137336 0.136015 0.141789 0.102268 0.309912 0.309912 0.309912 0.273862 0.273862 0.378786 0.271053 0.269874 0.204227 0.440396 1 1 1 1 0.401654 0.397609 0.396231 0.396273 0.395998 0.35029 0.374603 0.377674 0.361415 0.358715 0.359689 0.36566 0.377324 0.368353 0.365117 0.397445 0.403043 0.407117 0.390306 0.393541 0.389469 0.380072 0.375234 0.394118 0.389444 0.385079 0.388057 0.406987 0.394588 0.394791 0.377791 0.368806 0.374212 0.374212 0.369483 0.367462 0.292717 0.357066 0.404123 0.351469 0.346617 0.341484 0.393449 0.382341 0.351125 0.35029 0.374603 0.377674 0.361415 0.358715 0.379471 0.365033 0.394844 0.310998 0.387571 0.385442
0.28886 0.368269 0.376689 0.348176 0.373153 0.373504 0.292717 0.167941 0.137336 0.136015 0.141789 0.102268 0.309912 0.309912 0.309912 0.273862 0.273862 0.378786 0.271053 0.269874 0.204227 0.440396 1 1 1 1 0.401654 0.397609 0.396231 0.396273 0.395998 0.35029 0.374603 0.377674 0.361415 0.358715 0.359689 0.36566 0.377324 0.368353 0.365117 0.397445 0.403043 0.407117 0.390306 0.393541 0.389469 0.380072 0.375234 0.394118 0.389444 0.385079 0.388057 0.406987 0.394588 0.394791 0.377791 0.368806 0.374212 0.374212 0.369483 0.367462 0.292717 0.357066 0.404123 0.351469 0.346617 0.341484 0.393449 0.382341 0.351125 0.35029 0.374603 0.377674 0.361415 0.358715 0.379471 0.365033 0.394844 0.310998 0.387571 0.385442
0.280665 0.49216 0.465291 0.436839 0.474481 0.452822 0.39786 0.156852 0.155848 0.137315 0.13357 0.114107 0.285039 0.285039 0.285039 0.287738 0.287738 0.357668 0.289682 0.267293 0.220698 0.405105 0.384396 0.384396 0.384396 0.384396 1 0.718333 0.629119 0.671315 0.719892 0.472495 0.492528 0.506471 0.53204 0.531988 0.416574 0.439141 0.42956 0.404432 0.408713 0.511264 0.524715 0.542304 0.504383 0.550802 0.530835 0.521694 0.548183 0.509777 0.542729 0.513984 0.551124 0.559038 0.49467 0.521188 0.478878 0.47957 0.48146 0.48146 0.492517 0.482567 0.39786 0.406295 0.396567 0.415639 0.38635 0.426078 0.427965 0.405587 0.390128 0.472495 0.492528 0.506471 0.53204 0.531988 0.454362 0.445106 0.532296 0.383689 0.525792 0.53004
0.280204 0.488707 0.473302 0.469765 0.492411 0.469446 0.414058 0.171592 0.148344 0.146282 0.130927 0.105053 0.287333 0.287333 0.287333 0.289673 0.289673 0.359335 0.278217 0.261771 0.23069 0.428897 0.372777 0.372777 0.372777 0.372777 0.705162 1 0.678964 0.666612 0.733104 0.50701 0.54305 0.496747 0.542683 0.5123 0.451315 0.466952 0.470576 0.4363 0.419293 0.544121 0.553449 0.572907 0.538638 0.576957 0.553444 0.549214 0.581744 0.537408 0.559943 0.558659 0.553068 0.556146 0.499493 0.538054 0.485451 0.500005 0.493787 0.493787 0.491388 0.495886 0.414058 0.433227 0.415387 0.446055 0.4066 0.436773 0.4552 0.408626 0.406083 0.50701 0.54305 0.496747 0.542683 0.5123 0.508229 0.434175 0.564546 0.406536 0.563903 0.567133
0.261935 0.501815 0.506743 0.483809 0.504328 0.487478 0.434909 0.183246 0.151101 0.146086 0.122001 0.101458 0.307171 0.307171 0.307171 0.303747 0.303747 0.37552 0.279561 0.267022 0.229583 0.434113 0.377699 0.377699 0.377699 0.377699 0.615358 0.67743 1 0.73551 0.734025 0.509289 0.543759 0.501184 0.546482 0.519984 0.465869 0.447072 0.447839 0.436294 0.445544 0.539646 0.541107 0.559429 0.533806 0.544146 0.542992 0.547595 0.548392 0.52393 0.563139 0.536831 0.54031 0.527295 0.516309 0.523911 0.493164 0.514281 0.508889 0.508889 0.508395 0.506207 0.434909 0.428387 0.410553 0.445741 0.417437 0.424435 0.459774 0.404277 0.420789 0.509289 0.543759 0.501184 0.546482 0.519984 0.499182 0.442004 0.543522 0.392501 0.548202 0.554034
0.276829 0.520461 0.491114 0.499435 0.506007 0.500231 0.419825 0.185092 0.16962 0.156547 0.145566 0.123403 0.308547 0.308547 0.308547 0.315034 0.315034 0.404377 0.294854 0.274931 0.234767 0.44728 0.411444 0.411444 0.411444 0.411444 0.697433 0.694432 0.776684 1 0.752977 0.52097 0.538186 0.541422 0.563373 0.55381 0.469954 0.462685 0.456293 0.427254 0.450837 0.541746 0.549465 0.571856 0.531652 0.550842 0.551604 0.548026 0.576887 0.53151 0.57283 0.563733 0.579884 0.590639 0.529701 0.575481 0.499449 0.531594 0.526019 0.526019 0.528875 0.522844 0.419825 0.430652 0.424901 0.440507 0.419006 0.413018 0.481765 0.434328 0.406493 0.52097 0.538186 0.541422 0.563373 0.55381 0.506101 0.466259 0.523208 0.398398 0.529477 0.52817
