C1905TS003_1 C1905TS003_2 C1905TS003_3 C1905TS044_1 C1905TS066_1 C1905TS067_1 C1905TS067_2 C1905TS067_3 C1905TS067_4 C1905TS067_5 C1905TS073_1 C1905TS073_2 C1905TS073_3 C1905TS073_4 C1905TS073_5 C1905TS087_1 C1905TS087_2 C1905TS102_1 C1905TS102_2 C1905TS103_1 C1905TS103_2 C1905TS123_1 C1905TS123_2 C1905TS123_3 C1905TS123_4 C1905TS123_5 C1905TS131_1 C1905TS131_2 C1905TS131_3 C1905TS131_4 C1905TS131_5 C1905TS152_1 C1905TS152_2 C1905TS152_3 C1905TS152_4 C1905TS152_5 C1905TS156_1 C1905TS156_2 C1905TS156_3 C1905TS156_4 C1905TS156_5 C1905TS158_1 C1905TS158_2 C1905TS158_3 C1905TS158_4 C1905TS158_5 C1905TS182_1 C1905TS182_2 C1905TS182_3 C1905TS182_4 C1905TS182_5 C1905TS196_1 C1905TS200_1 C1905TS210_1 C1905TS210_2 C1905TS210_3 C1905TS210_4 C1905TS210_5 C1905TS211_1 C1905TS211_2 C1905TS211_3 C1905TS211_4 C1905TS211_5 C1905TS213_1 C1905TS213_2 C1905TS213_3 C1905TS213_4 C1905TS213_5 C1905TS215_1 C1905TS215_2 C1905TS215_3 C1905TS215_4 C1905TS215_5 C1905TS228_1 C1905TS230_1 C1905TS230_2 C1905TS230_3 C1905TS230_4 C1905TS230_5 C1905TS240_1 C1905TS240_2 C1905TS240_3 C1905TS240_4 C1905TS240_5 C1905TS247_1 C1905TS247_2 C1905TS247_3 C1905TS247_4 C1905TS247_5 C1905TS258_1 C1905TS258_2 C1905TS258_3 C1905TS258_4 C1905TS258_5 C1905TS273_1 C1905TS273_2 C1905TS273_3 C1905TS273_4 C1905TS273_5 C1905TS278_1 C1905TS278_2 C1905TS278_3 C1905TS278_4 C1905TS278_5 C1905TS299_1 C1905TS299_2 C1905TS299_3 C1905TS299_4 C1905TS299_5 C1905TS301_1 C1905TS309_1 C1905TS309_2 C1905TS309_3 C1905TS309_4 C1905TS309_5 C1905TS346_1 C1905TS347_1 C1905TS359_1 C1905TS369_1 C1905TS369_2 C1905TS369_3 C1905TS369_4 C1905TS369_5 C1905TS389_1 C1905TS389_2 C1905TS389_3 C1905TS389_4 C1905TS389_5 C1905TS401_1 C1905TS404_1 C1905TS404_2 C1905TS404_3 C1905TS404_4 C1905TS404_5 C1905TS405_1 C1905TS405_2 C1905TS405_3 C1905TS405_4 C1905TS405_5 C1905TS413_1 C1905TS413_2 C1905TS413_3 C1905TS413_4 C1905TS413_5 C1905TS414_1 C1905TS414_3 C1905TS414_4 C1905TS414_5 C1905TS438_1 C1905TS438_2 C1905TS438_3 C1905TS438_4 C1905TS438_5
0.318383 0.323169 0.330713 0.438926 0.314425 0.302038 0.298106 0.294317 0.296287 0.304938 0.345708 0.35028 0.371822 0.349432 0.352535 0.437914 0.436452 0.258838 0.436063 0.344925 0.258838 0.332442 0.325 0.375556 0.322913 0.322913 0.44283 0.428931 0.442317 0.434457 0.429904 0.420527 0.428609 0.399961 0.361135 0.344493 1 0.641225 0.659606 0.679474 0.622489 0.268918 0.162267 0.163174 0.154539 0.154559 0.348482 0.224053 0.352131 0.225625 0.333966 0.436063 0.31457 0.397958 0.413088 0.437032 0.390802 0.386655 0.415785 0.320408 0.346566 0.346774 0.350144 0.417186 0.417292 0.419126 0.420794 0.419499 0.402083 0.411633 0.406313 0.404539 0.411447 0.422751 0.334296 0.344714 0.343578 0.316381 0.362838 0.362538 0.341224 0.349826 0.342595 0.35775 0.387291 0.367224 0.379857 0.388617 0.369465 0.355142 0.35179 0.351288 0.368495 0.352909 0.413537 0.349862 0.342974 0.306236 0.251695 0.268918 0.162267 0.163174 0.154539 0.154559 0.413974 0.416361 0.418959 0.412639 0.397769 0.438926 0.355044 0.339786 0.359733 0.36692 0.350623 0.123215 0.312701 0.399524 0.449857 0.445401 0.451048 0.425582 0.438429 0.374159 0.306145 0.347266 0.337468 0.35342 0.414767 0.35185 0.345831 0.347519 0.349755 0.346058 0.390922 0.395604 0.387418 0.386655 0.386386 0.420902 0.397339 0.440115 0.420092 0.417332 0.437248 0.430538 0.415582 0.413079 0.406738 0.40793 0.402964 0.405062 0.412281
0.3235 0.329055 0.330789 0.44917 0.329269 0.308673 0.30833 0.307879 0.302412 0.306773 0.347252 0.362046 0.374427 0.358464 0.362184 0.448053 0.428972 0.261255 0.459548 0.345233 0.261255 0.346141 0.329345 0.379138 0.329782 0.329782 0.451112 0.437933 0.447765 0.443135 0.438659 0.428443 0.431775 0.38852 0.36902 0.357142 0.657363 1 0.7205 0.717617 0.735846 0.269116 0.164357 0.16745 0.156633 0.156869 0.356766 0.228539 0.356207 0.22918 0.338176 0.459548 0.325684 0.413543 0.42494 0.452367 0.411786 0.386573 0.409564 0.323944 0.35304 0.35108 0.357325 0.430233 0.439883 0.434788 0.43087 0.437458 0.426271 0.424058 0.431954 0.413398 0.432883 0.437136 0.348225 0.356489 0.348219 0.317841 0.361983 0.362797 0.343083 0.355112 0.349292 0.364532 0.388061 0.383605 0.378924 0.376676 0.37804 0.370789 0.36577 0.355391 0.380283 0.373405 0.411876 0.355226 0.350535 0.311596 0.25357 0.269116 0.164357 0.16745 0.156633 0.156869 0.424399 0.41013 0.425498 0.413652 0.402696 0.44917 0.353427 0.330465 0.35692 0.372351 0.354393 0.126657 0.316791 0.414651 0.449681 0.453537 0.4447 0.429133 0.447168 0.382455 0.321196 0.369099 0.345004 0.366464 0.432537 0.35949 0.352716 0.356243 0.356864 0.359174 0.41191 0.397171 0.400163 0.386573 0.396525 0.437307 0.418685 0.452045 0.429217 0.430284 0.438468 0.434396 0.414389 0.411649 0.419497 0.420158 0.416167 0.415366 0.422748
0.339452 0.335462 0.347131 0.45122 0.345256 0.315106 0.316218 0.317193 0.311192 0.316846 0.35801 0.374496 0.379276 0.365101 0.365682 0.462426 0.455903 0.279578 0.464694 0.364265 0.279578 0.351273 0.35096 0.376367 0.343158 0.343158 0.457292 0.451844 0.459259 0.454924 0.451409 0.448488 0.440492 0.418901 0.38388 0.357613 0.699624 0.738063 1 0.750218 0.741834 0.288884 0.165437 0.1682 0.161936 0.162818 0.369142 0.237471 0.367268 0.23682 0.345422 0.464694 0.323931 0.421572 0.430991 0.461008 0.417891 0.406996 0.427432 0.340532 0.353356 0.351531 0.354501 0.444264 0.449718 0.440877 0.440862 0.450571 0.430189 0.425948 0.434119 0.436479 0.437939 0.438705 0.347778 0.365074 0.354915 0.332602 0.372772 0.377004 0.354939 0.364668 0.357505 0.376971 0.405012 0.392104 0.402401 0.401184 0.398103 0.37416 0.381479 0.37772 0.397699 0.380635 0.4259 0.35712 0.351377 0.317333 0.256805 0.288884 0.165437 0.1682 0.161936 0.162818 0.437349 0.431268 0.443296 0.427084 0.417712 0.45122 0.36258 0.35261 0.369482 0.376682 0.379946 0.128845 0.318777 0.429422 0.455857 0.470196 0.451438 0.448326 0.4671 0.392539 0.343288 0.369795 0.354008 0.380224 0.450668 0.364735 0.359069 0.361168 0.35984 0.35996 0.417858 0.414957 0.411515 0.406996 0.408317 0.444986 0.417658 0.456532 0.433139 0.44169 0.449261 0.453383 0.437259 0.427389 0.428605 0.426697 0.422802 0.422827 0.429966
0.304243 0.311526 0.318528 0.436997 0.326966 0.29529 0.297208 0.305518 0.301973 0.304782 0.341963 0.367728 0.361909 0.351021 0.350462 0.439828 0.429859 0.256917 0.441223 0.336274 0.256917 0.332083 0.324634 0.371776 0.319804 0.319804 0.452903 0.449602 0.45602 0.447396 0.439369 0.422128 0.427855 0.402808 0.375732 0.350856 0.687129 0.695333 0.712729 1 0.713096 0.256156 0.145818 0.148841 0.147363 0.147562 0.349637 0.220314 0.350293 0.2161 0.322959 0.441223 0.319388 0.409461 0.42521 0.447016 0.405722 0.400367 0.416488 0.317131 0.351606 0.347907 0.354364 0.418572 0.429282 0.425084 0.423721 0.428737 0.424975 0.411913 0.427284 0.41854 0.427158 0.427682 0.333658 0.343362 0.33861 0.320906 0.361986 0.369016 0.335439 0.352878 0.342711 0.362425 0.395341 0.378593 0.383908 0.39163 0.37383 0.366258 0.354847 0.359467 0.376665 0.362158 0.417202 0.351904 0.343855 0.30123 0.239149 0.256156 0.145818 0.148841 0.147363 0.147562 0.413458 0.419227 0.418905 0.413449 0.393877 0.436997 0.356742 0.342792 0.364712 0.367374 0.356453 0.122057 0.307369 0.413385 0.445715 0.445907 0.444015 0.433236 0.444349 0.383129 0.316324 0.357786 0.336041 0.372805 0.415105 0.352924 0.346123 0.349979 0.348852 0.348865 0.405766 0.408125 0.391504 0.400367 0.396457 0.431429 0.402424 0.436324 0.427097 0.422579 0.43956 0.442529 0.413682 0.416182 0.409749 0.407386 0.403333 0.404941 0.414242
0.316487 0.313064 0.31639 0.422735 0.326663 0.286974 0.288146 0.293113 0.288548 0.290909 0.331456 0.349608 0.358792 0.344945 0.341698 0.435688 0.426191 0.2608 0.432447 0.333385 0.2608 0.328729 0.319351 0.358716 0.30834 0.30834 0.438645 0.432187 0.434589 0.435515 0.426585 0.422453 0.408643 0.394785 0.37331 0.342307 0.633127 0.722383 0.7113 0.715475 1 0.260004 0.163886 0.166802 0.153166 0.153826 0.333554 0.215523 0.335711 0.219166 0.313629 0.432447 0.305567 0.405226 0.407466 0.427853 0.397286 0.385502 0.404028 0.305471 0.34176 0.34067 0.338264 0.419773 0.427297 0.420554 0.418257 0.420441 0.401322 0.400086 0.416661 0.407036 0.410527 0.405497 0.324174 0.337047 0.332845 0.301299 0.35039 0.350644 0.331113 0.344928 0.341101 0.356721 0.384089 0.371882 0.372295 0.379712 0.369856 0.358135 0.35012 0.352246 0.371969 0.349352 0.404084 0.339683 0.336694 0.296147 0.237688 0.260004 0.163886 0.166802 0.153166 0.153826 0.405684 0.395812 0.410386 0.40156 0.384127 0.422735 0.344575 0.336636 0.350565 0.367864 0.356223 0.118535 0.297005 0.393984 0.4401 0.436821 0.42858 0.418137 0.434933 0.366335 0.315103 0.349141 0.329714 0.369858 0.41576 0.347723 0.341696 0.343208 0.344131 0.347796 0.397407 0.391668 0.384287 0.385509 0.387585 0.421087 0.403078 0.437447 0.406111 0.421601 0.418054 0.424011 0.400433 0.400746 0.410054 0.408289 0.404877 0.404019 0.412428
0.482638 0.446667 0.462691 0.478135 0.405152 0.385303 0.387739 0.399058 0.393285 0.395968 0.453698 0.468359 0.474805 0.469906 0.466534 0.478058 0.480206 0.426076 0.460195 0.470092 0.426076 0.478987 0.508933 0.478665 0.485954 0.485954 0.471258 0.469905 0.463115 0.461138 0.469692 0.455702 0.457603 0.467522 0.484429 0.456596 0.490053 0.486663 0.488177 0.477777 0.479134 1 0.482504 0.480546 0.492289 0.490148 0.49717 0.43765 0.501963 0.438894 0.495602 0.460195 0.424544 0.458881 0.453712 0.460139 0.455094 0.463464 0.473282 0.428936 0.445691 0.450666 0.441748 0.491369 0.497414 0.493488 0.484632 0.498048 0.454493 0.465729 0.445477 0.455962 0.459391 0.471323 0.47298 0.471734 0.481733 0.462952 0.470644 0.435988 0.439755 0.417671 0.444722 0.437523 0.47519 0.46893 0.469273 0.46059 0.478492 0.446832 0.431486 0.450666 0.448647 0.450729 0.477142 0.460224 0.449048 0.422655 0.438104 1 0.482504 0.480546 0.492289 0.490148 0.482544 0.464454 0.470071 0.463988 0.468164 0.478135 0.469873 0.396309 0.46171 0.4581 0.481668 0.199875 0.40389 0.456295 0.497113 0.499229 0.505251 0.501244 0.485091 0.514211 0.505952 0.521021 0.473555 0.476922 0.353084 0.501101 0.49446 0.500675 0.500833 0.506017 0.455212 0.480265 0.446226 0.463464 0.446468 0.465961 0.460036 0.471011 0.449304 0.460382 0.498861 0.502896 0.496291 0.517095 0.469597 0.474886 0.477041 0.465636 0.468225
0.532328 0.528336 0.508105 0.476673 0.430787 0.397646 0.396179 0.456747 0.455098 0.451817 0.446448 0.471221 0.463555 0.480804 0.469309 0.460336 0.467568 0.520872 0.437573 0.472728 0.520872 0.478781 0.516835 0.46176 0.522972 0.522972 0.446254 0.442337 0.442654 0.444744 0.439197 0.43578 0.449963 0.459545 0.482363 0.442088 0.465559 0.46633 0.456056 0.447826 0.459223 0.613185 1 0.983438 0.709362 0.710926 0.487771 0.556628 0.490417 0.542834 0.489093 0.437573 0.457725 0.448064 0.443147 0.443959 0.449709 0.46061 0.454579 0.467882 0.442402 0.435744 0.432581 0.462935 0.459518 0.458322 0.465082 0.463975 0.455302 0.467875 0.465155 0.465719 0.458843 0.466412 0.480275 0.461528 0.465506 0.472472 0.456007 0.450009 0.465974 0.448019 0.46593 0.460875 0.453362 0.44037 0.448702 0.451548 0.464252 0.437319 0.426923 0.44621 0.436895 0.440218 0.458243 0.449523 0.4429 0.449031 0.557864 0.613185 1 0.983438 0.709362 0.710926 0.452813 0.45447 0.46313 0.44869 0.455847 0.476673 0.488304 0.40358 0.46134 0.454338 0.466407 0.222717 0.425615 0.447623 0.471459 0.47202 0.476948 0.474286 0.459168 0.506545 0.531752 0.539437 0.467596 0.467474 0.328613 0.490092 0.489095 0.490886 0.490885 0.490974 0.449843 0.485887 0.439073 0.46061 0.445476 0.443386 0.445539 0.446947 0.442158 0.443143 0.473858 0.463033 0.461919 0.480579 0.453887 0.451443 0.46261 0.452949 0.453004
0.528362 0.526438 0.503496 0.473066 0.429755 0.394628 0.392106 0.453393 0.4495 0.449093 0.448868 0.465012 0.456141 0.479321 0.4653 0.461107 0.469233 0.519291 0.435587 0.471287 0.519291 0.473933 0.509575 0.460782 0.52009 0.52009 0.44169 0.439671 0.441572 0.442671 0.43489 0.435365 0.446707 0.459615 0.479354 0.437452 0.464569 0.467472 0.455983 0.449116 0.46004 0.607393 0.976978 1 0.703972 0.704294 0.485192 0.553557 0.48743 0.538993 0.486506 0.435587 0.454488 0.44398 0.439662 0.443863 0.446164 0.465409 0.451869 0.46511 0.438893 0.430665 0.430046 0.460683 0.455012 0.455277 0.461084 0.459874 0.453998 0.465654 0.45902 0.462016 0.456352 0.460955 0.4766 0.458425 0.460989 0.46799 0.453634 0.45047 0.464446 0.443313 0.462913 0.45717 0.450678 0.440487 0.443122 0.451568 0.460374 0.434793 0.424235 0.441022 0.434497 0.438026 0.456579 0.444964 0.437622 0.44383 0.552483 0.607393 0.976978 1 0.703972 0.704294 0.456072 0.455818 0.464146 0.451599 0.452995 0.473066 0.48498 0.396774 0.456563 0.451482 0.463908 0.222073 0.425211 0.450043 0.472072 0.472085 0.47806 0.47216 0.457304 0.506355 0.527808 0.541334 0.463975 0.464595 0.327664 0.487569 0.486613 0.488404 0.488406 0.488503 0.446298 0.483876 0.435926 0.465409 0.440642 0.439998 0.441218 0.448259 0.438803 0.443015 0.472809 0.462196 0.457409 0.476729 0.45465 0.45198 0.462496 0.452934 0.45405
0.517945 0.528795 0.51663 0.463024 0.419194 0.394031 0.397865 0.44879 0.441754 0.452855 0.438913 0.46655 0.462929 0.466147 0.473417 0.458185 0.462232 0.518027 0.434543 0.468731 0.518027 0.469447 0.509393 0.463436 0.510251 0.510251 0.43127 0.427598 0.434747 0.428719 0.431666 0.441296 0.436708 0.453883 0.469202 0.443332 0.457004 0.455165 0.451478 0.446872 0.446725 0.618089 0.709037 0.707225 1 0.982558 0.478946 0.556201 0.482091 0.55572 0.478089 0.434543 0.451477 0.423058 0.432286 0.43361 0.427319 0.446649 0.446678 0.457579 0.436414 0.43872 0.425477 0.452026 0.4518 0.449426 0.449518 0.457627 0.442406 0.451505 0.45018 0.448744 0.444378 0.451209 0.464066 0.463415 0.461767 0.467429 0.446888 0.451853 0.456817 0.433972 0.459962 0.443399 0.44053 0.432842 0.451118 0.443179 0.454655 0.444228 0.420091 0.444833 0.437473 0.439258 0.459165 0.451199 0.440049 0.447541 0.563661 0.618089 0.709037 0.707225 1 0.982558 0.452984 0.460865 0.460442 0.453753 0.45138 0.463024 0.478534 0.392972 0.45275 0.44984 0.466392 0.22723 0.4249 0.447025 0.482321 0.47699 0.485393 0.463969 0.446766 0.492934 0.538181 0.537822 0.458455 0.461455 0.307607 0.488082 0.487226 0.49341 0.488672 0.490656 0.427496 0.471311 0.42939 0.446649 0.42371 0.43339 0.43319 0.445726 0.430999 0.443883 0.467651 0.452808 0.455253 0.472838 0.450834 0.449464 0.459175 0.449227 0.454981
0.514687 0.524068 0.51407 0.465213 0.418108 0.395427 0.399057 0.444681 0.441774 0.448952 0.436444 0.466043 0.461739 0.467675 0.46772 0.449027 0.45477 0.51684 0.433572 0.467694 0.51684 0.467858 0.502497 0.461098 0.50604 0.50604 0.428292 0.424165 0.431082 0.425019 0.427722 0.439601 0.436928 0.451615 0.464577 0.441864 0.455785 0.454444 0.452558 0.446326 0.446928 0.612391 0.706864 0.705319 0.976135 1 0.478966 0.551435 0.482395 0.548601 0.47605 0.433572 0.451519 0.419939 0.433271 0.431106 0.424439 0.447788 0.44376 0.453763 0.436495 0.43642 0.42364 0.451036 0.451712 0.447213 0.449869 0.457004 0.442488 0.454405 0.452318 0.449683 0.445778 0.452532 0.461677 0.459244 0.458436 0.464011 0.44291 0.446171 0.454027 0.430476 0.456412 0.441751 0.440569 0.430638 0.450286 0.443262 0.452872 0.446187 0.420069 0.444061 0.439334 0.438314 0.454556 0.449516 0.437817 0.445682 0.560581 0.612391 0.706864 0.705319 0.976135 1 0.443582 0.454642 0.454561 0.445482 0.451699 0.465213 0.476792 0.394396 0.453351 0.447851 0.464172 0.226514 0.423946 0.441496 0.474046 0.469694 0.477473 0.459718 0.443779 0.492429 0.533551 0.533324 0.45388 0.457004 0.306637 0.480604 0.479736 0.4859 0.481149 0.483098 0.424616 0.466692 0.429312 0.447797 0.420713 0.434338 0.433336 0.43964 0.432537 0.442481 0.466155 0.446649 0.452715 0.469201 0.443792 0.442143 0.452012 0.44337 0.448192
0.29222 0.289779 0.289197 0.34292 0.284171 0.267434 0.26997 0.277548 0.271166 0.284585 0.307273 0.318785 0.309319 0.306048 0.305812 0.360558 0.3458 0.265424 0.336689 0.314796 0.265424 0.316597 0.279073 0.32213 0.295166 0.295166 0.348223 0.344524 0.347741 0.347723 0.347241 0.325013 0.336384 0.334122 0.314045 0.309152 0.339156 0.343854 0.337852 0.341047 0.331557 0.267213 0.181737 0.181827 0.171776 0.173252 1 0.23498 0.82273 0.232177 0.647687 0.336689 0.284394 0.335306 0.329877 0.35003 0.328518 0.335788 0.32085 0.301785 0.313529 0.316125 0.314841 0.3389 0.340769 0.341428 0.341765 0.345926 0.320861 0.315885 0.321578 0.32193 0.317226 0.331134 0.307589 0.314213 0.309384 0.306852 0.322002 0.303167 0.289503 0.296179 0.309819 0.309663 0.340977 0.327208 0.318256 0.323535 0.323705 0.30005 0.306483 0.309644 0.331736 0.331237 0.321183 0.307909 0.313637 0.283246 0.234782 0.267213 0.181737 0.181827 0.171776 0.173252 0.341654 0.334673 0.340216 0.331196 0.341471 0.34292 0.319395 0.298699 0.327062 0.332412 0.327369 0.11575 0.285768 0.338509 0.339201 0.341659 0.341034 0.338322 0.328799 0.339442 0.295882 0.313709 0.315432 0.312859 0.249095 0.311732 0.312904 0.316117 0.314967 0.318657 0.328601 0.341723 0.336256 0.335788 0.330386 0.337494 0.333932 0.35021 0.348817 0.332235 0.353403 0.346662 0.346772 0.33899 0.341489 0.335265 0.34452 0.340513 0.340755
0.323854 0.314362 0.322591 0.312142 0.296623 0.259107 0.255483 0.292925 0.296201 0.30303 0.303969 0.302472 0.303822 0.313469 0.300976 0.313181 0.314527 0.329109 0.300384 0.305981 0.329109 0.3199 0.339232 0.302269 0.328523 0.328523 0.314433 0.306624 0.306529 0.30309 0.309647 0.309054 0.312556 0.311805 0.303352 0.300341 0.315527 0.316647 0.313088 0.313437 0.304302 0.326555 0.315203 0.315847 0.318566 0.318764 0.332477 1 0.335882 0.459231 0.32481 0.300384 0.300075 0.297368 0.301336 0.289501 0.299111 0.297423 0.310368 0.311326 0.295535 0.298774 0.298955 0.3196 0.316888 0.318755 0.315625 0.316959 0.303408 0.305915 0.296778 0.308369 0.296012 0.302234 0.301112 0.307132 0.299942 0.312579 0.304701 0.293264 0.294393 0.285083 0.301162 0.311916 0.312096 0.293153 0.305018 0.307587 0.30389 0.291213 0.291959 0.293875 0.288605 0.292647 0.316644 0.312453 0.298488 0.313436 0.319815 0.326555 0.315203 0.315847 0.318566 0.318764 0.301368 0.299491 0.302646 0.301167 0.302804 0.312142 0.315558 0.265358 0.316782 0.309543 0.304674 0.129883 0.285815 0.301535 0.306895 0.309076 0.306692 0.301735 0.308399 0.317454 0.325889 0.333197 0.303294 0.29504 0.206903 0.304439 0.302902 0.308468 0.303789 0.30824 0.299225 0.321312 0.295675 0.297423 0.300312 0.30296 0.306272 0.317356 0.312397 0.309507 0.325508 0.320972 0.306168 0.315461 0.314248 0.313576 0.319653 0.316921 0.318261
0.297727 0.293395 0.296206 0.347573 0.289753 0.264493 0.268583 0.280439 0.273268 0.28741 0.314401 0.323985 0.313252 0.313856 0.310522 0.366975 0.353729 0.270218 0.338832 0.312484 0.270218 0.320689 0.289398 0.323492 0.300193 0.300193 0.353647 0.345463 0.354667 0.350072 0.35289 0.331108 0.344219 0.335579 0.318245 0.315195 0.3465 0.345333 0.339612 0.345425 0.337282 0.273134 0.183957 0.183954 0.176712 0.178383 0.824663 0.240031 1 0.242717 0.644605 0.338832 0.286363 0.341177 0.333506 0.354666 0.338416 0.34342 0.325136 0.297505 0.315038 0.320602 0.314595 0.343771 0.346755 0.346326 0.347741 0.351087 0.323175 0.320524 0.316507 0.325836 0.320134 0.33638 0.304975 0.32141 0.313368 0.315166 0.324084 0.312497 0.292383 0.303714 0.311279 0.308718 0.344445 0.328997 0.319809 0.325483 0.32956 0.303582 0.3096 0.311138 0.334073 0.326745 0.323817 0.310735 0.315336 0.283927 0.237016 0.273134 0.183957 0.183954 0.176712 0.178383 0.342524 0.335218 0.337747 0.33005 0.338845 0.347573 0.319458 0.299322 0.330529 0.333144 0.330526 0.115887 0.293427 0.339387 0.339625 0.342799 0.343576 0.339546 0.332842 0.345977 0.298021 0.316802 0.318333 0.316635 0.251212 0.319293 0.320696 0.322353 0.321461 0.325297 0.338556 0.344733 0.338055 0.34342 0.340834 0.344149 0.336807 0.359401 0.35428 0.338791 0.363745 0.35333 0.349714 0.343835 0.346231 0.341847 0.347959 0.343977 0.34656
0.309256 0.293805 0.301285 0.301622 0.28556 0.247883 0.244561 0.268346 0.277418 0.276794 0.285117 0.286324 0.290075 0.298363 0.290442 0.304225 0.305637 0.308889 0.281662 0.30002 0.308889 0.297392 0.343936 0.293172 0.321889 0.321889 0.301214 0.295395 0.289768 0.285601 0.299685 0.301446 0.305615 0.305944 0.297183 0.276756 0.307319 0.30545 0.305735 0.301212 0.300002 0.311789 0.30815 0.307631 0.305311 0.303632 0.305323 0.44589 0.313359 1 0.307056 0.281662 0.287958 0.294163 0.289479 0.291004 0.28532 0.299357 0.300043 0.296763 0.280345 0.285761 0.274292 0.316384 0.312728 0.319949 0.317348 0.315296 0.289499 0.297094 0.297276 0.290868 0.292665 0.29823 0.290905 0.290979 0.298079 0.297065 0.294877 0.298677 0.297446 0.279203 0.295528 0.291358 0.292055 0.291191 0.29102 0.302229 0.299286 0.279857 0.291065 0.281954 0.277107 0.283571 0.301305 0.280799 0.279813 0.305773 0.318845 0.311789 0.30815 0.307631 0.305311 0.303632 0.297093 0.302709 0.295702 0.293625 0.29817 0.301622 0.295278 0.254736 0.303609 0.298678 0.30082 0.121768 0.269454 0.297687 0.292755 0.294028 0.293478 0.290864 0.295036 0.293211 0.30025 0.322837 0.288277 0.296967 0.202541 0.298408 0.298243 0.299178 0.296766 0.298868 0.285448 0.311796 0.299407 0.299357 0.284407 0.303296 0.292263 0.314195 0.302072 0.302535 0.309908 0.297761 0.295754 0.304813 0.318013 0.319276 0.316837 0.312706 0.315651
0.307627 0.301613 0.300786 0.344458 0.296882 0.273268 0.275779 0.280928 0.28357 0.287721 0.309613 0.31504 0.310688 0.305918 0.311501 0.351491 0.35191 0.281559 0.345864 0.322487 0.281559 0.316558 0.291509 0.330964 0.306424 0.306424 0.338672 0.34353 0.348471 0.350362 0.351205 0.327 0.346335 0.334297 0.316843 0.313971 0.340494 0.342013 0.337256 0.334427 0.329739 0.286771 0.197803 0.196543 0.191454 0.192911 0.665893 0.244847 0.655145 0.245272 1 0.345864 0.296761 0.327536 0.331789 0.34789 0.329825 0.340218 0.32476 0.299846 0.316067 0.31797 0.314297 0.340877 0.345306 0.344864 0.343335 0.344963 0.317436 0.325743 0.329165 0.331469 0.326238 0.331977 0.310519 0.316852 0.320287 0.321582 0.320845 0.310294 0.300251 0.304806 0.320572 0.304138 0.338926 0.325921 0.321436 0.320592 0.327949 0.309362 0.311058 0.312393 0.325845 0.327532 0.323995 0.313987 0.319118 0.291876 0.237857 0.286771 0.197803 0.196543 0.191454 0.192911 0.34277 0.334939 0.340543 0.337597 0.343101 0.344458 0.320761 0.300481 0.326897 0.337841 0.333371 0.115083 0.298085 0.339416 0.340628 0.344236 0.342934 0.339819 0.332959 0.339833 0.311938 0.319333 0.315488 0.313758 0.250054 0.327818 0.325584 0.330393 0.329497 0.333348 0.32997 0.338899 0.333892 0.340218 0.328072 0.336812 0.331648 0.347611 0.352893 0.334783 0.352816 0.349053 0.346185 0.342037 0.345098 0.343649 0.342916 0.339679 0.345088
0.256992 0.272272 0.258384 0.433378 0.31136 0.282326 0.281539 0.27815 0.280724 0.280157 0.310074 0.320728 0.313879 0.32003 0.305726 0.429495 0.413013 0.231692 1 0.296227 0.231692 0.29863 0.276325 0.313417 0.260727 0.260727 0.390403 0.394047 0.400918 0.397068 0.397465 0.366609 0.349086 0.389297 0.318747 0.29691 0.369398 0.377361 0.369002 0.37303 0.369624 0.227202 0.125021 0.125066 0.128754 0.129794 0.293084 0.180826 0.293955 0.178252 0.297542 1 0.281137 0.363809 0.385061 0.430285 0.356261 0.362154 0.345443 0.262797 0.301685 0.306575 0.307369 0.375097 0.380049 0.37716 0.382089 0.387606 0.399035 0.410826 0.398105 0.405151 0.415383 0.413244 0.29077 0.302574 0.307276 0.268566 0.288135 0.33273 0.310764 0.32158 0.318238 0.318364 0.388792 0.379032 0.367545 0.376075 0.37969 0.301575 0.319457 0.306345 0.331836 0.312728 0.343066 0.301884 0.295143 0.260778 0.201883 0.227202 0.125021 0.125066 0.128754 0.129794 0.409105 0.387386 0.404673 0.401754 0.401705 0.433378 0.326775 0.323126 0.318388 0.326152 0.315567 0.10579 0.281191 0.431723 0.455523 0.454169 0.431143 0.446533 0.401103 0.3209 0.267112 0.296507 0.296555 0.317089 0.273002 0.303176 0.297731 0.299441 0.295792 0.297747 0.356203 0.35317 0.360905 0.362154 0.348177 0.384894 0.382051 0.383044 0.355132 0.363323 0.375023 0.393796 0.35816 0.362728 0.39319 0.40012 0.391064 0.396864 0.405717
