C1902d3TS003_1 C1902d3TS010_1 C1902d3TS010_2 C1902d3TS010_3 C1902d3TS010_4 C1902d3TS010_5 C1902d3TS044_1 C1902d3TS049_1 C1902d3TS049_2 C1902d3TS049_3 C1902d3TS049_4 C1902d3TS049_5 C1902d3TS067_1 C1902d3TS067_2 C1902d3TS067_3 C1902d3TS067_4 C1902d3TS067_5 C1902d3TS103_1 C1902d3TS123_1 C1902d3TS123_2 C1902d3TS123_3 C1902d3TS123_4 C1902d3TS123_5 C1902d3TS131_1 C1902d3TS131_2 C1902d3TS131_3 C1902d3TS131_4 C1902d3TS131_5 C1902d3TS210_1 C1902d3TS210_2 C1902d3TS210_3 C1902d3TS210_4 C1902d3TS210_5 C1902d3TS215_1 C1902d3TS215_2 C1902d3TS215_3 C1902d3TS215_4 C1902d3TS215_5 C1902d3TS228_1 C1902d3TS228_2 C1902d3TS228_3 C1902d3TS228_4 C1902d3TS228_5 C1902d3TS240_1 C1902d3TS240_2 C1902d3TS240_3 C1902d3TS240_4 C1902d3TS240_5 C1902d3TS258_1 C1902d3TS258_2 C1902d3TS258_3 C1902d3TS258_4 C1902d3TS258_5 C1902d3TS267_1 C1902d3TS267_2 C1902d3TS267_3 C1902d3TS267_4 C1902d3TS273_1 C1902d3TS273_2 C1902d3TS273_3 C1902d3TS273_4 C1902d3TS273_5 C1902d3TS301_1 C1902d3TS345_1 C1902d3TS345_2 C1902d3TS345_3 C1902d3TS345_4 C1902d3TS345_5 C1902d3TS347_1 C1902d3TS347_2 C1902d3TS347_3 C1902d3TS405_1 C1902d3TS405_2 C1902d3TS405_3 C1902d3TS405_4 C1902d3TS405_5 C1902d3TS432_1 C1902d3TS438_1 C1902d3TS438_2 C1902d3TS438_3 C1902d3TS438_4 C1902d3TS438_5
0.400989 0.341456 0.359736 0.353916 0.339012 0.335099 0.338425 0.527894 0.49242 0.579758 1 0.509003 0.369827 0.369827 0.369827 0.369827 0.369827 0.365268 0.339358 0.339358 0.339639 0.339639 0.339639 0.343231 0.343923 0.344252 0.343329 0.342707 0.309049 0.302646 0.328053 0.337603 0.347741 0.332897 0.332742 0.327703 0.331951 0.335361 0.34073 0.342888 0.337764 0.336916 0.316151 0.329647 0.333695 0.327034 0.334456 0.33762 0.338893 0.338284 0.329702 0.34548 0.342609 0.353863 0.343586 0.341504 0.330712 0.351558 0.354833 0.351408 0.35511 0.353519 0.338425 0.314228 0.327656 0.322296 0.317772 0.310197 0.328368 0.32726 0.30831 0.309049 0.302646 0.328053 0.337603 0.347741 0.347113 0.345502 0.32503 0.346578 0.343588 0.343365
0.44687 0.36237 0.365049 0.357492 0.349382 0.353073 0.370724 0.512806 0.534212 0.579288 0.532532 1 0.388698 0.388698 0.388698 0.388698 0.388698 0.381584 0.366195 0.366195 0.370551 0.370551 0.370551 0.359341 0.35974 0.360518 0.355502 0.358081 0.325289 0.325421 0.341892 0.357313 0.360802 0.351433 0.34091 0.341015 0.357853 0.355656 0.347788 0.349002 0.34822 0.348929 0.319736 0.355356 0.344716 0.337593 0.347 0.342738 0.35923 0.365346 0.354149 0.376566 0.355157 0.365092 0.364149 0.359072 0.36134 0.370434 0.352289 0.367629 0.37124 0.369985 0.370724 0.312948 0.343953 0.333494 0.314557 0.324547 0.349643 0.348351 0.328182 0.325289 0.325421 0.341892 0.357313 0.360802 0.369276 0.375203 0.321279 0.372643 0.37025 0.372445
0.277402 0.418778 0.417868 0.435613 0.419417 0.377895 0.64439 0.140654 0.160019 0.159127 0.142331 0.142376 1 1 1 1 1 0.627186 0.671396 0.671396 0.663821 0.663821 0.663821 0.694383 0.693762 0.694699 0.69365 0.694646 0.504044 0.489263 0.531822 0.557533 0.589904 0.5645 0.642441 0.62856 0.550856 0.526417 0.433824 0.434143 0.436026 0.435092 0.412446 0.434259 0.4354 0.431185 0.432908 0.44246 0.657835 0.69466 0.65449 0.673627 0.681784 0.635657 0.678545 0.605719 0.5992 0.383056 0.41632 0.468366 0.468637 0.471188 0.64439 0.381089 0.404531 0.478487 0.403994 0.36875 0.393697 0.394037 0.371083 0.504044 0.489263 0.531822 0.557533 0.589904 0.646858 0.698036 0.415151 0.687412 0.697577 0.69167
0.277402 0.418778 0.417868 0.435613 0.419417 0.377895 0.64439 0.140654 0.160019 0.159127 0.142331 0.142376 1 1 1 1 1 0.627186 0.671396 0.671396 0.663821 0.663821 0.663821 0.694383 0.693762 0.694699 0.69365 0.694646 0.504044 0.489263 0.531822 0.557533 0.589904 0.5645 0.642441 0.62856 0.550856 0.526417 0.433824 0.434143 0.436026 0.435092 0.412446 0.434259 0.4354 0.431185 0.432908 0.44246 0.657835 0.69466 0.65449 0.673627 0.681784 0.635657 0.678545 0.605719 0.5992 0.383056 0.41632 0.468366 0.468637 0.471188 0.64439 0.381089 0.404531 0.478487 0.403994 0.36875 0.393697 0.394037 0.371083 0.504044 0.489263 0.531822 0.557533 0.589904 0.646858 0.698036 0.415151 0.687412 0.697577 0.69167
0.277402 0.418778 0.417868 0.435613 0.419417 0.377895 0.64439 0.140654 0.160019 0.159127 0.142331 0.142376 1 1 1 1 1 0.627186 0.671396 0.671396 0.663821 0.663821 0.663821 0.694383 0.693762 0.694699 0.69365 0.694646 0.504044 0.489263 0.531822 0.557533 0.589904 0.5645 0.642441 0.62856 0.550856 0.526417 0.433824 0.434143 0.436026 0.435092 0.412446 0.434259 0.4354 0.431185 0.432908 0.44246 0.657835 0.69466 0.65449 0.673627 0.681784 0.635657 0.678545 0.605719 0.5992 0.383056 0.41632 0.468366 0.468637 0.471188 0.64439 0.381089 0.404531 0.478487 0.403994 0.36875 0.393697 0.394037 0.371083 0.504044 0.489263 0.531822 0.557533 0.589904 0.646858 0.698036 0.415151 0.687412 0.697577 0.69167
0.277402 0.418778 0.417868 0.435613 0.419417 0.377895 0.64439 0.140654 0.160019 0.159127 0.142331 0.142376 1 1 1 1 1 0.627186 0.671396 0.671396 0.663821 0.663821 0.663821 0.694383 0.693762 0.694699 0.69365 0.694646 0.504044 0.489263 0.531822 0.557533 0.589904 0.5645 0.642441 0.62856 0.550856 0.526417 0.433824 0.434143 0.436026 0.435092 0.412446 0.434259 0.4354 0.431185 0.432908 0.44246 0.657835 0.69466 0.65449 0.673627 0.681784 0.635657 0.678545 0.605719 0.5992 0.383056 0.41632 0.468366 0.468637 0.471188 0.64439 0.381089 0.404531 0.478487 0.403994 0.36875 0.393697 0.394037 0.371083 0.504044 0.489263 0.531822 0.557533 0.589904 0.646858 0.698036 0.415151 0.687412 0.697577 0.69167
0.277402 0.418778 0.417868 0.435613 0.419417 0.377895 0.64439 0.140654 0.160019 0.159127 0.142331 0.142376 1 1 1 1 1 0.627186 0.671396 0.671396 0.663821 0.663821 0.663821 0.694383 0.693762 0.694699 0.69365 0.694646 0.504044 0.489263 0.531822 0.557533 0.589904 0.5645 0.642441 0.62856 0.550856 0.526417 0.433824 0.434143 0.436026 0.435092 0.412446 0.434259 0.4354 0.431185 0.432908 0.44246 0.657835 0.69466 0.65449 0.673627 0.681784 0.635657 0.678545 0.605719 0.5992 0.383056 0.41632 0.468366 0.468637 0.471188 0.64439 0.381089 0.404531 0.478487 0.403994 0.36875 0.393697 0.394037 0.371083 0.504044 0.489263 0.531822 0.557533 0.589904 0.646858 0.698036 0.415151 0.687412 0.697577 0.69167
0.293609 0.429091 0.422128 0.42921 0.408061 0.383867 0.631658 0.138155 0.159472 0.158943 0.126154 0.157633 0.619892 0.619892 0.619892 0.619892 0.619892 1 0.671161 0.671161 0.668928 0.668928 0.668928 0.651373 0.652142 0.652656 0.651148 0.653499 0.491942 0.476184 0.52237 0.550012 0.56521 0.558561 0.621539 0.619103 0.540304 0.516777 0.448205 0.453725 0.460281 0.452407 0.44235 0.479336 0.459736 0.458918 0.474381 0.47246 0.638857 0.632469 0.617629 0.622673 0.653702 0.654093 0.648179 0.60425 0.630669 0.406865 0.421065 0.486294 0.487753 0.493378 0.631658 0.402408 0.411623 0.487796 0.403965 0.371095 0.380188 0.384927 0.380662 0.491942 0.476184 0.52237 0.550012 0.56521 0.604123 0.693746 0.400609 0.687039 0.689483 0.69877
0.282687 0.409278 0.412312 0.408848 0.410228 0.386458 0.636054 0.152284 0.145328 0.167701 0.118533 0.143222 0.652892 0.652892 0.652892 0.652892 0.652892 0.662506 1 1 0.780902 0.780902 0.780902 0.677277 0.677481 0.677515 0.672469 0.678469 0.48011 0.47451 0.512603 0.531863 0.556199 0.566487 0.608122 0.615924 0.557502 0.516849 0.41799 0.422069 0.424133 0.420818 0.405375 0.439754 0.423927 0.421896 0.431059 0.440181 0.649038 0.660858 0.633069 0.639465 0.661262 0.664589 0.675681 0.620956 0.634554 0.362187 0.374993 0.470038 0.474946 0.464254 0.636054 0.372115 0.392524 0.46202 0.385653 0.38705 0.373094 0.376598 0.348385 0.48011 0.47451 0.512603 0.531863 0.556199 0.635658 0.693804 0.395305 0.701472 0.698003 0.702094
0.282687 0.409278 0.412312 0.408848 0.410228 0.386458 0.636054 0.152284 0.145328 0.167701 0.118533 0.143222 0.652892 0.652892 0.652892 0.652892 0.652892 0.662506 1 1 0.780902 0.780902 0.780902 0.677277 0.677481 0.677515 0.672469 0.678469 0.48011 0.47451 0.512603 0.531863 0.556199 0.566487 0.608122 0.615924 0.557502 0.516849 0.41799 0.422069 0.424133 0.420818 0.405375 0.439754 0.423927 0.421896 0.431059 0.440181 0.649038 0.660858 0.633069 0.639465 0.661262 0.664589 0.675681 0.620956 0.634554 0.362187 0.374993 0.470038 0.474946 0.464254 0.636054 0.372115 0.392524 0.46202 0.385653 0.38705 0.373094 0.376598 0.348385 0.48011 0.47451 0.512603 0.531863 0.556199 0.635658 0.693804 0.395305 0.701472 0.698003 0.702094
0.289797 0.411901 0.42505 0.413551 0.40346 0.367126 0.644148 0.13852 0.152411 0.158102 0.113988 0.143407 0.670588 0.670588 0.670588 0.670588 0.670588 0.673553 0.794115 0.794115 1 1 1 0.681363 0.682615 0.682173 0.688306 0.679848 0.49371 0.472221 0.522232 0.53287 0.556149 0.57514 0.612693 0.626166 0.552094 0.530258 0.421646 0.418002 0.427487 0.431296 0.408189 0.451024 0.443735 0.443168 0.45976 0.457173 0.648527 0.679118 0.646566 0.649799 0.673747 0.70081 0.688229 0.63921 0.661003 0.367404 0.390611 0.466672 0.471126 0.470068 0.644148 0.375705 0.399923 0.468916 0.376834 0.372923 0.380015 0.382596 0.361708 0.49371 0.472221 0.522232 0.53287 0.556149 0.677609 0.704789 0.397832 0.696234 0.699655 0.69693
0.289797 0.411901 0.42505 0.413551 0.40346 0.367126 0.644148 0.13852 0.152411 0.158102 0.113988 0.143407 0.670588 0.670588 0.670588 0.670588 0.670588 0.673553 0.794115 0.794115 1 1 1 0.681363 0.682615 0.682173 0.688306 0.679848 0.49371 0.472221 0.522232 0.53287 0.556149 0.57514 0.612693 0.626166 0.552094 0.530258 0.421646 0.418002 0.427487 0.431296 0.408189 0.451024 0.443735 0.443168 0.45976 0.457173 0.648527 0.679118 0.646566 0.649799 0.673747 0.70081 0.688229 0.63921 0.661003 0.367404 0.390611 0.466672 0.471126 0.470068 0.644148 0.375705 0.399923 0.468916 0.376834 0.372923 0.380015 0.382596 0.361708 0.49371 0.472221 0.522232 0.53287 0.556149 0.677609 0.704789 0.397832 0.696234 0.699655 0.69693
0.289797 0.411901 0.42505 0.413551 0.40346 0.367126 0.644148 0.13852 0.152411 0.158102 0.113988 0.143407 0.670588 0.670588 0.670588 0.670588 0.670588 0.673553 0.794115 0.794115 1 1 1 0.681363 0.682615 0.682173 0.688306 0.679848 0.49371 0.472221 0.522232 0.53287 0.556149 0.57514 0.612693 0.626166 0.552094 0.530258 0.421646 0.418002 0.427487 0.431296 0.408189 0.451024 0.443735 0.443168 0.45976 0.457173 0.648527 0.679118 0.646566 0.649799 0.673747 0.70081 0.688229 0.63921 0.661003 0.367404 0.390611 0.466672 0.471126 0.470068 0.644148 0.375705 0.399923 0.468916 0.376834 0.372923 0.380015 0.382596 0.361708 0.49371 0.472221 0.522232 0.53287 0.556149 0.677609 0.704789 0.397832 0.696234 0.699655 0.69693
0.277058 0.426695 0.420291 0.430297 0.40727 0.390073 0.648472 0.123367 0.134468 0.145938 0.104478 0.129012 0.655288 0.655288 0.655288 0.655288 0.655288 0.628874 0.664325 0.664325 0.650223 0.650223 0.650223 1 0.986982 0.976476 0.974962 0.97298 0.533136 0.525036 0.563215 0.588804 0.631081 0.571536 0.686006 0.655897 0.550462 0.551851 0.456339 0.458095 0.459421 0.465949 0.430776 0.453044 0.450061 0.437961 0.450087 0.460215 0.706522 0.712985 0.669473 0.710446 0.716538 0.614596 0.672722 0.590382 0.596475 0.41715 0.442606 0.447479 0.459348 0.43839 0.648472 0.411274 0.384938 0.511846 0.37902 0.364166 0.374206 0.376105 0.3385 0.533136 0.525036 0.563215 0.588804 0.631081 0.609368 0.725095 0.421722 0.755232 0.738125 0.746363
0.277138 0.428709 0.420366 0.431581 0.407158 0.390642 0.649884 0.123998 0.136262 0.146363 0.104685 0.129525 0.65611 0.65611 0.65611 0.65611 0.65611 0.630501 0.665765 0.665765 0.652708 0.652708 0.652708 0.986954 1 0.983762 0.977943 0.972938 0.535814 0.526171 0.564929 0.588466 0.630136 0.57282 0.686572 0.655275 0.551513 0.553646 0.457876 0.459401 0.460384 0.467713 0.431404 0.455517 0.451555 0.438838 0.451362 0.46123 0.705099 0.715059 0.670031 0.713418 0.715647 0.616122 0.674331 0.591396 0.597164 0.415041 0.442302 0.448074 0.461614 0.440844 0.649884 0.409328 0.385623 0.509533 0.378286 0.365105 0.376979 0.378368 0.338248 0.535814 0.526171 0.564929 0.588466 0.630136 0.609894 0.725099 0.422256 0.754129 0.738453 0.746616
0.276376 0.430139 0.419169 0.432356 0.4066 0.390194 0.647244 0.124768 0.136737 0.147794 0.104086 0.129979 0.655513 0.655513 0.655513 0.655513 0.655513 0.630879 0.665424 0.665424 0.652032 0.652032 0.652032 0.976483 0.983786 1 0.969247 0.964798 0.534938 0.523887 0.564437 0.5884 0.631101 0.572304 0.687228 0.655135 0.549873 0.552407 0.45568 0.456624 0.459008 0.465176 0.431499 0.455614 0.448723 0.435499 0.447968 0.458856 0.704087 0.713645 0.668445 0.712079 0.714772 0.615021 0.674174 0.591307 0.595617 0.414833 0.441336 0.447469 0.460714 0.440472 0.647244 0.410898 0.385176 0.508038 0.378669 0.363317 0.376371 0.37748 0.33827 0.534938 0.523887 0.564437 0.5884 0.631101 0.609558 0.726578 0.421988 0.755356 0.739663 0.74844
0.27353 0.423278 0.422283 0.431263 0.408651 0.388901 0.641628 0.119821 0.130904 0.140299 0.103034 0.124545 0.651388 0.651388 0.651388 0.651388 0.651388 0.627549 0.657716 0.657716 0.654931 0.654931 0.654931 0.974427 0.977425 0.968737 1 0.959104 0.539953 0.530071 0.562097 0.585282 0.628321 0.571634 0.688479 0.655165 0.548312 0.546354 0.457455 0.453527 0.453575 0.46876 0.436306 0.446162 0.447917 0.438609 0.447613 0.458118 0.699227 0.711596 0.67161 0.712282 0.715249 0.617411 0.669993 0.583284 0.595351 0.41414 0.445932 0.442589 0.45427 0.436485 0.641628 0.407522 0.384396 0.504252 0.374894 0.361417 0.374596 0.374774 0.33808 0.539953 0.530071 0.562097 0.585282 0.628321 0.60875 0.721041 0.419101 0.748815 0.733729 0.740957
0.271811 0.42404 0.414217 0.426828 0.408705 0.389432 0.645749 0.121927 0.129199 0.144926 0.104921 0.128514 0.655005 0.655005 0.655005 0.655005 0.655005 0.626829 0.666168 0.666168 0.648391 0.648391 0.648391 0.970299 0.970572 0.962383 0.957617 1 0.526824 0.522833 0.554344 0.580081 0.629 0.574007 0.685046 0.65318 0.548146 0.55068 0.455604 0.457146 0.458605 0.463249 0.43237 0.451979 0.448423 0.438053 0.447616 0.458285 0.697722 0.711655 0.668648 0.703431 0.710895 0.610131 0.668234 0.586255 0.595043 0.408229 0.441123 0.446034 0.455191 0.433093 0.645749 0.406224 0.387754 0.510478 0.374658 0.363503 0.368892 0.372611 0.340064 0.526824 0.522833 0.554344 0.580081 0.629 0.607798 0.717747 0.413041 0.748532 0.730401 0.73819
0.21865 0.368097 0.365566 0.362676 0.371336 0.368566 0.430499 0.0855306 0.088708 0.0969021 0.0847329 0.0724654 0.441494 0.441494 0.441494 0.441494 0.441494 0.424717 0.436707 0.436707 0.437073 0.437073 0.437073 0.498746 0.501529 0.500263 0.5081 0.496439 1 0.749863 0.492139 0.471261 0.471668 0.408349 0.483743 0.462386 0.391349 0.41037 0.389107 0.392973 0.404266 0.400277 0.410253 0.40174 0.382743 0.394555 0.375928 0.382774 0.479115 0.464937 0.471214 0.489122 0.476702 0.434547 0.442351 0.420628 0.418077 0.362208 0.383851 0.418603 0.415847 0.411967 0.430499 0.385926 0.374998 0.437234 0.353425 0.338371 0.338429 0.337812 0.325434 1 0.749863 0.492139 0.471261 0.471668 0.43268 0.462177 0.343923 0.474652 0.467553 0.468657
0.225701 0.374847 0.361686 0.351798 0.361199 0.364946 0.410146 0.089339 0.0903866 0.109119 0.0800837 0.0806253 0.424323 0.424323 0.424323 0.424323 0.424323 0.408061 0.431181 0.431181 0.414643 0.414643 0.414643 0.485429 0.487069 0.484702 0.493093 0.487808 0.753022 1 0.507091 0.493472 0.499912 0.399861 0.474076 0.455973 0.375269 0.397895 0.401121 0.404526 0.414881 0.402165 0.429982 0.388588 0.391938 0.402747 0.384368 0.38822 0.472579 0.469594 0.466358 0.474152 0.469427 0.419644 0.428128 0.409417 0.415704 0.364295 0.379946 0.413868 0.406708 0.410141 0.410146 0.385819 0.370999 0.435476 0.35399 0.347417 0.338777 0.341488 0.328915 0.753022 1 0.507091 0.493472 0.499912 0.418394 0.44948 0.35178 0.460492 0.455257 0.452432
