C1905d2TS003_1 C1905d2TS010_1 C1905d2TS010_2 C1905d2TS010_3 C1905d2TS010_4 C1905d2TS010_5 C1905d2TS049_1 C1905d2TS049_2 C1905d2TS049_3 C1905d2TS049_4 C1905d2TS049_5 C1905d2TS067_1 C1905d2TS067_2 C1905d2TS067_3 C1905d2TS067_4 C1905d2TS067_5 C1905d2TS103_1 C1905d2TS121_1 C1905d2TS121_2 C1905d2TS123_1 C1905d2TS123_2 C1905d2TS123_3 C1905d2TS123_4 C1905d2TS123_5 C1905d2TS131_1 C1905d2TS131_2 C1905d2TS131_3 C1905d2TS131_4 C1905d2TS131_5 C1905d2TS210_1 C1905d2TS210_2 C1905d2TS210_3 C1905d2TS210_4 C1905d2TS210_5 C1905d2TS215_1 C1905d2TS215_2 C1905d2TS215_3 C1905d2TS215_4 C1905d2TS215_5 C1905d2TS228_1 C1905d2TS228_2 C1905d2TS228_3 C1905d2TS228_4 C1905d2TS228_5 C1905d2TS240_1 C1905d2TS240_2 C1905d2TS240_3 C1905d2TS240_4 C1905d2TS240_5 C1905d2TS258_1 C1905d2TS258_2 C1905d2TS258_3 C1905d2TS258_4 C1905d2TS258_5 C1905d2TS273_1 C1905d2TS273_2 C1905d2TS273_3 C1905d2TS273_4 C1905d2TS273_5 C1905d2TS345_1 C1905d2TS345_2 C1905d2TS345_3 C1905d2TS345_4 C1905d2TS345_5 C1905d2TS346_1 C1905d2TS347_1 C1905d2TS347_2 C1905d2TS347_3 C1905d2TS405_1 C1905d2TS405_2 C1905d2TS405_3 C1905d2TS405_4 C1905d2TS405_5 C1905d2TS432_1 C1905d2TS438_1 C1905d2TS438_2 C1905d2TS438_3 C1905d2TS438_4 C1905d2TS438_5
0.413307 0.409381 0.399731 0.372349 0.380047 0.393485 0.512763 0.524384 0.524172 0.528439 1 0.37827 0.37827 0.37827 0.373421 0.373421 0.417845 0.324197 0.399223 0.384054 0.416346 0.416346 0.378764 0.363272 0.354357 0.364593 0.37195 0.383319 0.369889 0.340511 0.3724 0.374764 0.372034 0.356255 0.374075 0.356158 0.392636 0.357297 0.368923 0.386558 0.386724 0.39034 0.382071 0.367665 0.39082 0.378353 0.39614 0.378997 0.396325 0.386216 0.380335 0.383779 0.379086 0.395933 0.362504 0.361144 0.361864 0.361156 0.359217 0.35145 0.350689 0.348061 0.353061 0.345522 0.332823 0.374525 0.383181 0.39019 0.340511 0.3724 0.372034 0.356255 0.373854 0.373626 0.34665 0.34953 0.348778 0.352774 0.359715
0.263315 0.277714 0.279273 0.267645 0.275924 0.255873 0.192275 0.170541 0.158363 0.170919 0.160014 1 1 1 0.301118 0.301118 0.260064 0.273401 0.247252 0.274608 0.276201 0.276201 0.284087 0.264332 0.276507 0.284488 0.284108 0.283113 0.279981 0.298093 0.280793 0.285335 0.277488 0.278716 0.27691 0.266393 0.28067 0.270968 0.275238 0.292709 0.29151 0.292245 0.294246 0.29052 0.273228 0.286036 0.284794 0.282395 0.277185 0.279694 0.280013 0.289894 0.273316 0.293388 0.290593 0.294061 0.290968 0.294766 0.291647 0.291467 0.277233 0.281023 0.281371 0.271002 0.213031 0.264105 0.257899 0.257926 0.298093 0.280793 0.277488 0.278716 0.282121 0.273457 0.268662 0.2651 0.26835 0.26768 0.268083
0.263315 0.277714 0.279273 0.267645 0.275924 0.255873 0.192275 0.170541 0.158363 0.170919 0.160014 1 1 1 0.301118 0.301118 0.260064 0.273401 0.247252 0.274608 0.276201 0.276201 0.284087 0.264332 0.276507 0.284488 0.284108 0.283113 0.279981 0.298093 0.280793 0.285335 0.277488 0.278716 0.27691 0.266393 0.28067 0.270968 0.275238 0.292709 0.29151 0.292245 0.294246 0.29052 0.273228 0.286036 0.284794 0.282395 0.277185 0.279694 0.280013 0.289894 0.273316 0.293388 0.290593 0.294061 0.290968 0.294766 0.291647 0.291467 0.277233 0.281023 0.281371 0.271002 0.213031 0.264105 0.257899 0.257926 0.298093 0.280793 0.277488 0.278716 0.282121 0.273457 0.268662 0.2651 0.26835 0.26768 0.268083
0.263315 0.277714 0.279273 0.267645 0.275924 0.255873 0.192275 0.170541 0.158363 0.170919 0.160014 1 1 1 0.301118 0.301118 0.260064 0.273401 0.247252 0.274608 0.276201 0.276201 0.284087 0.264332 0.276507 0.284488 0.284108 0.283113 0.279981 0.298093 0.280793 0.285335 0.277488 0.278716 0.27691 0.266393 0.28067 0.270968 0.275238 0.292709 0.29151 0.292245 0.294246 0.29052 0.273228 0.286036 0.284794 0.282395 0.277185 0.279694 0.280013 0.289894 0.273316 0.293388 0.290593 0.294061 0.290968 0.294766 0.291647 0.291467 0.277233 0.281023 0.281371 0.271002 0.213031 0.264105 0.257899 0.257926 0.298093 0.280793 0.277488 0.278716 0.282121 0.273457 0.268662 0.2651 0.26835 0.26768 0.268083
0.284856 0.279731 0.281415 0.279186 0.295724 0.268308 0.193415 0.176673 0.155642 0.178535 0.154914 0.32095 0.32095 0.32095 1 1 0.267764 0.289175 0.27018 0.286543 0.274375 0.274375 0.29789 0.272248 0.258367 0.26577 0.271479 0.262149 0.270111 0.292541 0.278949 0.303944 0.266781 0.270933 0.270556 0.274679 0.27705 0.293455 0.280838 0.292638 0.288867 0.288421 0.29414 0.28217 0.271347 0.279112 0.297486 0.290228 0.276078 0.281127 0.290511 0.298283 0.284285 0.28916 0.287107 0.288792 0.287968 0.289186 0.29076 0.279615 0.293183 0.267374 0.28084 0.287891 0.21285 0.259018 0.260194 0.289006 0.292541 0.278949 0.266781 0.270933 0.268164 0.272196 0.284494 0.276091 0.274713 0.284761 0.285253
0.284856 0.279731 0.281415 0.279186 0.295724 0.268308 0.193415 0.176673 0.155642 0.178535 0.154914 0.32095 0.32095 0.32095 1 1 0.267764 0.289175 0.27018 0.286543 0.274375 0.274375 0.29789 0.272248 0.258367 0.26577 0.271479 0.262149 0.270111 0.292541 0.278949 0.303944 0.266781 0.270933 0.270556 0.274679 0.27705 0.293455 0.280838 0.292638 0.288867 0.288421 0.29414 0.28217 0.271347 0.279112 0.297486 0.290228 0.276078 0.281127 0.290511 0.298283 0.284285 0.28916 0.287107 0.288792 0.287968 0.289186 0.29076 0.279615 0.293183 0.267374 0.28084 0.287891 0.21285 0.259018 0.260194 0.289006 0.292541 0.278949 0.266781 0.270933 0.268164 0.272196 0.284494 0.276091 0.274713 0.284761 0.285253
0.28875 0.3268 0.306412 0.288113 0.334243 0.315273 0.207876 0.216751 0.192204 0.204491 0.187519 0.302211 0.302211 0.302211 0.305183 0.305183 1 0.280882 0.28113 0.318265 0.288009 0.288009 0.31847 0.305595 0.311422 0.325226 0.324708 0.321673 0.323452 0.328989 0.32334 0.347611 0.325724 0.326713 0.339795 0.310304 0.339393 0.301835 0.338767 0.332795 0.330677 0.329289 0.331752 0.323274 0.309956 0.310137 0.341501 0.339611 0.330394 0.329817 0.341461 0.339754 0.3388 0.323222 0.3315 0.336884 0.331677 0.332638 0.332192 0.309867 0.298408 0.299741 0.299274 0.309703 0.222678 0.292394 0.300843 0.30961 0.328989 0.32334 0.325724 0.326713 0.321165 0.306732 0.342992 0.3387 0.338236 0.34405 0.339367
0.21576 0.218968 0.227818 0.216497 0.21645 0.226741 0.1317 0.124232 0.107097 0.107823 0.11555 0.229641 0.229641 0.229641 0.228846 0.228846 0.194681 1 0.332771 0.22864 0.210586 0.210586 0.227763 0.225938 0.225295 0.218545 0.227192 0.223188 0.217504 0.240713 0.23417 0.242017 0.209729 0.222225 0.22627 0.22614 0.234342 0.213421 0.228529 0.222711 0.224023 0.223655 0.222603 0.213935 0.221879 0.226099 0.231239 0.224594 0.229297 0.236889 0.235512 0.232345 0.237026 0.235185 0.220457 0.219745 0.218563 0.219745 0.223069 0.250433 0.221631 0.226016 0.223818 0.209431 0.171411 0.22548 0.230808 0.211209 0.240713 0.23417 0.209729 0.222225 0.224505 0.221116 0.235501 0.234268 0.235918 0.237179 0.226634
0.311751 0.331686 0.313062 0.313916 0.303588 0.322981 0.234585 0.215232 0.191523 0.213128 0.214643 0.295831 0.295831 0.295831 0.315907 0.315907 0.292241 0.47769 1 0.305675 0.300352 0.300352 0.321669 0.31554 0.308601 0.304982 0.314262 0.314362 0.3213 0.310516 0.319272 0.325689 0.309095 0.328201 0.316097 0.311271 0.316095 0.311229 0.335433 0.32117 0.319642 0.3206 0.317593 0.305418 0.33396 0.31253 0.335864 0.321167 0.345517 0.326345 0.324939 0.327997 0.323159 0.308863 0.311503 0.314427 0.307741 0.305985 0.313851 0.323345 0.298444 0.303412 0.296126 0.284873 0.234687 0.312814 0.323171 0.299095 0.310516 0.319272 0.309095 0.328201 0.317686 0.309063 0.315842 0.321404 0.315019 0.32333 0.315927
0.234042 0.262613 0.264267 0.24612 0.276478 0.273247 0.174853 0.154074 0.142117 0.152494 0.150611 0.251924 0.251924 0.251924 0.256661 0.256661 0.259453 0.24984 0.231182 1 0.26357 0.26357 0.309539 0.270256 0.269632 0.260921 0.286567 0.271903 0.282305 0.282563 0.267546 0.298585 0.285148 0.292553 0.2877 0.272646 0.287811 0.267996 0.294496 0.29326 0.289616 0.290117 0.289215 0.276188 0.278865 0.290729 0.292646 0.284574 0.281683 0.301173 0.293343 0.291487 0.293377 0.284703 0.290302 0.29275 0.292727 0.293353 0.285626 0.282194 0.290503 0.273531 0.281348 0.288943 0.204727 0.260553 0.257293 0.262981 0.282563 0.267546 0.285148 0.292553 0.27792 0.266268 0.290101 0.28725 0.285312 0.28996 0.28318
0.297304 0.327615 0.314878 0.307748 0.330487 0.311627 0.203378 0.200573 0.191567 0.190414 0.192864 0.295615 0.295615 0.295615 0.294585 0.294585 0.291223 0.281583 0.284756 0.31186 1 1 0.313635 0.31671 0.31199 0.303006 0.320795 0.305445 0.316241 0.311289 0.311908 0.342798 0.327676 0.321716 0.325677 0.310956 0.296676 0.311866 0.31942 0.331853 0.332564 0.330563 0.332726 0.320836 0.331015 0.334843 0.329892 0.312496 0.323142 0.33193 0.335129 0.330551 0.31957 0.333228 0.301951 0.297409 0.30415 0.295981 0.303476 0.309022 0.309957 0.302539 0.306252 0.295892 0.225992 0.303707 0.294594 0.284037 0.311289 0.311908 0.327676 0.321716 0.31304 0.311098 0.313044 0.320001 0.32293 0.317388 0.317534
0.297304 0.327615 0.314878 0.307748 0.330487 0.311627 0.203378 0.200573 0.191567 0.190414 0.192864 0.295615 0.295615 0.295615 0.294585 0.294585 0.291223 0.281583 0.284756 0.31186 1 1 0.313635 0.31671 0.31199 0.303006 0.320795 0.305445 0.316241 0.311289 0.311908 0.342798 0.327676 0.321716 0.325677 0.310956 0.296676 0.311866 0.31942 0.331853 0.332564 0.330563 0.332726 0.320836 0.331015 0.334843 0.329892 0.312496 0.323142 0.33193 0.335129 0.330551 0.31957 0.333228 0.301951 0.297409 0.30415 0.295981 0.303476 0.309022 0.309957 0.302539 0.306252 0.295892 0.225992 0.303707 0.294594 0.284037 0.311289 0.311908 0.327676 0.321716 0.31304 0.311098 0.313044 0.320001 0.32293 0.317388 0.317534
0.265326 0.291035 0.269628 0.278582 0.285747 0.283419 0.17377 0.17063 0.158623 0.156182 0.159622 0.270571 0.270571 0.270571 0.27392 0.27392 0.266236 0.271958 0.268943 0.314307 0.275723 0.275723 1 0.26915 0.284485 0.287605 0.299148 0.285031 0.287549 0.291438 0.29534 0.292877 0.296564 0.301928 0.268329 0.27931 0.28492 0.289639 0.30617 0.270193 0.26991 0.275558 0.270946 0.268361 0.300956 0.309664 0.304215 0.300284 0.295601 0.297521 0.29497 0.294633 0.295409 0.287659 0.290029 0.289507 0.287133 0.286146 0.29087 0.292731 0.291955 0.280456 0.284982 0.270216 0.204533 0.270325 0.279948 0.249061 0.291438 0.29534 0.296564 0.301928 0.297449 0.269588 0.305205 0.302515 0.305979 0.309346 0.304877
0.268049 0.274144 0.260401 0.260992 0.259883 0.271135 0.201787 0.164647 0.141439 0.154119 0.13452 0.257268 0.257268 0.257268 0.2462 0.2462 0.26938 0.260307 0.2499 0.28554 0.274879 0.274879 0.270726 1 0.286289 0.264738 0.298045 0.285315 0.280038 0.301443 0.289127 0.289696 0.293014 0.29577 0.302771 0.306283 0.298243 0.287419 0.292777 0.272961 0.274084 0.274722 0.272339 0.266739 0.298305 0.284515 0.301565 0.285808 0.302885 0.295263 0.323387 0.300738 0.286097 0.29798 0.286607 0.287684 0.28803 0.283238 0.28921 0.276571 0.278679 0.304534 0.29302 0.306611 0.199984 0.288401 0.273229 0.240656 0.301443 0.289127 0.293014 0.29577 0.300169 0.280126 0.293888 0.29481 0.290214 0.294861 0.288095
0.264135 0.301441 0.296173 0.317823 0.291068 0.286613 0.154743 0.14303 0.131934 0.142953 0.122602 0.238785 0.238785 0.238785 0.230915 0.230915 0.242535 0.241432 0.229523 0.265715 0.242648 0.242648 0.257366 0.250374 1 0.624431 0.628791 0.554533 0.647834 0.361252 0.339132 0.349316 0.336464 0.336145 0.329856 0.333223 0.321326 0.327139 0.304472 0.338664 0.334471 0.33145 0.337824 0.33726 0.351275 0.323765 0.341493 0.331259 0.358545 0.354423 0.337769 0.358837 0.328269 0.326003 0.348122 0.340765 0.342949 0.338895 0.350872 0.30029 0.278397 0.294501 0.28884 0.29626 0.17784 0.250968 0.258938 0.249298 0.361252 0.339132 0.336464 0.336145 0.331115 0.296557 0.353925 0.363565 0.358436 0.348953 0.351122
0.256524 0.303284 0.291851 0.306279 0.279242 0.271838 0.164037 0.160006 0.14175 0.152085 0.134616 0.249841 0.249841 0.249841 0.240363 0.240363 0.264264 0.242683 0.22407 0.254941 0.245002 0.245002 0.259496 0.242888 0.638192 1 0.60013 0.528567 0.612711 0.345244 0.327305 0.334132 0.330901 0.318376 0.325395 0.330849 0.321636 0.321157 0.300134 0.322031 0.316968 0.312694 0.323942 0.313062 0.336907 0.305156 0.335082 0.309688 0.362797 0.3222 0.325217 0.341018 0.32373 0.320827 0.322995 0.323628 0.318734 0.325273 0.321453 0.299905 0.28397 0.295374 0.29303 0.285137 0.191194 0.258849 0.273814 0.247604 0.345244 0.327305 0.330901 0.318376 0.334713 0.291207 0.351186 0.354192 0.350019 0.348036 0.345407
0.26443 0.321683 0.299912 0.324024 0.308273 0.29997 0.165144 0.152814 0.137135 0.147054 0.143054 0.255629 0.255629 0.255629 0.247554 0.247554 0.269584 0.25651 0.232556 0.283962 0.264597 0.264597 0.280859 0.27205 0.638138 0.599445 1 0.581053 0.611741 0.372172 0.345594 0.358384 0.342893 0.350375 0.33064 0.343107 0.340975 0.326938 0.317 0.33826 0.338481 0.327894 0.33835 0.345853 0.350258 0.320593 0.349554 0.329971 0.354216 0.350193 0.339207 0.36519 0.347186 0.336711 0.363116 0.360915 0.357659 0.357859 0.362593 0.309114 0.28845 0.298434 0.297917 0.293154 0.199048 0.257718 0.275014 0.248283 0.372172 0.345594 0.342893 0.350375 0.362186 0.293509 0.366162 0.366294 0.360802 0.358497 0.353539
0.265136 0.315873 0.305002 0.324737 0.301849 0.308726 0.182283 0.162798 0.149104 0.163551 0.154689 0.261277 0.261277 0.261277 0.25132 0.25132 0.269448 0.254244 0.243399 0.273346 0.254215 0.254215 0.279448 0.274531 0.578041 0.54702 0.592477 1 0.550866 0.360781 0.348081 0.360152 0.34107 0.336981 0.347647 0.356287 0.330021 0.336523 0.323805 0.340224 0.336208 0.338775 0.342074 0.343484 0.332888 0.333485 0.351597 0.330756 0.365456 0.350735 0.340834 0.369544 0.343998 0.335863 0.353033 0.356452 0.347149 0.355456 0.348268 0.314782 0.292782 0.310233 0.309795 0.306104 0.199093 0.262097 0.270653 0.262056 0.360781 0.348081 0.34107 0.336981 0.358722 0.303987 0.361805 0.365574 0.358585 0.359423 0.352909
0.25967 0.30212 0.304703 0.311914 0.302472 0.293296 0.173797 0.152504 0.143935 0.147751 0.129902 0.25413 0.25413 0.25413 0.243737 0.243737 0.262524 0.248842 0.235738 0.286628 0.256712 0.256712 0.270444 0.257501 0.6689 0.618234 0.61787 0.550271 1 0.352595 0.331525 0.366796 0.343436 0.343299 0.332762 0.34601 0.336767 0.334629 0.31521 0.34701 0.344991 0.339096 0.349884 0.35717 0.348889 0.324814 0.357845 0.317266 0.361795 0.363867 0.346401 0.369391 0.336978 0.333478 0.35315 0.3481 0.349784 0.348273 0.356628 0.313214 0.293809 0.302851 0.294004 0.294792 0.2007 0.259697 0.280164 0.25302 0.352595 0.331525 0.343436 0.343299 0.343022 0.300623 0.353678 0.360539 0.356289 0.355336 0.346213
0.231701 0.308771 0.302564 0.306887 0.30184 0.331589 0.122183 0.119867 0.11489 0.124565 0.0993426 0.248921 0.248921 0.248921 0.245429 0.245429 0.234567 0.246681 0.213251 0.258434 0.234938 0.234938 0.249793 0.256464 0.344176 0.331868 0.355365 0.330532 0.340581 1 0.425692 0.355976 0.365955 0.391498 0.317745 0.370586 0.298999 0.305808 0.333881 0.313812 0.311593 0.307825 0.312513 0.306616 0.324206 0.310218 0.336513 0.306171 0.308226 0.332538 0.355474 0.332837 0.341919 0.321817 0.34664 0.336467 0.342967 0.334726 0.347239 0.303089 0.260055 0.286482 0.279277 0.281902 0.172565 0.25134 0.243506 0.235035 1 0.425692 0.365955 0.391498 0.387099 0.27826 0.353131 0.353384 0.347847 0.353083 0.345597
0.263484 0.322989 0.308138 0.331686 0.311193 0.332812 0.163219 0.145515 0.135918 0.140385 0.13083 0.268818 0.268818 0.268818 0.257114 0.257114 0.266201 0.263263 0.250664 0.26227 0.262894 0.262894 0.28392 0.28195 0.344815 0.334274 0.353113 0.334947 0.339164 0.463631 1 0.397229 0.460212 0.507564 0.342163 0.385681 0.320247 0.328897 0.338119 0.331276 0.33429 0.341888 0.330499 0.360796 0.365367 0.342755 0.377513 0.364044 0.356949 0.358621 0.375795 0.357804 0.370999 0.341041 0.364282 0.36174 0.364378 0.354676 0.366925 0.331528 0.281452 0.295382 0.297644 0.322874 0.186212 0.253892 0.260892 0.253599 0.463631 1 0.460212 0.507564 0.455763 0.32383 0.392092 0.389741 0.38395 0.392549 0.384571
